item_id,site_code,warehouse_code,location_code,lot_number,on_hand_quantity,reserved_quantity,quality_hold_quantity,standard_unit_cost,last_movement_date,item_type,product_family
DRV-0028,200,200-FG,200-FG-01,,360.0,64.8,0.0,2358.69,2026-06-10,Finished Good,DRV
DRV-0029,100,100-FG,100-FG-01,,832.0,149.76,0.0,1617.15,2026-06-15,Finished Good,DRV
DRV-0030,200,200-FG,200-FG-01,,24.135,1.2,0.0,447.72,2026-06-20,Finished Good,DRV
DRV-0031,100,100-FG,100-FG-01,,24.8,4.464,0.0,1392.99,2026-06-24,Finished Good,DRV
DRV-0032,200,200-FG,200-FG-01,,60.8,10.944,0.0,242.87,2026-06-26,Finished Good,DRV
DRV-0033,100,100-FG,100-FG-01,,144.0,25.92,0.0,1124.91,2026-06-27,Finished Good,DRV
DRV-0034,200,200-FG,200-FG-01,,416.0,74.88,0.0,423.99,2026-06-15,Finished Good,DRV
DRV-0035,100,100-FG,100-FG-01,,384.0,69.12,0.0,904.12,2026-06-17,Finished Good,DRV
DRV-0036,200,200-FG,200-FG-01,,48.75,1.55,0.0,1497.19,2026-06-21,Finished Good,DRV
DRV-0037,100,100-FG,100-FG-01,,30.4,5.472,0.0,4469.49,2026-06-26,Finished Good,DRV
DRV-0038,200,200-FG,200-FG-01,,72.0,12.96,0.0,544.33,2026-06-27,Finished Good,DRV
DRV-0039,100,100-FG,100-FG-01,,166.4,29.952,0.0,385.26,2026-06-12,Finished Good,DRV
DRV-0040,200,200-FG,200-FG-01,,192.0,34.56,0.0,218.96,2026-06-17,Finished Good,DRV
DRV-0041,100,100-FG,100-FG-01,,496.0,89.28,0.0,271.46,2026-06-21,Finished Good,DRV
DRV-0042,200,200-FG,200-FG-01,,48.18,1.9,0.0,409.54,2026-06-23,Finished Good,DRV
DRV-0043,100,100-FG,100-FG-01,,36.0,6.48,0.0,581.67,2026-06-27,Finished Good,DRV
DRV-0044,200,200-FG,200-FG-01,,83.2,14.976,0.0,219.04,2026-06-29,Finished Good,DRV
DRV-0045,100,100-FG,100-FG-01,,76.8,13.824,0.0,378.81,2026-06-13,Finished Good,DRV
DRV-0046,200,200-FG,200-FG-01,,248.0,44.64,0.0,877.32,2026-06-18,Finished Good,DRV
DRV-0047,100,100-FG,100-FG-01,,608.0,109.44,0.0,3735.12,2026-06-23,Finished Good,DRV
DRV-0048,200,200-FG,200-FG-01,,106.7,2.25,0.0,916.04,2026-06-27,Finished Good,DRV
DRV-0049,100,100-FG,100-FG-01,,41.6,7.488,0.0,1199.79,2026-06-29,Finished Good,DRV
DRV-0050,200,200-FG,200-FG-01,,38.4,6.912,0.0,3137.3,2026-06-13,Finished Good,DRV
DRV-0051,100,100-FG,100-FG-01,,99.2,17.856,0.0,3162.97,2026-06-15,Finished Good,DRV
DRV-0052,200,200-FG,200-FG-01,,304.0,54.72,0.0,1298.13,2026-06-20,Finished Good,DRV
DRV-0053,100,100-FG,100-FG-01,,720.0,129.6,0.0,2495.93,2026-06-24,Finished Good,DRV
DRV-0054,200,200-FG,200-FG-01,,19.065,2.6,0.0,2389.08,2026-06-29,Finished Good,DRV
DRV-0055,100,100-FG,100-FG-01,,19.2,3.456,0.0,5400.42,2026-06-10,Finished Good,DRV
DRV-0056,200,200-FG,200-FG-01,,49.6,8.928,0.0,2993.17,2026-06-15,Finished Good,DRV
DRV-0057,100,100-FG,100-FG-01,,121.6,21.888,0.0,3870.18,2026-06-20,Finished Good,DRV
DRV-0058,200,200-FG,200-FG-01,,360.0,64.8,0.0,2026.68,2026-06-18,Finished Good,DRV
DRV-0059,100,100-FG,100-FG-01,,832.0,149.76,0.0,4086.28,2026-06-26,Finished Good,DRV
DRV-0060,200,200-FG,200-FG-01,,26.23,1.2,0.0,373.77,2026-06-27,Finished Good,DRV
PC-0001,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,47.91,2026-06-24,Purchased Component,
PC-0001,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,47.91,2023-12-31,Purchased Component,
PC-0001,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,47.91,2023-12-31,Purchased Component,
PC-0001,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,47.91,2023-12-31,Purchased Component,
PC-0002,100,100-RM,100-RM-01,,57.95,10.431,0.0,51.19,2026-06-24,Purchased Component,
PC-0002,200,200-RM,200-RM-01,,57.95,10.431,0.0,51.19,2023-12-31,Purchased Component,
PC-0002,300,300-RM,300-RM-01,,57.95,10.431,0.0,51.19,2026-06-25,Purchased Component,
PC-0002,400,400-RM,400-RM-01,,104.31,18.7758,0.0,51.19,2023-12-31,Purchased Component,
PC-0003,100,100-RM,100-RM-01,,137.25,24.705,0.0,54.46,2026-06-19,Purchased Component,
PC-0003,200,200-RM,200-RM-01,,137.25,24.705,0.0,54.46,2026-06-21,Purchased Component,
PC-0003,300,300-RM,300-RM-01,,137.25,24.705,0.0,54.46,2023-12-31,Purchased Component,
PC-0003,400,400-RM,400-RM-01,,247.05,44.469,0.0,54.46,2023-12-31,Purchased Component,
PC-0004,100,100-RM,100-RM-01,,396.5,71.37,0.0,57.73,2026-06-27,Purchased Component,
PC-0004,200,200-RM,200-RM-01,,396.5,71.37,0.0,57.73,2023-12-31,Purchased Component,
PC-0004,300,300-RM,300-RM-01,,396.5,71.37,0.0,57.73,2026-06-24,Purchased Component,
PC-0004,400,400-RM,400-RM-01,,713.7,128.466,0.0,57.73,2023-12-31,Purchased Component,
PC-0005,100,100-RM,100-RM-01,,366.0,65.88,0.0,61.0,2026-06-25,Purchased Component,
PC-0005,200,200-RM,200-RM-01,,366.0,65.88,0.0,61.0,2026-06-25,Purchased Component,
PC-0005,300,300-RM,300-RM-01,,366.0,65.88,0.0,61.0,2026-06-21,Purchased Component,
PC-0005,400,400-RM,400-RM-01,,658.8,118.584,0.0,61.0,2023-12-31,Purchased Component,
PC-0006,100,100-RM,100-RM-01,,4.7275,0.851,0.0,64.28,2026-06-11,Purchased Component,
PC-0006,200,200-RM,200-RM-01,,4.7275,0.851,0.0,64.28,2023-12-31,Purchased Component,
PC-0006,300,300-RM,300-RM-01,,4.7275,0.851,0.0,64.28,2023-12-31,Purchased Component,
PC-0006,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,64.28,2023-12-31,Purchased Component,
PC-0007,100,100-RM,100-RM-01,,28.975,5.2155,0.0,67.55,2026-06-16,Purchased Component,
PC-0007,200,200-RM,200-RM-01,,28.975,5.2155,0.0,67.55,2023-12-31,Purchased Component,
PC-0007,300,300-RM,300-RM-01,,28.975,5.2155,0.0,67.55,2026-06-16,Purchased Component,
PC-0007,400,400-RM,400-RM-01,,52.155,9.3879,0.0,67.55,2023-12-31,Purchased Component,
PC-0008,100,100-RM,100-RM-01,,68.625,12.3525,0.0,70.82,2023-12-31,Purchased Component,
PC-0008,200,200-RM,200-RM-01,,68.625,12.3525,0.0,70.82,2026-06-18,Purchased Component,
PC-0008,300,300-RM,300-RM-01,,68.625,12.3525,0.0,70.82,2026-06-20,Purchased Component,
PC-0008,400,400-RM,400-RM-01,,123.525,22.2345,0.0,70.82,2023-12-31,Purchased Component,
PC-0009,100,100-RM,100-RM-01,,158.6,28.548,0.0,74.09,2026-06-16,Purchased Component,
PC-0009,200,200-RM,200-RM-01,,158.6,28.548,0.0,74.09,2026-06-18,Purchased Component,
PC-0009,300,300-RM,300-RM-01,,158.6,28.548,0.0,74.09,2026-06-18,Purchased Component,
PC-0009,400,400-RM,400-RM-01,,285.48,51.3864,0.0,74.09,2023-12-31,Purchased Component,
PC-0010,100,100-RM,100-RM-01,,183.0,32.94,0.0,77.37,2026-06-22,Purchased Component,
PC-0010,200,200-RM,200-RM-01,,183.0,32.94,0.0,77.37,2023-12-31,Purchased Component,
PC-0010,300,300-RM,300-RM-01,,183.0,32.94,0.0,77.37,2026-06-15,Purchased Component,
PC-0010,400,400-RM,400-RM-01,,329.4,59.292,0.0,77.37,2023-12-31,Purchased Component,
PC-0011,100,100-RM,100-RM-01,,472.75,85.095,0.0,80.64,2026-06-24,Purchased Component,
PC-0011,200,200-RM,200-RM-01,,472.75,85.095,0.0,80.64,2026-06-24,Purchased Component,
PC-0011,300,300-RM,300-RM-01,,472.75,85.095,0.0,80.64,2023-12-31,Purchased Component,
PC-0011,400,400-RM,400-RM-01,,850.95,153.171,0.0,80.64,2023-12-31,Purchased Component,
PC-0012,100,100-RM,100-RM-01,,5.795,1.0431,0.0,83.91,2026-06-25,Purchased Component,
PC-0012,200,200-RM,200-RM-01,,5.795,1.0431,0.0,83.91,2023-12-31,Purchased Component,
PC-0012,300,300-RM,300-RM-01,,5.795,1.0431,0.0,83.91,2026-06-27,Purchased Component,
PC-0012,400,400-RM,400-RM-01,,10.431,1.8776,0.0,83.91,2023-12-31,Purchased Component,
PC-0013,100,100-RM,100-RM-01,,34.3125,6.1763,0.0,87.19,2026-06-21,Purchased Component,
PC-0013,200,200-RM,200-RM-01,,34.3125,6.1763,0.0,87.19,2026-06-25,Purchased Component,
PC-0013,300,300-RM,300-RM-01,,34.3125,6.1763,0.0,87.19,2026-06-27,Purchased Component,
PC-0013,400,400-RM,400-RM-01,,61.7625,11.1173,0.0,87.19,2023-12-31,Purchased Component,
PC-0014,100,100-RM,100-RM-01,,79.3,14.274,0.0,90.46,2026-06-16,Purchased Component,
PC-0014,200,200-RM,200-RM-01,,79.3,14.274,0.0,90.46,2026-06-05,Purchased Component,
PC-0014,300,300-RM,300-RM-01,,79.3,14.274,0.0,90.46,2026-06-15,Purchased Component,
PC-0014,400,400-RM,400-RM-01,,142.74,25.6932,0.0,90.46,2023-12-31,Purchased Component,
PC-0015,100,100-RM,100-RM-01,,73.2,13.176,0.0,93.73,2026-06-25,Purchased Component,
PC-0015,200,200-RM,200-RM-01,,73.2,13.176,0.0,93.73,2023-12-31,Purchased Component,
PC-0015,300,300-RM,300-RM-01,,73.2,13.176,0.0,93.73,2026-06-25,Purchased Component,
PC-0015,400,400-RM,400-RM-01,,131.76,23.7168,0.0,93.73,2023-12-31,Purchased Component,
PC-0016,100,100-RM,100-RM-01,,236.375,42.5475,0.0,97.0,2026-06-21,Purchased Component,
PC-0016,200,200-RM,200-RM-01,,236.375,42.5475,0.0,97.0,2026-06-27,Purchased Component,
PC-0016,300,300-RM,300-RM-01,,236.375,42.5475,0.0,97.0,2026-06-18,Purchased Component,
PC-0016,400,400-RM,400-RM-01,,425.475,76.5855,0.0,97.0,2023-12-31,Purchased Component,
PC-0017,100,100-RM,100-RM-01,,579.5,104.31,0.0,100.28,2026-06-19,Purchased Component,
PC-0017,200,200-RM,200-RM-01,,579.5,104.31,0.0,100.28,2026-06-16,Purchased Component,
PC-0017,300,300-RM,300-RM-01,,579.5,104.31,0.0,100.28,2023-12-31,Purchased Component,
PC-0017,400,400-RM,400-RM-01,,1043.1,187.758,0.0,100.28,2023-12-31,Purchased Component,
PC-0018,100,100-RM,100-RM-01,,6.8625,1.2353,0.0,103.55,2023-12-31,Purchased Component,
PC-0018,200,200-RM,200-RM-01,,6.8625,1.2353,0.0,103.55,2026-06-25,Purchased Component,
PC-0018,300,300-RM,300-RM-01,,6.8625,1.2353,0.0,103.55,2023-12-31,Purchased Component,
PC-0018,400,400-RM,400-RM-01,,12.3525,2.2235,0.0,103.55,2023-12-31,Purchased Component,
PC-0019,100,100-RM,100-RM-01,,39.65,7.137,0.0,106.82,2026-06-27,Purchased Component,
PC-0019,200,200-RM,200-RM-01,,39.65,7.137,0.0,106.82,2026-06-19,Purchased Component,
PC-0019,300,300-RM,300-RM-01,,39.65,7.137,0.0,106.82,2026-06-25,Purchased Component,
PC-0019,400,400-RM,400-RM-01,,71.37,12.8466,0.0,106.82,2023-12-31,Purchased Component,
PC-0020,100,100-RM,100-RM-01,,36.6,6.588,0.0,110.09,2026-06-13,Purchased Component,
PC-0020,200,200-RM,200-RM-01,,36.6,6.588,0.0,110.09,2023-12-31,Purchased Component,
PC-0020,300,300-RM,300-RM-01,,36.6,6.588,0.0,110.09,2026-06-22,Purchased Component,
PC-0020,400,400-RM,400-RM-01,,65.88,11.8584,0.0,110.09,2023-12-31,Purchased Component,
PC-0021,100,100-RM,100-RM-01,,94.55,17.019,0.0,113.37,2026-06-11,Purchased Component,
PC-0021,200,200-RM,200-RM-01,,94.55,17.019,0.0,113.37,2026-06-27,Purchased Component,
PC-0021,300,300-RM,300-RM-01,,94.55,17.019,0.0,113.37,2023-12-31,Purchased Component,
PC-0021,400,400-RM,400-RM-01,,170.19,30.6342,0.0,113.37,2023-12-31,Purchased Component,
PC-0022,100,100-RM,100-RM-01,,289.75,52.155,0.0,116.64,2026-06-25,Purchased Component,
PC-0022,200,200-RM,200-RM-01,,289.75,52.155,0.0,116.64,2026-06-27,Purchased Component,
PC-0022,300,300-RM,300-RM-01,,289.75,52.155,0.0,116.64,2023-12-31,Purchased Component,
PC-0022,400,400-RM,400-RM-01,,521.55,93.879,0.0,116.64,2023-12-31,Purchased Component,
PC-0023,100,100-RM,100-RM-01,,686.25,123.525,0.0,119.91,2026-06-18,Purchased Component,
PC-0023,200,200-RM,200-RM-01,,686.25,123.525,0.0,119.91,2026-06-16,Purchased Component,
PC-0023,300,300-RM,300-RM-01,,686.25,123.525,0.0,119.91,2023-12-31,Purchased Component,
PC-0023,400,400-RM,400-RM-01,,1235.25,222.345,0.0,119.91,2023-12-31,Purchased Component,
PC-0024,100,100-RM,100-RM-01,,7.93,1.4274,0.0,123.19,2026-06-24,Purchased Component,
PC-0024,200,200-RM,200-RM-01,,7.93,1.4274,0.0,123.19,2023-12-31,Purchased Component,
PC-0024,300,300-RM,300-RM-01,,7.93,1.4274,0.0,123.19,2026-06-16,Purchased Component,
PC-0024,400,400-RM,400-RM-01,,14.274,2.5693,0.0,123.19,2023-12-31,Purchased Component,
PC-0025,100,100-RM,100-RM-01,,18.3,3.294,0.0,126.46,2026-06-24,Purchased Component,
PC-0025,200,200-RM,200-RM-01,,18.3,3.294,0.0,126.46,2023-12-31,Purchased Component,
PC-0025,300,300-RM,300-RM-01,,18.3,3.294,0.0,126.46,2026-06-19,Purchased Component,
PC-0025,400,400-RM,400-RM-01,,32.94,5.9292,0.0,126.46,2023-12-31,Purchased Component,
PC-0026,100,100-RM,100-RM-01,,47.275,8.5095,0.0,129.73,2026-06-19,Purchased Component,
PC-0026,200,200-RM,200-RM-01,,47.275,8.5095,0.0,129.73,2026-06-21,Purchased Component,
PC-0026,300,300-RM,300-RM-01,,47.275,8.5095,0.0,129.73,2023-12-31,Purchased Component,
PC-0026,400,400-RM,400-RM-01,,85.095,15.3171,0.0,129.73,2023-12-31,Purchased Component,
PC-0027,100,100-RM,100-RM-01,,115.9,20.862,0.0,133.0,2026-06-27,Purchased Component,
PC-0027,200,200-RM,200-RM-01,,115.9,20.862,0.0,133.0,2023-12-31,Purchased Component,
PC-0027,300,300-RM,300-RM-01,,115.9,20.862,0.0,133.0,2026-06-24,Purchased Component,
PC-0027,400,400-RM,400-RM-01,,208.62,37.5516,0.0,133.0,2023-12-31,Purchased Component,
PC-0028,100,100-RM,100-RM-01,,343.125,61.7625,0.0,136.28,2026-06-25,Purchased Component,
PC-0028,200,200-RM,200-RM-01,,343.125,61.7625,0.0,136.28,2026-06-25,Purchased Component,
PC-0028,300,300-RM,300-RM-01,,343.125,61.7625,0.0,136.28,2026-06-21,Purchased Component,
PC-0028,400,400-RM,400-RM-01,,617.625,111.1725,0.0,136.28,2023-12-31,Purchased Component,
PC-0029,100,100-RM,100-RM-01,,793.0,142.74,0.0,139.55,2026-06-25,Purchased Component,
PC-0029,200,200-RM,200-RM-01,,793.0,142.74,0.0,139.55,2023-12-31,Purchased Component,
PC-0029,300,300-RM,300-RM-01,,793.0,142.74,0.0,139.55,2023-12-31,Purchased Component,
PC-0029,400,400-RM,400-RM-01,,1427.4,256.932,0.0,139.55,2023-12-31,Purchased Component,
PC-0030,100,100-RM,100-RM-01,,3.66,0.6588,0.0,142.82,2026-06-16,Purchased Component,
PC-0030,200,200-RM,200-RM-01,,3.66,0.6588,0.0,142.82,2023-12-31,Purchased Component,
PC-0030,300,300-RM,300-RM-01,,3.66,0.6588,0.0,142.82,2026-06-16,Purchased Component,
PC-0030,400,400-RM,400-RM-01,,6.588,1.1858,0.0,142.82,2023-12-31,Purchased Component,
PC-0031,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,44.64,2023-12-31,Purchased Component,
PC-0031,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,44.64,2026-06-17,Purchased Component,
PC-0031,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,44.64,2026-06-22,Purchased Component,
PC-0031,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,44.64,2023-12-31,Purchased Component,
PC-0032,100,100-RM,100-RM-01,,57.95,10.431,0.0,47.91,2026-06-27,Purchased Component,
PC-0032,200,200-RM,200-RM-01,,57.95,10.431,0.0,47.91,2023-12-31,Purchased Component,
PC-0032,300,300-RM,300-RM-01,,57.95,10.431,0.0,47.91,2023-12-31,Purchased Component,
PC-0032,400,400-RM,400-RM-01,,104.31,18.7758,0.0,47.91,2023-12-31,Purchased Component,
PC-0033,100,100-RM,100-RM-01,,137.25,24.705,0.0,51.19,2026-06-22,Purchased Component,
PC-0033,200,200-RM,200-RM-01,,137.25,24.705,0.0,51.19,2026-06-19,Purchased Component,
PC-0033,300,300-RM,300-RM-01,,137.25,24.705,0.0,51.19,2026-06-11,Purchased Component,
PC-0033,400,400-RM,400-RM-01,,247.05,44.469,0.0,51.19,2023-12-31,Purchased Component,
PC-0034,100,100-RM,100-RM-01,,396.5,71.37,0.0,54.46,2026-06-21,Purchased Component,
PC-0034,200,200-RM,200-RM-01,,396.5,71.37,0.0,54.46,2023-12-31,Purchased Component,
PC-0034,300,300-RM,300-RM-01,,396.5,71.37,0.0,54.46,2023-12-31,Purchased Component,
PC-0034,400,400-RM,400-RM-01,,713.7,128.466,0.0,54.46,2023-12-31,Purchased Component,
PC-0035,100,100-RM,100-RM-01,,366.0,65.88,0.0,57.73,2026-06-25,Purchased Component,
PC-0035,200,200-RM,200-RM-01,,366.0,65.88,0.0,57.73,2023-12-31,Purchased Component,
PC-0035,300,300-RM,300-RM-01,,366.0,65.88,0.0,57.73,2026-06-27,Purchased Component,
PC-0035,400,400-RM,400-RM-01,,658.8,118.584,0.0,57.73,2023-12-31,Purchased Component,
PC-0036,100,100-RM,100-RM-01,,4.7275,0.851,0.0,61.0,2026-06-22,Purchased Component,
PC-0036,200,200-RM,200-RM-01,,4.7275,0.851,0.0,61.0,2026-06-25,Purchased Component,
PC-0036,300,300-RM,300-RM-01,,4.7275,0.851,0.0,61.0,2026-06-27,Purchased Component,
PC-0036,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,61.0,2023-12-31,Purchased Component,
PC-0037,100,100-RM,100-RM-01,,28.975,5.2155,0.0,64.28,2026-06-27,Purchased Component,
PC-0037,200,200-RM,200-RM-01,,28.975,5.2155,0.0,64.28,2026-06-08,Purchased Component,
PC-0037,300,300-RM,300-RM-01,,28.975,5.2155,0.0,64.28,2026-06-15,Purchased Component,
PC-0037,400,400-RM,400-RM-01,,52.155,9.3879,0.0,64.28,2023-12-31,Purchased Component,
PC-0038,100,100-RM,100-RM-01,,68.625,12.3525,0.0,67.55,2026-06-25,Purchased Component,
PC-0038,200,200-RM,200-RM-01,,68.625,12.3525,0.0,67.55,2026-06-21,Purchased Component,
PC-0038,300,300-RM,300-RM-01,,68.625,12.3525,0.0,67.55,2026-06-25,Purchased Component,
PC-0038,400,400-RM,400-RM-01,,123.525,22.2345,0.0,67.55,2023-12-31,Purchased Component,
PC-0039,100,100-RM,100-RM-01,,158.6,28.548,0.0,70.82,2026-06-21,Purchased Component,
PC-0039,200,200-RM,200-RM-01,,158.6,28.548,0.0,70.82,2026-06-27,Purchased Component,
PC-0039,300,300-RM,300-RM-01,,158.6,28.548,0.0,70.82,2026-06-18,Purchased Component,
PC-0039,400,400-RM,400-RM-01,,285.48,51.3864,0.0,70.82,2023-12-31,Purchased Component,
PC-0040,100,100-RM,100-RM-01,,183.0,32.94,0.0,74.09,2026-06-19,Purchased Component,
PC-0040,200,200-RM,200-RM-01,,183.0,32.94,0.0,74.09,2026-06-16,Purchased Component,
PC-0040,300,300-RM,300-RM-01,,183.0,32.94,0.0,74.09,2026-06-18,Purchased Component,
PC-0040,400,400-RM,400-RM-01,,329.4,59.292,0.0,74.09,2023-12-31,Purchased Component,
PC-0041,100,100-RM,100-RM-01,,472.75,85.095,0.0,77.37,2026-06-18,Purchased Component,
PC-0041,200,200-RM,200-RM-01,,472.75,85.095,0.0,77.37,2026-06-25,Purchased Component,
PC-0041,300,300-RM,300-RM-01,,472.75,85.095,0.0,77.37,2023-12-31,Purchased Component,
PC-0041,400,400-RM,400-RM-01,,850.95,153.171,0.0,77.37,2023-12-31,Purchased Component,
PC-0042,100,100-RM,100-RM-01,,5.795,1.0431,0.0,80.64,2026-06-27,Purchased Component,
PC-0042,200,200-RM,200-RM-01,,5.795,1.0431,0.0,80.64,2026-06-19,Purchased Component,
PC-0042,300,300-RM,300-RM-01,,5.795,1.0431,0.0,80.64,2026-06-25,Purchased Component,
PC-0042,400,400-RM,400-RM-01,,10.431,1.8776,0.0,80.64,2023-12-31,Purchased Component,
PC-0043,100,100-RM,100-RM-01,,34.3125,6.1763,0.0,83.91,2026-06-13,Purchased Component,
PC-0043,200,200-RM,200-RM-01,,34.3125,6.1763,0.0,83.91,2023-12-31,Purchased Component,
PC-0043,300,300-RM,300-RM-01,,34.3125,6.1763,0.0,83.91,2026-06-22,Purchased Component,
PC-0043,400,400-RM,400-RM-01,,61.7625,11.1173,0.0,83.91,2023-12-31,Purchased Component,
PC-0044,100,100-RM,100-RM-01,,79.3,14.274,0.0,87.19,2026-06-25,Purchased Component,
PC-0044,200,200-RM,200-RM-01,,79.3,14.274,0.0,87.19,2026-06-27,Purchased Component,
PC-0044,300,300-RM,300-RM-01,,79.3,14.274,0.0,87.19,2023-12-31,Purchased Component,
PC-0044,400,400-RM,400-RM-01,,142.74,25.6932,0.0,87.19,2023-12-31,Purchased Component,
PC-0045,100,100-RM,100-RM-01,,73.2,13.176,0.0,90.46,2026-06-25,Purchased Component,
PC-0045,200,200-RM,200-RM-01,,73.2,13.176,0.0,90.46,2026-06-27,Purchased Component,
PC-0045,300,300-RM,300-RM-01,,73.2,13.176,0.0,90.46,2023-12-31,Purchased Component,
PC-0045,400,400-RM,400-RM-01,,131.76,23.7168,0.0,90.46,2023-12-31,Purchased Component,
PC-0046,100,100-RM,100-RM-01,,236.375,42.5475,0.0,93.73,2023-12-31,Purchased Component,
PC-0046,200,200-RM,200-RM-01,,236.375,42.5475,0.0,93.73,2026-06-16,Purchased Component,
PC-0046,300,300-RM,300-RM-01,,236.375,42.5475,0.0,93.73,2023-12-31,Purchased Component,
PC-0046,400,400-RM,400-RM-01,,425.475,76.5855,0.0,93.73,2023-12-31,Purchased Component,
PC-0047,100,100-RM,100-RM-01,,579.5,104.31,0.0,97.0,2026-06-18,Purchased Component,
PC-0047,200,200-RM,200-RM-01,,579.5,104.31,0.0,97.0,2023-12-31,Purchased Component,
PC-0047,300,300-RM,300-RM-01,,579.5,104.31,0.0,97.0,2026-06-16,Purchased Component,
PC-0047,400,400-RM,400-RM-01,,1043.1,187.758,0.0,97.0,2023-12-31,Purchased Component,
PC-0048,100,100-RM,100-RM-01,,6.8625,1.2353,0.0,100.28,2026-06-21,Purchased Component,
PC-0048,200,200-RM,200-RM-01,,6.8625,1.2353,0.0,100.28,2023-12-31,Purchased Component,
PC-0048,300,300-RM,300-RM-01,,6.8625,1.2353,0.0,100.28,2026-06-19,Purchased Component,
PC-0048,400,400-RM,400-RM-01,,12.3525,2.2235,0.0,100.28,2023-12-31,Purchased Component,
PC-0049,100,100-RM,100-RM-01,,39.65,7.137,0.0,103.55,2026-06-19,Purchased Component,
PC-0049,200,200-RM,200-RM-01,,39.65,7.137,0.0,103.55,2026-06-19,Purchased Component,
PC-0049,300,300-RM,300-RM-01,,39.65,7.137,0.0,103.55,2023-12-31,Purchased Component,
PC-0049,400,400-RM,400-RM-01,,71.37,12.8466,0.0,103.55,2023-12-31,Purchased Component,
PC-0050,100,100-RM,100-RM-01,,36.6,6.588,0.0,106.82,2026-06-27,Purchased Component,
PC-0050,200,200-RM,200-RM-01,,36.6,6.588,0.0,106.82,2023-12-31,Purchased Component,
PC-0050,300,300-RM,300-RM-01,,36.6,6.588,0.0,106.82,2026-06-24,Purchased Component,
PC-0050,400,400-RM,400-RM-01,,65.88,11.8584,0.0,106.82,2023-12-31,Purchased Component,
PC-0051,100,100-RM,100-RM-01,,94.55,17.019,0.0,110.09,2026-06-25,Purchased Component,
PC-0051,200,200-RM,200-RM-01,,94.55,17.019,0.0,110.09,2026-06-25,Purchased Component,
PC-0051,300,300-RM,300-RM-01,,94.55,17.019,0.0,110.09,2026-06-18,Purchased Component,
PC-0051,400,400-RM,400-RM-01,,170.19,30.6342,0.0,110.09,2023-12-31,Purchased Component,
PC-0052,100,100-RM,100-RM-01,,289.75,52.155,0.0,113.37,2026-06-25,Purchased Component,
PC-0052,200,200-RM,200-RM-01,,289.75,52.155,0.0,113.37,2026-06-19,Purchased Component,
PC-0052,300,300-RM,300-RM-01,,289.75,52.155,0.0,113.37,2023-12-31,Purchased Component,
PC-0052,400,400-RM,400-RM-01,,521.55,93.879,0.0,113.37,2023-12-31,Purchased Component,
PC-0053,100,100-RM,100-RM-01,,686.25,123.525,0.0,116.64,2026-06-16,Purchased Component,
PC-0053,200,200-RM,200-RM-01,,686.25,123.525,0.0,116.64,2026-06-08,Purchased Component,
PC-0053,300,300-RM,300-RM-01,,686.25,123.525,0.0,116.64,2026-06-11,Purchased Component,
PC-0053,400,400-RM,400-RM-01,,1235.25,222.345,0.0,116.64,2023-12-31,Purchased Component,
PC-0054,100,100-RM,100-RM-01,,7.93,1.4274,0.0,119.91,2023-12-31,Purchased Component,
PC-0054,200,200-RM,200-RM-01,,7.93,1.4274,0.0,119.91,2026-06-13,Purchased Component,
PC-0054,300,300-RM,300-RM-01,,7.93,1.4274,0.0,119.91,2026-06-16,Purchased Component,
PC-0054,400,400-RM,400-RM-01,,14.274,2.5693,0.0,119.91,2023-12-31,Purchased Component,
PC-0055,100,100-RM,100-RM-01,,18.3,3.294,0.0,123.19,2026-06-27,Purchased Component,
PC-0055,200,200-RM,200-RM-01,,18.3,3.294,0.0,123.19,2023-12-31,Purchased Component,
PC-0055,300,300-RM,300-RM-01,,18.3,3.294,0.0,123.19,2026-06-18,Purchased Component,
PC-0055,400,400-RM,400-RM-01,,32.94,5.9292,0.0,123.19,2023-12-31,Purchased Component,
PC-0056,100,100-RM,100-RM-01,,47.275,8.5095,0.0,126.46,2026-06-22,Purchased Component,
PC-0056,200,200-RM,200-RM-01,,47.275,8.5095,0.0,126.46,2026-06-19,Purchased Component,
PC-0056,300,300-RM,300-RM-01,,47.275,8.5095,0.0,126.46,2026-06-11,Purchased Component,
PC-0056,400,400-RM,400-RM-01,,85.095,15.3171,0.0,126.46,2023-12-31,Purchased Component,
PC-0057,100,100-RM,100-RM-01,,115.9,20.862,0.0,129.73,2026-06-25,Purchased Component,
PC-0057,200,200-RM,200-RM-01,,115.9,20.862,0.0,129.73,2023-12-31,Purchased Component,
PC-0057,300,300-RM,300-RM-01,,115.9,20.862,0.0,129.73,2023-12-31,Purchased Component,
PC-0057,400,400-RM,400-RM-01,,208.62,37.5516,0.0,129.73,2023-12-31,Purchased Component,
PC-0058,100,100-RM,100-RM-01,,343.125,61.7625,0.0,133.0,2026-06-27,Purchased Component,
