shipment_number,ship_date,carrier,order_number,customer_id,id,shipment_id,sales_order_line_id,item_id,site_code,quantity,unit_standard_cost
SHP-008586,2026-02-08,ParcelPro,SO-009931,CUST-0108,17171,8586,19861,CTL-0003,300,55.0,1770.15
SHP-008586,2026-02-08,ParcelPro,SO-009931,CUST-0108,17172,8586,19862,CTL-0014,300,2.0,376.32
SHP-000460,2026-02-09,Midwest Freight,SO-000529,CUST-0114,919,460,1057,DRV-0001,100,33.0,1077.99
SHP-000460,2026-02-09,Midwest Freight,SO-000529,CUST-0114,920,460,1058,DRV-0012,200,55.0,236.26
SHP-000975,2026-02-09,Roadstar Logistics,SO-001124,CUST-0149,1949,975,2247,AFT-0046,100,33.0,664.15
SHP-000975,2026-02-09,Roadstar Logistics,SO-001124,CUST-0149,1950,975,2248,AFT-0057,300,55.0,618.6
SHP-002440,2026-02-09,ParcelPro,SO-002823,CUST-0232,4879,2440,5645,ACT-0025,100,13.0,2796.19
SHP-002440,2026-02-09,ParcelPro,SO-002823,CUST-0232,4880,2440,5646,ACT-0036,200,22.0,207.18
SHP-003013,2026-02-09,Roadstar Logistics,SO-003484,CUST-0189,6025,3013,6967,ACT-0016,200,55.0,217.24
SHP-003013,2026-02-09,Roadstar Logistics,SO-003484,CUST-0189,6026,3013,6968,ACT-0027,100,2.0,2777.79
SHP-003585,2026-02-09,Midwest Freight,SO-004145,CUST-0146,7169,3585,8289,ACT-0007,100,9.0,2766.72
SHP-003585,2026-02-09,Midwest Freight,SO-004145,CUST-0146,7170,3585,8290,ACT-0018,200,13.0,1053.86
SHP-004479,2026-02-09,ParcelPro,SO-005183,CUST-0032,8957,4479,10365,DRV-0025,100,22.0,2240.87
SHP-004479,2026-02-09,ParcelPro,SO-005183,CUST-0032,8958,4479,10366,DRV-0036,200,33.0,1497.18
SHP-005565,2026-02-09,ParcelPro,SO-006439,CUST-0024,11129,5565,12877,CTL-0001,300,2.0,2176.28
SHP-005565,2026-02-09,ParcelPro,SO-006439,CUST-0024,11130,5565,12878,CTL-0012,300,4.0,4482.68
SHP-006137,2026-02-09,Roadstar Logistics,SO-007100,CUST-0221,12273,6137,14199,AFT-0052,100,13.0,315.62
SHP-006137,2026-02-09,Roadstar Logistics,SO-007100,CUST-0221,12274,6137,14200,CTL-0003,300,22.0,1770.15
SHP-006710,2026-02-09,Midwest Freight,SO-007761,CUST-0178,13419,6710,15521,AFT-0043,100,55.0,701.72
SHP-006710,2026-02-09,Midwest Freight,SO-007761,CUST-0178,13420,6710,15522,AFT-0054,300,2.0,278.7
SHP-007605,2026-02-09,ParcelPro,SO-008799,CUST-0064,15209,7605,17597,ACT-0031,100,4.0,2523.05
SHP-007605,2026-02-09,ParcelPro,SO-008799,CUST-0064,15210,7605,17598,ACT-0042,200,9.0,643.48
SHP-008176,2026-02-09,Roadstar Logistics,SO-009460,CUST-0021,16351,8176,18919,ACT-0022,200,22.0,990.4
SHP-008176,2026-02-09,Roadstar Logistics,SO-009460,CUST-0021,16352,8176,18920,ACT-0033,100,33.0,1322.16
SHP-000567,2026-02-10,Midwest Freight,SO-000653,CUST-0062,1133,567,1305,ACT-0005,100,13.0,789.17
SHP-000567,2026-02-10,Midwest Freight,SO-000653,CUST-0062,1134,567,1306,ACT-0016,200,22.0,217.24
SHP-001139,2026-02-10,BlueLine Transport,SO-001314,CUST-0019,2277,1139,2627,SYS-0026,300,55.0,1401.71
SHP-001139,2026-02-10,BlueLine Transport,SO-001314,CUST-0019,2278,1139,2628,ACT-0007,100,2.0,2766.72
SHP-002604,2026-02-10,Midwest Freight,SO-003013,CUST-0102,5207,2604,6025,DRV-0005,100,22.0,1162.73
SHP-002604,2026-02-10,Midwest Freight,SO-003013,CUST-0102,5208,2604,6026,DRV-0016,200,33.0,381.8
SHP-003691,2026-02-10,Midwest Freight,SO-004269,CUST-0094,7381,3691,8537,AFT-0041,100,2.0,1163.02
SHP-003691,2026-02-10,Midwest Freight,SO-004269,CUST-0094,7382,3691,8538,AFT-0052,100,4.0,315.62
SHP-005730,2026-02-10,Midwest Freight,SO-006629,CUST-0134,11459,5730,13257,ACT-0011,100,4.0,416.59
SHP-005730,2026-02-10,Midwest Freight,SO-006629,CUST-0134,11460,5730,13258,ACT-0022,200,9.0,990.4
SHP-006301,2026-02-10,BlueLine Transport,SO-007290,CUST-0091,12601,6301,14579,ACT-0002,200,22.0,398.44
SHP-006301,2026-02-10,BlueLine Transport,SO-007290,CUST-0091,12602,6301,14580,ACT-0013,100,33.0,371.79
SHP-007386,2026-02-10,BlueLine Transport,SO-008546,CUST-0083,14771,7386,17091,DRV-0028,200,2.0,2358.69
SHP-007386,2026-02-10,BlueLine Transport,SO-008546,CUST-0083,14772,7386,17092,DRV-0039,100,4.0,385.26
SHP-000160,2026-02-11,BlueLine Transport,SO-000182,CUST-0215,319,160,363,CTL-0034,300,4.0,1946.56
SHP-000160,2026-02-11,BlueLine Transport,SO-000182,CUST-0215,320,160,364,DRV-0005,100,9.0,1162.73
SHP-000733,2026-02-11,ParcelPro,SO-000843,CUST-0172,1465,733,1685,CTL-0025,300,22.0,1240.54
SHP-000733,2026-02-11,ParcelPro,SO-000843,CUST-0172,1466,733,1686,CTL-0036,300,33.0,3755.26
SHP-001302,2026-02-11,Roadstar Logistics,SO-001504,CUST-0129,2603,1302,3007,CTL-0016,300,2.0,273.05
SHP-001302,2026-02-11,Roadstar Logistics,SO-001504,CUST-0129,2604,1302,3008,CTL-0027,300,4.0,1052.17
SHP-001817,2026-02-11,ParcelPro,SO-002099,CUST-0164,3633,1817,4197,AFT-0021,300,2.0,395.23
SHP-001817,2026-02-11,ParcelPro,SO-002099,CUST-0164,3634,1817,4198,AFT-0032,100,4.0,665.09
SHP-002387,2026-02-11,Roadstar Logistics,SO-002760,CUST-0121,4773,2387,5519,AFT-0012,300,13.0,1004.49
SHP-002387,2026-02-11,Roadstar Logistics,SO-002760,CUST-0121,4774,2387,5520,AFT-0023,100,22.0,273.18
SHP-003285,2026-02-11,BlueLine Transport,SO-003798,CUST-0007,6569,3285,7595,SYS-0030,300,33.0,3308.83
SHP-003285,2026-02-11,BlueLine Transport,SO-003798,CUST-0007,6570,3285,7596,ACT-0011,100,55.0,416.59
SHP-003856,2026-02-11,ParcelPro,SO-004459,CUST-0204,7711,3856,8917,SYS-0021,100,4.0,1935.92
SHP-003856,2026-02-11,ParcelPro,SO-004459,CUST-0204,7712,3856,8918,ACT-0002,200,9.0,398.44
SHP-004425,2026-02-11,Roadstar Logistics,SO-005120,CUST-0161,8849,4425,10239,SYS-0012,300,22.0,544.4
SHP-004425,2026-02-11,Roadstar Logistics,SO-005120,CUST-0161,8850,4425,10240,SYS-0023,100,33.0,2333.9
SHP-005321,2026-02-11,BlueLine Transport,SO-006158,CUST-0047,10641,5321,12315,CTL-0040,300,55.0,3693.39
SHP-005321,2026-02-11,BlueLine Transport,SO-006158,CUST-0047,10642,5321,12316,DRV-0011,100,2.0,823.38
SHP-006409,2026-02-11,BlueLine Transport,SO-007414,CUST-0039,12817,6409,14827,AFT-0036,300,9.0,950.62
SHP-006409,2026-02-11,BlueLine Transport,SO-007414,CUST-0039,12818,6409,14828,AFT-0047,100,13.0,1876.46
SHP-007552,2026-02-11,Roadstar Logistics,SO-008736,CUST-0193,15103,7552,17471,AFT-0018,300,4.0,583.67
SHP-007552,2026-02-11,Roadstar Logistics,SO-008736,CUST-0193,15104,7552,17472,AFT-0029,100,9.0,438.34
SHP-008449,2026-02-11,BlueLine Transport,SO-009774,CUST-0079,16897,8449,19547,ACT-0006,200,13.0,521.36
SHP-008449,2026-02-11,BlueLine Transport,SO-009774,CUST-0079,16898,8449,19548,ACT-0017,100,22.0,632.55
SHP-000840,2026-02-12,ParcelPro,SO-000967,CUST-0120,1679,840,1933,SYS-0019,100,9.0,1798.13
SHP-000840,2026-02-12,ParcelPro,SO-000967,CUST-0120,1680,840,1934,SYS-0030,300,13.0,3308.83
SHP-001409,2026-02-12,Roadstar Logistics,SO-001628,CUST-0077,2817,1409,3255,SYS-0010,300,33.0,1017.55
SHP-001409,2026-02-12,Roadstar Logistics,SO-001628,CUST-0077,2818,1409,3256,SYS-0021,100,55.0,1935.92
SHP-001982,2026-02-12,Midwest Freight,SO-002289,CUST-0034,3963,1982,4577,SYS-0001,100,4.0,484.28
SHP-001982,2026-02-12,Midwest Freight,SO-002289,CUST-0034,3964,1982,4578,SYS-0012,300,9.0,544.4
SHP-002876,2026-02-12,ParcelPro,SO-003327,CUST-0160,5751,2876,6653,CTL-0029,300,13.0,746.13
SHP-002876,2026-02-12,ParcelPro,SO-003327,CUST-0160,5752,2876,6654,CTL-0040,300,22.0,3693.39
SHP-003448,2026-02-12,Roadstar Logistics,SO-003988,CUST-0117,6895,3448,7975,CTL-0020,300,55.0,687.1
SHP-003448,2026-02-12,Roadstar Logistics,SO-003988,CUST-0117,6896,3448,7976,CTL-0031,300,2.0,1954.36
SHP-004533,2026-02-12,Roadstar Logistics,SO-005244,CUST-0109,9065,4533,10487,AFT-0016,100,9.0,1691.61
SHP-004533,2026-02-12,Roadstar Logistics,SO-005244,CUST-0109,9066,4533,10488,AFT-0027,300,13.0,328.06
SHP-005104,2026-02-12,Midwest Freight,SO-005905,CUST-0066,10207,5104,11809,AFT-0007,100,33.0,295.96
SHP-005104,2026-02-12,Midwest Freight,SO-005905,CUST-0066,10208,5104,11810,AFT-0018,300,55.0,583.67
SHP-006001,2026-02-12,ParcelPro,SO-006943,CUST-0192,12001,6001,13885,SYS-0025,100,2.0,523.8
SHP-006001,2026-02-12,ParcelPro,SO-006943,CUST-0192,12002,6001,13886,ACT-0006,200,4.0,521.36
SHP-006573,2026-02-12,Roadstar Logistics,SO-007604,CUST-0149,13145,6573,15207,SYS-0016,300,13.0,2022.21
SHP-006573,2026-02-12,Roadstar Logistics,SO-007604,CUST-0149,13146,6573,15208,SYS-0027,100,22.0,1000.55
SHP-007143,2026-02-12,Midwest Freight,SO-008265,CUST-0106,14285,7143,16529,SYS-0007,100,55.0,900.07
SHP-007143,2026-02-12,Midwest Freight,SO-008265,CUST-0106,14286,7143,16530,SYS-0018,300,2.0,631.4
SHP-008040,2026-02-12,ParcelPro,SO-009303,CUST-0232,16079,8040,18605,CTL-0035,300,4.0,3084.65
SHP-008040,2026-02-12,ParcelPro,SO-009303,CUST-0232,16080,8040,18606,DRV-0006,200,9.0,1777.77
SHP-008229,2026-02-12,Midwest Freight,SO-009521,CUST-0098,16457,8229,19041,DRV-0003,100,9.0,1969.66
SHP-008229,2026-02-12,Midwest Freight,SO-009521,CUST-0098,16458,8229,19042,DRV-0014,200,13.0,976.85
SHP-001004,2026-02-13,Midwest Freight,SO-001157,CUST-0230,2007,1004,2313,CTL-0009,300,13.0,1465.6
SHP-001004,2026-02-13,Midwest Freight,SO-001157,CUST-0230,2008,1004,2314,CTL-0020,300,22.0,687.1
SHP-001574,2026-02-13,BlueLine Transport,SO-001818,CUST-0187,3147,1574,3635,AFT-0060,300,55.0,381.82
SHP-001574,2026-02-13,BlueLine Transport,SO-001818,CUST-0187,3148,1574,3636,CTL-0011,300,2.0,2846.92
SHP-002657,2026-02-13,BlueLine Transport,SO-003074,CUST-0179,5313,2657,6147,ACT-0056,200,9.0,618.58
SHP-002657,2026-02-13,BlueLine Transport,SO-003074,CUST-0179,5314,2657,6148,AFT-0007,100,13.0,295.96
SHP-004127,2026-02-13,Midwest Freight,SO-004773,CUST-0022,8253,4127,9545,SYS-0005,100,2.0,295.22
SHP-004127,2026-02-13,Midwest Freight,SO-004773,CUST-0022,8254,4127,9546,SYS-0016,300,4.0,2022.21
SHP-004698,2026-02-13,BlueLine Transport,SO-005434,CUST-0219,9395,4698,10867,DRV-0056,200,13.0,2993.16
SHP-004698,2026-02-13,BlueLine Transport,SO-005434,CUST-0219,9396,4698,10868,SYS-0007,100,22.0,900.07
SHP-006166,2026-02-13,Midwest Freight,SO-007133,CUST-0062,12331,6166,14265,CTL-0015,300,4.0,505.32
SHP-006166,2026-02-13,Midwest Freight,SO-007133,CUST-0062,12332,6166,14266,CTL-0026,300,9.0,1044.37
SHP-007252,2026-02-13,Midwest Freight,SO-008389,CUST-0054,14503,7252,16777,AFT-0011,100,22.0,459.76
SHP-007252,2026-02-13,Midwest Freight,SO-008389,CUST-0054,14504,7252,16778,AFT-0022,100,33.0,225.36
SHP-007823,2026-02-13,BlueLine Transport,SO-009050,CUST-0011,15645,7823,18099,AFT-0002,100,2.0,1635.19
SHP-007823,2026-02-13,BlueLine Transport,SO-009050,CUST-0011,15646,7823,18100,AFT-0013,100,4.0,2946.6
SHP-000595,2026-02-14,BlueLine Transport,SO-000686,CUST-0143,1189,595,1371,ACT-0028,200,4.0,213.58
SHP-000595,2026-02-14,BlueLine Transport,SO-000686,CUST-0143,1190,595,1372,ACT-0039,100,9.0,759.88
SHP-001682,2026-02-14,BlueLine Transport,SO-001942,CUST-0135,3363,1682,3883,DRV-0054,200,22.0,2389.07
SHP-001682,2026-02-14,BlueLine Transport,SO-001942,CUST-0135,3364,1682,3884,SYS-0005,100,33.0,295.22
SHP-002251,2026-02-14,ParcelPro,SO-002603,CUST-0092,4501,2251,5205,DRV-0045,100,2.0,378.8
SHP-002251,2026-02-14,ParcelPro,SO-002603,CUST-0092,4502,2251,5206,DRV-0056,200,4.0,2993.16
SHP-003720,2026-02-14,BlueLine Transport,SO-004302,CUST-0175,7439,3720,8603,CTL-0004,300,33.0,1388.28
SHP-003720,2026-02-14,BlueLine Transport,SO-004302,CUST-0175,7440,3720,8604,CTL-0015,300,55.0,505.32
SHP-004289,2026-02-14,ParcelPro,SO-004963,CUST-0132,8577,4289,9925,AFT-0055,100,4.0,281.39
SHP-004289,2026-02-14,ParcelPro,SO-004963,CUST-0132,8578,4289,9926,CTL-0006,300,9.0,1608.4
SHP-005375,2026-02-14,ParcelPro,SO-006219,CUST-0124,10749,5375,12437,ACT-0051,100,22.0,4550.3
SHP-005375,2026-02-14,ParcelPro,SO-006219,CUST-0124,10750,5375,12438,AFT-0002,100,33.0,1635.19
SHP-005947,2026-02-14,Roadstar Logistics,SO-006880,CUST-0081,11893,5947,13759,ACT-0042,200,2.0,643.48
SHP-005947,2026-02-14,Roadstar Logistics,SO-006880,CUST-0081,11894,5947,13760,ACT-0053,100,4.0,457.71
SHP-006843,2026-02-14,BlueLine Transport,SO-007918,CUST-0207,13685,6843,15835,DRV-0060,200,9.0,373.77
SHP-006843,2026-02-14,BlueLine Transport,SO-007918,CUST-0207,13686,6843,15836,SYS-0011,100,13.0,1020.49
SHP-007416,2026-02-14,ParcelPro,SO-008579,CUST-0164,14831,7416,17157,DRV-0051,100,33.0,3162.97
SHP-007416,2026-02-14,ParcelPro,SO-008579,CUST-0164,14832,7416,17158,SYS-0002,300,55.0,1223.7
SHP-007986,2026-02-14,Roadstar Logistics,SO-009240,CUST-0121,15971,7986,18479,DRV-0042,200,4.0,409.54
SHP-007986,2026-02-14,Roadstar Logistics,SO-009240,CUST-0121,15972,7986,18480,DRV-0053,100,9.0,2495.92
SHP-000379,2026-02-15,Midwest Freight,SO-000433,CUST-0162,757,379,865,DRV-0025,100,2.0,2240.87
SHP-000379,2026-02-15,Midwest Freight,SO-000433,CUST-0162,758,379,866,DRV-0036,200,4.0,1497.18
SHP-001274,2026-02-15,ParcelPro,SO-001471,CUST-0048,2547,1274,2941,AFT-0053,100,9.0,484.99
SHP-001274,2026-02-15,ParcelPro,SO-001471,CUST-0048,2548,1274,2942,CTL-0004,300,13.0,1388.28
SHP-001846,2026-02-15,Roadstar Logistics,SO-002132,CUST-0005,3691,1846,4263,AFT-0044,100,33.0,1002.16
SHP-001846,2026-02-15,Roadstar Logistics,SO-002132,CUST-0005,3692,1846,4264,AFT-0055,100,55.0,281.39
SHP-002414,2026-02-15,Midwest Freight,SO-002793,CUST-0202,4827,2414,5585,AFT-0035,100,4.0,2292.51
SHP-002414,2026-02-15,Midwest Freight,SO-002793,CUST-0202,4828,2414,5586,AFT-0046,100,9.0,664.15
SHP-003313,2026-02-15,ParcelPro,SO-003831,CUST-0088,6625,3313,7661,ACT-0023,100,13.0,2312.23
SHP-003313,2026-02-15,ParcelPro,SO-003831,CUST-0088,6626,3313,7662,ACT-0034,200,22.0,338.7
SHP-003501,2026-02-15,Midwest Freight,SO-004049,CUST-0194,7001,3501,8097,ACT-0031,100,22.0,2523.05
SHP-003501,2026-02-15,Midwest Freight,SO-004049,CUST-0194,7002,3501,8098,ACT-0042,200,33.0,643.48
SHP-004397,2026-02-15,ParcelPro,SO-005087,CUST-0080,8793,4397,10173,DRV-0049,100,55.0,1199.79
SHP-004397,2026-02-15,ParcelPro,SO-005087,CUST-0080,8794,4397,10174,DRV-0060,200,2.0,373.77
SHP-004968,2026-02-15,Roadstar Logistics,SO-005748,CUST-0037,9935,4968,11495,DRV-0040,200,9.0,218.97
SHP-004968,2026-02-15,Roadstar Logistics,SO-005748,CUST-0037,9936,4968,11496,DRV-0051,100,13.0,3162.97
SHP-006437,2026-02-15,ParcelPro,SO-007447,CUST-0120,12873,6437,14893,AFT-0059,100,2.0,270.09
SHP-006437,2026-02-15,ParcelPro,SO-007447,CUST-0120,12874,6437,14894,CTL-0010,300,4.0,2841.49
SHP-007007,2026-02-15,Roadstar Logistics,SO-008108,CUST-0077,14013,7007,16215,AFT-0050,100,13.0,2471.31
SHP-007007,2026-02-15,Roadstar Logistics,SO-008108,CUST-0077,14014,7007,16216,CTL-0001,300,22.0,2176.28
SHP-008094,2026-02-15,Roadstar Logistics,SO-009364,CUST-0069,16187,8094,18727,ACT-0046,200,55.0,543.39
SHP-008094,2026-02-15,Roadstar Logistics,SO-009364,CUST-0069,16188,8094,18728,ACT-0057,100,2.0,2621.51
SHP-001437,2026-02-16,Midwest Freight,SO-001661,CUST-0158,2873,1437,3321,ACT-0003,100,13.0,1998.31
SHP-001437,2026-02-16,Midwest Freight,SO-001661,CUST-0158,2874,1437,3322,ACT-0014,200,22.0,544.47
SHP-002522,2026-02-16,Midwest Freight,SO-002917,CUST-0150,5043,2522,5833,DRV-0029,100,55.0,1617.15
SHP-002522,2026-02-16,Midwest Freight,SO-002917,CUST-0150,5044,2522,5834,DRV-0040,200,2.0,218.97
SHP-003095,2026-02-16,BlueLine Transport,SO-003578,CUST-0107,6189,3095,7155,DRV-0020,200,9.0,956.8
SHP-003095,2026-02-16,BlueLine Transport,SO-003578,CUST-0107,6190,3095,7156,DRV-0031,100,13.0,1392.98
SHP-004562,2026-02-16,Midwest Freight,SO-005277,CUST-0190,9123,4562,10553,AFT-0039,300,2.0,8553.4
SHP-004562,2026-02-16,Midwest Freight,SO-005277,CUST-0190,9124,4562,10554,AFT-0050,100,4.0,2471.31
SHP-005131,2026-02-16,BlueLine Transport,SO-005938,CUST-0147,10261,5131,11875,AFT-0030,300,13.0,342.02
SHP-005131,2026-02-16,BlueLine Transport,SO-005938,CUST-0147,10262,5131,11876,AFT-0041,100,22.0,1163.02
SHP-006219,2026-02-16,BlueLine Transport,SO-007194,CUST-0139,12437,6219,14387,ACT-0026,200,55.0,1654.16
SHP-006219,2026-02-16,BlueLine Transport,SO-007194,CUST-0139,12438,6219,14388,ACT-0037,100,2.0,3791.36
SHP-007686,2026-02-16,Midwest Freight,SO-008893,CUST-0222,15371,7686,17785,DRV-0035,100,22.0,904.12
SHP-007686,2026-02-16,Midwest Freight,SO-008893,CUST-0222,15372,7686,17786,DRV-0046,200,33.0,877.32
SHP-000134,2026-02-17,Roadstar Logistics,SO-000152,CUST-0185,267,134,303,SYS-0004,300,55.0,271.87
SHP-000134,2026-02-17,Roadstar Logistics,SO-000152,CUST-0185,268,134,304,SYS-0015,100,2.0,5502.56
SHP-000649,2026-02-17,ParcelPro,SO-000747,CUST-0220,1297,649,1493,DRV-0009,100,55.0,304.81
SHP-000649,2026-02-17,ParcelPro,SO-000747,CUST-0220,1298,649,1494,DRV-0020,200,2.0,956.8
SHP-001220,2026-02-17,Roadstar Logistics,SO-001408,CUST-0177,2439,1220,2815,CTL-0040,300,9.0,3693.39
SHP-001220,2026-02-17,Roadstar Logistics,SO-001408,CUST-0177,2440,1220,2816,DRV-0011,100,13.0,823.38
SHP-002117,2026-02-17,BlueLine Transport,SO-002446,CUST-0063,4233,2117,4891,AFT-0028,100,22.0,349.76
SHP-002117,2026-02-17,BlueLine Transport,SO-002446,CUST-0063,4234,2117,4892,AFT-0039,300,33.0,8553.4
SHP-002687,2026-02-17,ParcelPro,SO-003107,CUST-0020,5373,2687,6213,AFT-0019,100,2.0,769.7
SHP-002687,2026-02-17,ParcelPro,SO-003107,CUST-0020,5374,2687,6214,AFT-0030,300,4.0,342.02
SHP-003259,2026-02-17,Roadstar Logistics,SO-003768,CUST-0217,6517,3259,7535,AFT-0010,100,13.0,221.83
SHP-003259,2026-02-17,Roadstar Logistics,SO-003768,CUST-0217,6518,3259,7536,AFT-0021,300,22.0,395.23
SHP-004155,2026-02-17,BlueLine Transport,SO-004806,CUST-0103,8309,4155,9611,SYS-0028,300,33.0,2113.15
SHP-004155,2026-02-17,BlueLine Transport,SO-004806,CUST-0103,8310,4155,9612,ACT-0009,100,55.0,364.09
SHP-004342,2026-02-17,Roadstar Logistics,SO-005024,CUST-0209,8683,4342,10047,ACT-0006,200,55.0,521.36
SHP-004342,2026-02-17,Roadstar Logistics,SO-005024,CUST-0209,8684,4342,10048,ACT-0017,100,2.0,632.55
SHP-005239,2026-02-17,BlueLine Transport,SO-006062,CUST-0095,10477,5239,12123,DRV-0024,200,4.0,1625.62
SHP-005239,2026-02-17,BlueLine Transport,SO-006062,CUST-0095,10478,5239,12124,DRV-0035,100,9.0,904.12
SHP-005812,2026-02-17,ParcelPro,SO-006723,CUST-0052,11623,5812,13445,DRV-0015,100,22.0,1233.73
SHP-005812,2026-02-17,ParcelPro,SO-006723,CUST-0052,11624,5812,13446,DRV-0026,200,33.0,638.78
SHP-006384,2026-02-17,Roadstar Logistics,SO-007384,CUST-0009,12767,6384,14767,DRV-0006,200,2.0,1777.77
SHP-006384,2026-02-17,Roadstar Logistics,SO-007384,CUST-0009,12768,6384,14768,DRV-0017,100,4.0,777.04
SHP-007280,2026-02-17,BlueLine Transport,SO-008422,CUST-0135,14559,7280,16843,AFT-0034,100,9.0,501.15
SHP-007280,2026-02-17,BlueLine Transport,SO-008422,CUST-0135,14560,7280,16844,AFT-0045,300,13.0,1273.82
SHP-007850,2026-02-17,ParcelPro,SO-009083,CUST-0092,15699,7850,18165,AFT-0025,100,33.0,475.85
SHP-007850,2026-02-17,ParcelPro,SO-009083,CUST-0092,15700,7850,18166,AFT-0036,300,55.0,950.62
SHP-000241,2026-02-18,Roadstar Logistics,SO-000276,CUST-0133,481,241,551,AFT-0008,100,22.0,242.31
SHP-000241,2026-02-18,Roadstar Logistics,SO-000276,CUST-0133,482,241,552,AFT-0019,100,33.0,769.7
SHP-000814,2026-02-18,Midwest Freight,SO-000937,CUST-0090,1627,814,1873,ACT-0059,100,2.0,860.8
SHP-000814,2026-02-18,Midwest Freight,SO-000937,CUST-0090,1628,814,1874,AFT-0010,100,4.0,221.83
SHP-001710,2026-02-18,ParcelPro,SO-001975,CUST-0216,3419,1710,3949,SYS-0017,100,9.0,2870.14
SHP-001710,2026-02-18,ParcelPro,SO-001975,CUST-0216,3420,1710,3950,SYS-0028,300,13.0,2113.15
SHP-002278,2026-02-18,Roadstar Logistics,SO-002636,CUST-0173,4555,2278,5271,SYS-0008,300,33.0,218.0
SHP-002278,2026-02-18,Roadstar Logistics,SO-002636,CUST-0173,4556,2278,5272,SYS-0019,100,55.0,1798.13
SHP-003367,2026-02-18,Roadstar Logistics,SO-003892,CUST-0165,6733,3367,7783,DRV-0004,200,4.0,766.25
SHP-003367,2026-02-18,Roadstar Logistics,SO-003892,CUST-0165,6734,3367,7784,DRV-0015,100,9.0,1233.73
SHP-003936,2026-02-18,Midwest Freight,SO-004553,CUST-0122,7871,3936,9105,CTL-0035,300,22.0,3084.65
SHP-003936,2026-02-18,Midwest Freight,SO-004553,CUST-0122,7872,3936,9106,DRV-0006,200,33.0,1777.77
SHP-004834,2026-02-18,ParcelPro,SO-005591,CUST-0008,9667,4834,11181,AFT-0023,100,55.0,273.18
SHP-004834,2026-02-18,ParcelPro,SO-005591,CUST-0008,9668,4834,11182,AFT-0034,100,2.0,501.15
SHP-005403,2026-02-18,Roadstar Logistics,SO-006252,CUST-0205,10805,5403,12503,AFT-0014,100,9.0,936.0
SHP-005403,2026-02-18,Roadstar Logistics,SO-006252,CUST-0205,10806,5403,12504,AFT-0025,100,13.0,475.85
SHP-005975,2026-02-18,Midwest Freight,SO-006913,CUST-0162,11949,5975,13825,AFT-0005,100,33.0,2334.92
SHP-005975,2026-02-18,Midwest Freight,SO-006913,CUST-0162,11950,5975,13826,AFT-0016,100,55.0,1691.61
SHP-006872,2026-02-18,ParcelPro,SO-007951,CUST-0048,13743,6872,15901,SYS-0023,100,2.0,2333.9
SHP-006872,2026-02-18,ParcelPro,SO-007951,CUST-0048,13744,6872,15902,ACT-0004,200,4.0,202.92
SHP-007061,2026-02-18,Midwest Freight,SO-008169,CUST-0154,14121,7061,16337,ACT-0001,100,4.0,2375.15
SHP-007061,2026-02-18,Midwest Freight,SO-008169,CUST-0154,14122,7061,16338,ACT-0012,200,9.0,310.47
SHP-007958,2026-02-18,ParcelPro,SO-009207,CUST-0040,15915,7958,18413,DRV-0019,100,13.0,1404.59
SHP-007958,2026-02-18,ParcelPro,SO-009207,CUST-0040,15916,7958,18414,DRV-0030,200,22.0,447.73
SHP-008532,2026-02-18,Roadstar Logistics,SO-009868,CUST-0237,17063,8532,19735,DRV-0010,200,55.0,364.42
SHP-008532,2026-02-18,Roadstar Logistics,SO-009868,CUST-0237,17064,8532,19736,DRV-0021,100,2.0,1026.04
SHP-000406,2026-02-19,BlueLine Transport,SO-000466,CUST-0003,811,406,931,DRV-0048,200,33.0,916.05
SHP-000406,2026-02-19,BlueLine Transport,SO-000466,CUST-0003,812,406,932,DRV-0059,100,55.0,4086.27
SHP-001491,2026-02-19,BlueLine Transport,SO-001722,CUST-0235,2981,1491,3443,CTL-0024,300,4.0,782.21
SHP-001491,2026-02-19,BlueLine Transport,SO-001722,CUST-0235,2982,1491,3444,CTL-0035,300,9.0,3084.65
SHP-002958,2026-02-19,Midwest Freight,SO-003421,CUST-0078,5915,2958,6841,AFT-0003,300,55.0,4514.04
SHP-002958,2026-02-19,Midwest Freight,SO-003421,CUST-0078,5916,2958,6842,AFT-0014,100,2.0,936.0
SHP-003531,2026-02-19,BlueLine Transport,SO-004082,CUST-0035,7061,3531,8163,ACT-0054,200,9.0,3824.58
SHP-003531,2026-02-19,BlueLine Transport,SO-004082,CUST-0035,7062,3531,8164,AFT-0005,100,13.0,2334.92
SHP-004996,2026-02-19,Midwest Freight,SO-005781,CUST-0118,9991,4996,11561,SYS-0003,100,2.0,789.98
SHP-004996,2026-02-19,Midwest Freight,SO-005781,CUST-0118,9992,4996,11562,SYS-0014,300,4.0,847.06
SHP-006084,2026-02-19,Midwest Freight,SO-007037,CUST-0110,12167,6084,14073,CTL-0039,300,13.0,1883.77
SHP-006084,2026-02-19,Midwest Freight,SO-007037,CUST-0110,12168,6084,14074,DRV-0010,200,22.0,364.42
SHP-006655,2026-02-19,BlueLine Transport,SO-007698,CUST-0067,13309,6655,15395,CTL-0030,300,55.0,2928.54
SHP-006655,2026-02-19,BlueLine Transport,SO-007698,CUST-0067,13310,6655,15396,DRV-0001,100,2.0,1077.99
SHP-008122,2026-02-19,Midwest Freight,SO-009397,CUST-0150,16243,8122,18793,AFT-0009,300,22.0,622.76
