id,transaction_date,transaction_type,item_id,site_code,warehouse_code,location_code,lot_number,quantity,unit_cost,reference_type,reference_id,quality_status,journal_id,extended_value
196396,2026-01-26,Purchase Receipt,RM-0137,100,100-RM,100-RM-05,LOT-2601-004427,81.3583,21.8,Purchase Receipt,RCV-0004427,Accepted,,1773.61094
197982,2026-01-26,Purchase Receipt,RM-0144,100,100-RM,100-RM-05,,292.5042,27.52,Purchase Receipt,RCV-0006013,Accepted,,8049.7155840000005
198128,2026-01-26,Purchase Receipt,RM-0019,200,200-RM,200-RM-04,,263.8094,26.71,Purchase Receipt,RCV-0006159,Accepted,,7046.349074
198272,2026-01-26,Purchase Receipt,RM-0133,300,300-RM,300-RM-03,,156.1591,18.52,Purchase Receipt,RCV-0006303,Accepted,,2892.066532
200899,2026-01-26,Purchase Receipt,RM-0058,300,300-RM,300-RM-01,,766.5025,33.25,Purchase Receipt,RCV-0008930,Accepted,,25486.208125
201043,2026-01-26,Purchase Receipt,PC-0033,300,300-RM,300-RM-05,,71.889,51.19,Purchase Receipt,RCV-0009074,Accepted,,3679.9979099999996
202771,2026-01-26,Purchase Receipt,RM-0055,200,200-RM,200-RM-04,,67.4534,30.8,Purchase Receipt,RCV-0010802,Accepted,,2077.5647200000003
202915,2026-01-26,Purchase Receipt,PC-0028,300,300-RM,300-RM-03,,272.9902,136.28,Purchase Receipt,RCV-0010946,Accepted,,37203.104456
203956,2026-01-26,Purchase Receipt,RM-0089,200,200-RM,200-RM-01,,318.9318,33.25,Purchase Receipt,RCV-0011987,Accepted,,10604.48235
571,2026-01-27,Production Receipt,DRV-0027,100,100-FG,100-FG-04,,6.93,1168.75,Production Order,MO-000098,Available,,8099.4375
3998,2026-01-27,Production Receipt,ACT-0060,200,200-FG,200-FG-03,,34.475,218.01,Production Order,MO-000687,Available,,7515.89475
4618,2026-01-27,Transfer Out,AFT-0039,300,300-FG,300-FG-05,,-6.965,8553.41,Transfer Order,TO-AFT-000794,Available,,-59574.500649999994
4619,2026-01-27,Transfer In,AFT-0039,400,400-FG,400-FG-05,,6.965,8553.41,Transfer Order,TO-AFT-000794,Available,,59574.500649999994
7428,2026-01-27,Production Receipt,AFT-0023,100,100-FG,100-FG-02,,13.72,273.18,Production Order,MO-001276,Available,,3748.0296000000003
10859,2026-01-27,Production Receipt,SA-0056,300,300-FG,300-FG-01,,3.9,586.12,Production Order,MO-001865,Available,,2285.868
14291,2026-01-27,Production Receipt,DRV-0049,100,100-FG,100-FG-05,,27.86,1199.79,Production Order,MO-002454,Available,,33426.149399999995
17722,2026-01-27,Production Receipt,CTL-0022,300,300-FG,300-FG-04,,7.92,2070.12,Production Order,MO-003043,Available,,16395.3504
21148,2026-01-27,Production Receipt,AFT-0045,300,300-FG,300-FG-03,,2.955,1273.82,Production Order,MO-003632,Available,,3764.1381
24575,2026-01-27,Production Receipt,SA-0078,100,100-FG,100-FG-02,LOT-2601-004221,17.64,818.18,Production Order,MO-004221,Available,,14432.6952
28007,2026-01-27,Production Receipt,ACT-0011,100,100-FG,100-FG-01,,6.825,416.58,Production Order,MO-004810,Available,,2843.1585
31436,2026-01-27,Production Receipt,SYS-0004,300,300-FG,300-FG-05,,34.825,271.87,Production Order,MO-005399,Available,,9467.87275
34866,2026-01-27,Production Receipt,SA-0007,200,200-FG,200-FG-04,,13.86,1089.95,Production Order,MO-005988,Available,,15106.707
38299,2026-01-27,Production Receipt,SA-0100,200,200-FG,200-FG-03,,3.94,569.89,Production Order,MO-006577,Available,,2245.3666
41725,2026-01-27,Production Receipt,ACT-0033,100,100-FG,100-FG-02,,27.44,1322.17,Production Order,MO-007166,Available,,36280.344800000006
42353,2026-01-27,Transfer Out,AFT-0012,300,300-FG,300-FG-04,,-3.96,1004.49,Transfer Order,TO-AFT-007273,Available,,-3977.7804
42354,2026-01-27,Transfer In,AFT-0012,400,400-FG,400-FG-04,,3.96,1004.49,Transfer Order,TO-AFT-007273,Available,,3977.7804
45156,2026-01-27,Production Receipt,SYS-0026,300,300-FG,300-FG-01,,7.8,1401.71,Production Order,MO-007755,Available,,10933.338
48594,2026-01-27,Production Receipt,SA-0029,300,300-FG,300-FG-05,,2.985,315.74,Production Order,MO-008344,Available,,942.4839
52017,2026-01-27,Production Receipt,DRV-0022,200,200-FG,200-FG-04,,17.82,4199.01,Production Order,MO-008933,Available,,74826.3582
55449,2026-01-27,Production Receipt,ACT-0055,100,100-FG,100-FG-03,LOT-2601-009522,6.895,2134.85,Production Order,MO-009522,Available,,14719.790749999998
56063,2026-01-27,Transfer Out,AFT-0034,100,100-FG,100-FG-05,,-17.91,501.15,Transfer Order,TO-AFT-009629,Available,,-8975.5965
56064,2026-01-27,Transfer In,AFT-0034,400,400-FG,400-FG-05,,17.91,501.15,Transfer Order,TO-AFT-009629,Available,,8975.5965
58874,2026-01-27,Production Receipt,AFT-0018,300,300-FG,300-FG-02,,34.3,583.68,Production Order,MO-010111,Available,,20020.224
62304,2026-01-27,Production Receipt,SA-0051,100,100-FG,100-FG-01,,13.65,1088.71,Production Order,MO-010700,Available,,14860.891500000002
65737,2026-01-27,Production Receipt,DRV-0044,200,200-FG,200-FG-05,,3.98,219.04,Production Order,MO-011289,Available,,871.7792
69165,2026-01-27,Production Receipt,CTL-0017,300,300-FG,300-FG-04,,27.72,246.27,Production Order,MO-011878,Available,,6826.6044
69793,2026-01-27,Transfer Out,AFT-0056,100,100-FG,100-FG-01,,-3.9,386.11,Transfer Order,TO-AFT-011985,Available,,-1505.829
69794,2026-01-27,Transfer In,AFT-0056,400,400-FG,400-FG-01,,3.9,386.11,Transfer Order,TO-AFT-011985,Available,,1505.829
72594,2026-01-27,Production Receipt,AFT-0040,100,100-FG,100-FG-03,,7.88,567.45,Production Order,MO-012467,Available,,4471.506
76022,2026-01-27,Production Receipt,SA-0073,200,200-FG,200-FG-02,,2.94,389.09,Production Order,MO-013056,Available,,1143.9245999999998
79459,2026-01-27,Production Receipt,ACT-0006,200,200-FG,200-FG-01,,17.55,521.36,Production Order,MO-013645,Available,,9149.868
82887,2026-01-27,Production Receipt,CTL-0039,300,300-FG,300-FG-05,,6.965,1883.78,Production Order,MO-014234,Available,,13120.527699999999
86314,2026-01-27,Production Receipt,SA-0002,300,300-FG,300-FG-04,LOT-2601-014823,34.65,409.36,Production Order,MO-014823,Available,,14184.324
89744,2026-01-27,Production Receipt,SA-0095,300,300-FG,300-FG-03,,13.79,1274.81,Production Order,MO-015412,Available,,17579.6299
93169,2026-01-27,Production Receipt,ACT-0028,200,200-FG,200-FG-02,,3.92,213.59,Production Order,MO-016001,Available,,837.2728
93796,2026-01-27,Transfer Out,AFT-0007,100,100-FG,100-FG-04,,-13.86,295.97,Transfer Order,TO-AFT-016108,Available,,-4102.144200000001
93797,2026-01-27,Transfer In,AFT-0007,400,400-FG,400-FG-04,,13.86,295.97,Transfer Order,TO-AFT-016108,Available,,4102.144200000001
96601,2026-01-27,Production Receipt,SYS-0021,100,100-FG,100-FG-01,,27.3,1935.92,Production Order,MO-016590,Available,,52850.616
100032,2026-01-27,Production Receipt,SA-0024,100,100-FG,100-FG-05,,7.96,871.97,Production Order,MO-017179,Available,,6940.8812
103466,2026-01-27,Production Receipt,DRV-0017,100,100-FG,100-FG-04,,2.97,777.04,Production Order,MO-017768,Available,,2307.8088000000002
106891,2026-01-27,Production Receipt,ACT-0050,200,200-FG,200-FG-03,,17.73,1066.65,Production Order,MO-018357,Available,,18911.704500000003
107511,2026-01-27,Transfer Out,AFT-0029,100,100-FG,100-FG-05,,-2.985,438.33,Transfer Order,TO-AFT-018464,Available,,-1308.4150499999998
107512,2026-01-27,Transfer In,AFT-0029,400,400-FG,400-FG-05,,2.985,438.33,Transfer Order,TO-AFT-018464,Available,,1308.4150499999998
110317,2026-01-27,Production Receipt,AFT-0013,100,100-FG,100-FG-02,,6.86,2946.61,Production Order,MO-018946,Available,,20213.7446
113754,2026-01-27,Production Receipt,SA-0046,200,200-FG,200-FG-01,,34.125,300.95,Production Order,MO-019535,Available,,10269.918749999999
117180,2026-01-27,Production Receipt,DRV-0039,100,100-FG,100-FG-05,LOT-2601-020124,13.93,385.26,Production Order,MO-020124,Available,,5366.6718
120607,2026-01-27,Production Receipt,CTL-0012,300,300-FG,300-FG-04,,3.96,4482.68,Production Order,MO-020713,Available,,17751.412800000002
121234,2026-01-27,Transfer Out,AFT-0051,300,300-FG,300-FG-01,,-13.65,1343.82,Transfer Order,TO-AFT-020820,Available,,-18343.143
121235,2026-01-27,Transfer In,AFT-0051,400,400-FG,400-FG-01,,13.65,1343.82,Transfer Order,TO-AFT-020820,Available,,18343.143
124039,2026-01-27,Production Receipt,AFT-0035,100,100-FG,100-FG-03,,27.58,2292.51,Production Order,MO-021302,Available,,63227.425800000005
127468,2026-01-27,Production Receipt,SA-0068,300,300-FG,300-FG-02,,7.84,1019.23,Production Order,MO-021891,Available,,7990.7632
130900,2026-01-27,Production Receipt,ACT-0001,100,100-FG,100-FG-01,,2.925,2375.15,Production Order,MO-022480,Available,,6947.31375
134329,2026-01-27,Production Receipt,CTL-0034,300,300-FG,300-FG-05,,17.91,1946.56,Production Order,MO-023069,Available,,34862.8896
137761,2026-01-27,Production Receipt,AFT-0057,300,300-FG,300-FG-04,,6.93,618.61,Production Order,MO-023658,Available,,4286.9673
141186,2026-01-27,Production Receipt,SA-0090,100,100-FG,100-FG-03,,34.475,592.11,Production Order,MO-024247,Available,,20412.992250000003
144616,2026-01-27,Production Receipt,ACT-0023,100,100-FG,100-FG-02,,13.72,2312.23,Production Order,MO-024836,Available,,31723.7956
145240,2026-01-27,Transfer Out,AFT-0002,100,100-FG,100-FG-04,,-34.65,1635.2,Transfer Order,TO-AFT-024943,Available,,-56659.68
145241,2026-01-27,Transfer In,AFT-0002,400,400-FG,400-FG-04,,34.65,1635.2,Transfer Order,TO-AFT-024943,Available,,56659.68
148043,2026-01-27,Production Receipt,SYS-0016,300,300-FG,300-FG-01,LOT-2601-025425,3.9,2022.21,Production Order,MO-025425,Available,,7886.619
151475,2026-01-27,Production Receipt,SA-0019,200,200-FG,200-FG-05,,27.86,957.99,Production Order,MO-026014,Available,,26689.6014
154906,2026-01-27,Production Receipt,DRV-0012,200,200-FG,200-FG-04,,7.92,236.26,Production Order,MO-026603,Available,,1871.1791999999998
158332,2026-01-27,Production Receipt,ACT-0045,100,100-FG,100-FG-03,,2.955,311.98,Production Order,MO-027192,Available,,921.9009000000001
158956,2026-01-27,Transfer Out,AFT-0024,300,300-FG,300-FG-05,,-7.96,584.52,Transfer Order,TO-AFT-027299,Available,,-4652.7792
158957,2026-01-27,Transfer In,AFT-0024,400,400-FG,400-FG-05,,7.96,584.52,Transfer Order,TO-AFT-027299,Available,,4652.7792
161763,2026-01-27,Production Receipt,AFT-0008,100,100-FG,100-FG-02,,17.64,242.3,Production Order,MO-027781,Available,,4274.1720000000005
165197,2026-01-27,Production Receipt,SA-0041,300,300-FG,300-FG-01,,6.825,592.79,Production Order,MO-028370,Available,,4045.79175
168626,2026-01-27,Production Receipt,DRV-0034,200,200-FG,200-FG-05,,34.825,423.99,Production Order,MO-028959,Available,,14765.451750000002
172058,2026-01-27,Production Receipt,CTL-0007,300,300-FG,300-FG-04,,13.86,2206.97,Production Order,MO-029548,Available,,30588.604199999994
172682,2026-01-27,Transfer Out,AFT-0046,100,100-FG,100-FG-01,,-34.125,664.14,Transfer Order,TO-AFT-029655,Available,,-22663.7775
172683,2026-01-27,Transfer In,AFT-0046,400,400-FG,400-FG-01,,34.125,664.14,Transfer Order,TO-AFT-029655,Available,,22663.7775
174838,2026-01-27,Customer Shipment,SYS-0020,300,300-FG,300-FG-04,,-33.0,3950.66,Shipment,SHP-000078,Available,,-130371.78
174839,2026-01-27,Customer Shipment,ACT-0001,100,100-FG,100-FG-04,,-55.0,2375.15,Shipment,SHP-000078,Available,,-130633.25
176636,2026-01-27,Customer Shipment,DRV-0008,200,200-FG,200-FG-02,,-2.0,260.06,Shipment,SHP-000977,Available,,-520.12
176637,2026-01-27,Customer Shipment,DRV-0019,100,100-FG,100-FG-02,,-4.0,1404.59,Shipment,SHP-000977,Available,,-5618.36
177010,2026-01-27,Customer Shipment,DRV-0016,200,200-FG,200-FG-05,,-4.0,381.8,Shipment,SHP-001164,Available,,-1527.2
177011,2026-01-27,Customer Shipment,DRV-0027,100,100-FG,100-FG-05,,-9.0,1168.75,Shipment,SHP-001164,Available,,-10518.75
178806,2026-01-27,Customer Shipment,AFT-0044,400,400-FG,400-FG-03,,-13.0,1002.16,Shipment,SHP-002062,Available,,-13028.08
178807,2026-01-27,Customer Shipment,AFT-0055,400,400-FG,400-FG-03,,-22.0,281.39,Shipment,SHP-002062,Available,,-6190.58
181090,2026-01-27,Customer Shipment,AFT-0026,400,400-FG,400-FG-05,,-9.0,194.56,Shipment,SHP-003204,Available,,-1751.04
181091,2026-01-27,Customer Shipment,AFT-0037,400,400-FG,400-FG-05,,-13.0,3077.35,Shipment,SHP-003204,Available,,-40005.549999999996
182882,2026-01-27,Customer Shipment,ACT-0014,200,200-FG,200-FG-03,,-22.0,544.47,Shipment,SHP-004100,Available,,-11978.34
182883,2026-01-27,Customer Shipment,ACT-0025,100,100-FG,100-FG-03,,-33.0,2796.19,Shipment,SHP-004100,Available,,-92274.27
184024,2026-01-27,Customer Shipment,ACT-0005,100,100-FG,100-FG-04,,-2.0,789.17,Shipment,SHP-004671,Available,,-1578.34
184025,2026-01-27,Customer Shipment,ACT-0016,200,200-FG,200-FG-04,,-4.0,217.24,Shipment,SHP-004671,Available,,-868.96
185048,2026-01-27,Customer Shipment,DRV-0040,200,200-FG,200-FG-04,,-2.0,218.97,Shipment,SHP-005183,Available,,-437.94
185049,2026-01-27,Customer Shipment,DRV-0051,100,100-FG,100-FG-04,,-4.0,3162.97,Shipment,SHP-005183,Available,,-12651.88
186194,2026-01-27,Customer Shipment,DRV-0031,100,100-FG,100-FG-05,,-13.0,1392.98,Shipment,SHP-005756,Available,,-18108.74
186195,2026-01-27,Customer Shipment,DRV-0042,200,200-FG,200-FG-05,,-22.0,409.54,Shipment,SHP-005756,Available,,-9009.880000000001
187336,2026-01-27,Customer Shipment,DRV-0022,200,200-FG,200-FG-01,,-55.0,4199.01,Shipment,SHP-006327,Available,,-230945.55000000002
187337,2026-01-27,Customer Shipment,DRV-0033,100,100-FG,100-FG-01,,-2.0,1124.9,Shipment,SHP-006327,Available,,-2249.8
189132,2026-01-27,Customer Shipment,AFT-0050,400,400-FG,400-FG-04,,-4.0,2471.31,Shipment,SHP-007225,Available,,-9885.24
189133,2026-01-27,Customer Shipment,CTL-0001,300,300-FG,300-FG-04,,-9.0,2176.28,Shipment,SHP-007225,Available,,-19586.52
190274,2026-01-27,Customer Shipment,AFT-0041,400,400-FG,400-FG-05,,-22.0,1163.02,Shipment,SHP-007796,Available,,-25586.44
190275,2026-01-27,Customer Shipment,AFT-0052,400,400-FG,400-FG-05,,-33.0,315.62,Shipment,SHP-007796,Available,,-10415.460000000001
191418,2026-01-27,Customer Shipment,AFT-0032,400,400-FG,400-FG-01,,-2.0,665.09,Shipment,SHP-008368,Available,,-1330.18
191419,2026-01-27,Customer Shipment,AFT-0043,400,400-FG,400-FG-01,,-4.0,701.72,Shipment,SHP-008368,Available,,-2806.88
192827,2026-01-27,Purchase Receipt,PC-0064,300,300-RM,300-RM-05,,172.799,51.19,Purchase Receipt,RCV-0000858,Accepted,,8845.58081
192974,2026-01-27,Purchase Receipt,RM-0075,100,100-RM,100-RM-04,,481.6373,21.8,Purchase Receipt,RCV-0001005,Accepted,,10499.69314
194018,2026-01-27,Purchase Receipt,RM-0002,200,200-RM,200-RM-02,,54.033,12.8,Purchase Receipt,RCV-0002049,Accepted,,691.6224000000001
195747,2026-01-27,Purchase Receipt,RM-0120,200,200-RM,200-RM-01,,423.96,33.25,Purchase Receipt,RCV-0003778,Accepted,,14096.67
195892,2026-01-27,Purchase Receipt,PC-0098,300,300-RM,300-RM-05,,98.6868,61.0,Purchase Receipt,RCV-0003923,Accepted,,6019.8948
196036,2026-01-27,Purchase Receipt,RM-0109,300,300-RM,300-RM-04,LOT-2601-004067,451.0975,24.25,Purchase Receipt,RCV-0004067,Accepted,,10939.114375000001
197621,2026-01-27,Purchase Receipt,RM-0116,100,100-RM,100-RM-04,,167.3566,29.98,Purchase Receipt,RCV-0005652,Accepted,,5017.3508679999995
198665,2026-01-27,Purchase Receipt,RM-0039,100,100-RM,100-RM-02,,792.2917,17.71,Purchase Receipt,RCV-0006696,Accepted,,14031.486007000001
198810,2026-01-27,Purchase Receipt,PC-0008,200,200-RM,200-RM-01,,344.7169,70.82,Purchase Receipt,RCV-0006841,Accepted,,24412.850857999998
200539,2026-01-27,Purchase Receipt,RM-0036,100,100-RM,100-RM-05,,25.0824,15.25,Purchase Receipt,RCV-0008570,Accepted,,382.5066
200684,2026-01-27,Purchase Receipt,PC-0003,200,200-RM,200-RM-04,,389.1012,54.46,Purchase Receipt,RCV-0008715,Accepted,,21190.451352
200828,2026-01-27,Purchase Receipt,RM-0027,200,200-RM,200-RM-03,LOT-2601-008859,301.5058,33.25,Purchase Receipt,RCV-0008859,Accepted,,10025.067850000001
203309,2026-01-27,Purchase Receipt,RM-0074,200,200-RM,200-RM-02,,489.3968,20.98,Purchase Receipt,RCV-0011340,Accepted,,10267.544864
203453,2026-01-27,Purchase Receipt,PC-0053,300,300-RM,300-RM-01,,252.728,116.64,Purchase Receipt,RCV-0011484,Accepted,,29478.19392
203596,2026-01-27,Purchase Receipt,RM-0066,100,100-RM,100-RM-05,,75.8764,14.43,Purchase Receipt,RCV-0011627,Accepted,,1094.896452
205324,2026-01-27,Purchase Receipt,PC-0050,100,100-RM,100-RM-04,,476.3715,106.82,Purchase Receipt,RCV-0013355,Accepted,,50886.00363
205470,2026-01-27,Purchase Receipt,RM-0063,100,100-RM,100-RM-03,,347.097,11.98,Purchase Receipt,RCV-0013501,Accepted,,4158.22206
2751,2026-01-28,Production Issue,RM-0058,300,300-RM,300-RM-02,,-9.6941,33.25,Production Order,MO-000473,Available,,-322.328825
2752,2026-01-28,Production Issue,RM-0081,300,300-RM,300-RM-03,,-13.3721,26.71,Production Order,MO-000473,Available,,-357.168791
2753,2026-01-28,Production Issue,RM-0104,300,300-RM,300-RM-04,,-16.871,20.16,Production Order,MO-000473,Available,,-340.11936
2754,2026-01-28,Production Issue,RM-0127,300,300-RM,300-RM-05,,-4.95,13.61,Production Order,MO-000473,Available,,-67.3695
2755,2026-01-28,Production Issue,RM-0150,300,300-RM,300-RM-01,,-8.8862,32.43,Production Order,MO-000473,Available,,-288.179466
3384,2026-01-28,Production Receipt,DRV-0011,100,100-FG,100-FG-01,,13.65,823.39,Production Order,MO-000580,Available,,11239.2735
6177,2026-01-28,Production Issue,RM-0139,300,300-RM,300-RM-02,,-33.2277,23.43,Production Order,MO-001062,Available,,-778.525011
6178,2026-01-28,Production Issue,PC-0012,300,300-RM,300-RM-03,,-66.1752,83.91,Production Order,MO-001062,Available,,-5552.761032
6179,2026-01-28,Production Issue,PC-0035,300,300-RM,300-RM-04,,-93.0357,57.73,Production Order,MO-001062,Available,,-5370.9509610000005
6180,2026-01-28,Production Issue,PC-0058,300,300-RM,300-RM-05,,-130.1993,133.0,Production Order,MO-001062,Available,,-17316.5069
6181,2026-01-28,Production Issue,PC-0081,300,300-RM,300-RM-01,,-33.768,106.82,Production Order,MO-001062,Available,,-3607.0977599999997
6182,2026-01-28,Production Issue,RM-0004,300,300-RM,300-RM-02,,-67.1933,14.43,Production Order,MO-001062,Available,,-969.5993189999999
6802,2026-01-28,Production Receipt,ACT-0044,200,200-FG,200-FG-05,,3.98,191.13,Production Order,MO-001169,Available,,760.6974
9609,2026-01-28,Production Issue,RM-0004,200,200-RM,200-RM-02,,-35.7104,14.43,Production Order,MO-001651,Available,,-515.301072
9610,2026-01-28,Production Issue,RM-0027,200,200-RM,200-RM-03,,-9.4322,33.25,Production Order,MO-001651,Available,,-313.62065
9611,2026-01-28,Production Issue,RM-0050,200,200-RM,200-RM-04,,-18.8006,26.71,Production Order,MO-001651,Available,,-502.164026
10234,2026-01-28,Production Receipt,AFT-0007,100,100-FG,100-FG-04,,27.72,295.97,Production Order,MO-001758,Available,,8204.288400000001
13042,2026-01-28,Production Issue,SA-0036,100,100-RM,100-RM-02,,-10.5308,496.42,Production Order,MO-002240,Available,,-5227.699736
13043,2026-01-28,Production Issue,RM-0018,100,100-RM,100-RM-03,,-13.311,25.89,Production Order,MO-002240,Available,,-344.62179000000003
13044,2026-01-28,Production Issue,RM-0041,100,100-RM,100-RM-04,,-3.8206,19.34,Production Order,MO-002240,Available,,-73.890404
13045,2026-01-28,Production Issue,RM-0064,100,100-RM,100-RM-05,,-6.872,12.8,Production Order,MO-002240,Available,,-87.9616
13671,2026-01-28,Production Receipt,SA-0040,200,200-FG,200-FG-03,,7.88,823.26,Production Order,MO-002347,Available,,6487.2888
16468,2026-01-28,Production Issue,PC-0032,100,100-RM,100-RM-02,,-27.5027,47.91,Production Order,MO-002829,Available,,-1317.654357
16469,2026-01-28,Production Issue,PC-0055,100,100-RM,100-RM-03,,-49.0221,123.19,Production Order,MO-002829,Available,,-6039.032499
16470,2026-01-28,Production Issue,PC-0078,100,100-RM,100-RM-04,,-65.9418,97.0,Production Order,MO-002829,Available,,-6396.3546
17099,2026-01-28,Production Receipt,DRV-0033,100,100-FG,100-FG-02,,2.94,1124.91,Production Order,MO-002936,Available,,3307.2354
19902,2026-01-28,Production Issue,RM-0137,100,100-RM,100-RM-02,,-3.5809,21.8,Production Order,MO-003418,Available,,-78.06362
19903,2026-01-28,Production Issue,PC-0010,100,100-RM,100-RM-03,,-10.6243,77.37,Production Order,MO-003418,Available,,-822.0020910000001
19904,2026-01-28,Production Issue,PC-0033,100,100-RM,100-RM-04,,-18.5837,51.19,Production Order,MO-003418,Available,,-951.2996029999999
19905,2026-01-28,Production Issue,PC-0056,100,100-RM,100-RM-05,,-24.9797,126.46,Production Order,MO-003418,Available,,-3158.932862
20520,2026-01-28,Production Receipt,CTL-0006,300,300-FG,300-FG-01,,17.55,1608.41,Production Order,MO-003525,Available,,28227.595500000003
23328,2026-01-28,Production Issue,RM-0149,200,200-RM,200-RM-02,,-135.5172,31.61,Production Order,MO-004007,Available,,-4283.698692
23329,2026-01-28,Production Issue,PC-0022,200,200-RM,200-RM-03,,-17.4468,116.64,Production Order,MO-004007,Available,,-2034.994752
23330,2026-01-28,Production Issue,PC-0045,200,200-RM,200-RM-04,,-57.4225,90.46,Production Order,MO-004007,Available,,-5194.43935
23331,2026-01-28,Production Issue,PC-0068,200,200-RM,200-RM-05,,-92.365,64.28,Production Order,MO-004007,Available,,-5937.2222
23332,2026-01-28,Production Issue,PC-0091,200,200-RM,200-RM-01,,-137.6021,139.55,Production Order,MO-004007,Available,,-19202.373055000004
23957,2026-01-28,Production Receipt,AFT-0029,100,100-FG,100-FG-05,,6.965,438.33,Production Order,MO-004114,Available,,3052.96845
26746,2026-01-28,Production Issue,RM-0140,100,100-RM,100-RM-02,,-35.4114,24.25,Production Order,MO-004596,Available,,-858.72645
26747,2026-01-28,Production Issue,PC-0013,100,100-RM,100-RM-03,,-52.8497,87.19,Production Order,MO-004596,Available,,-4607.965343
26748,2026-01-28,Production Issue,PC-0036,100,100-RM,100-RM-04,,-6.9345,61.0,Production Order,MO-004596,Available,,-423.0045
26749,2026-01-28,Production Issue,PC-0059,100,100-RM,100-RM-05,,-22.8423,136.28,Production Order,MO-004596,Available,,-3112.948644
26750,2026-01-28,Production Issue,PC-0082,100,100-RM,100-RM-01,,-35.9967,110.09,Production Order,MO-004596,Available,,-3962.876703
26751,2026-01-28,Production Issue,SA-0015,100,100-RM,100-RM-02,,-53.6754,513.73,Production Order,MO-004596,Available,,-27574.663242000002
27383,2026-01-28,Production Receipt,SA-0062,300,300-FG,300-FG-04,,34.65,522.92,Production Order,MO-004703,Available,,18119.177999999996
30188,2026-01-28,Production Issue,RM-0056,200,200-RM,200-RM-02,,-3.468,31.61,Production Order,MO-005185,Available,,-109.62348
30189,2026-01-28,Production Issue,RM-0079,200,200-RM,200-RM-03,,-8.0657,25.07,Production Order,MO-005185,Available,,-202.207099
30190,2026-01-28,Production Issue,RM-0102,200,200-RM,200-RM-04,,-12.0133,18.52,Production Order,MO-005185,Available,,-222.486316
30191,2026-01-28,Production Issue,RM-0125,200,200-RM,200-RM-05,,-15.5904,11.98,Production Order,MO-005185,Available,,-186.77299200000002
30192,2026-01-28,Production Issue,RM-0148,200,200-RM,200-RM-01,,-3.5235,30.8,Production Order,MO-005185,Available,,-108.5238
30809,2026-01-28,Production Receipt,DRV-0055,100,100-FG,100-FG-03,LOT-2601-005292,13.79,5400.42,Production Order,MO-005292,Available,,74471.79179999999
33613,2026-01-28,Production Issue,RM-0002,100,100-RM,100-RM-02,,-116.1619,12.8,Production Order,MO-005774,Available,,-1486.8723200000002
33614,2026-01-28,Production Issue,RM-0025,100,100-RM,100-RM-03,,-23.6534,31.61,Production Order,MO-005774,Available,,-747.683974
33615,2026-01-28,Production Issue,RM-0048,100,100-RM,100-RM-04,,-56.1579,25.07,Production Order,MO-005774,Available,,-1407.878553
33616,2026-01-28,Production Issue,RM-0071,100,100-RM,100-RM-05,,-83.578,18.52,Production Order,MO-005774,Available,,-1547.86456
33617,2026-01-28,Production Issue,RM-0094,100,100-RM,100-RM-01,,-117.9629,11.98,Production Order,MO-005774,Available,,-1413.1955420000002
33618,2026-01-28,Production Issue,RM-0117,100,100-RM,100-RM-02,,-24.038,30.8,Production Order,MO-005774,Available,,-740.3704
34248,2026-01-28,Production Receipt,CTL-0028,300,300-FG,300-FG-02,,3.92,2359.35,Production Order,MO-005881,Available,,9248.652
37039,2026-01-28,Production Issue,SA-0023,300,300-RM,300-RM-02,,-22.8826,1440.42,Production Order,MO-006363,Available,,-32960.554692000005
37040,2026-01-28,Production Issue,RM-0016,300,300-RM,300-RM-03,,-32.9997,24.25,Production Order,MO-006363,Available,,-800.242725
37041,2026-01-28,Production Issue,RM-0039,300,300-RM,300-RM-04,,-6.714,17.71,Production Order,MO-006363,Available,,-118.90494000000001
37668,2026-01-28,Production Receipt,AFT-0051,300,300-FG,300-FG-01,,27.3,1343.82,Production Order,MO-006470,Available,,36686.286
40479,2026-01-28,Production Issue,SA-0051,100,100-RM,100-RM-02,,-5.7392,1088.71,Production Order,MO-006952,Available,,-6248.324432
40480,2026-01-28,Production Issue,RM-0012,100,100-RM,100-RM-03,,-9.4603,20.98,Production Order,MO-006952,Available,,-198.477094
40481,2026-01-28,Production Issue,RM-0035,100,100-RM,100-RM-04,,-12.06,14.43,Production Order,MO-006952,Available,,-174.0258
40482,2026-01-28,Production Issue,RM-0058,100,100-RM,100-RM-05,,-2.7197,33.25,Production Order,MO-006952,Available,,-90.430025
41101,2026-01-28,Production Receipt,SA-0084,100,100-FG,100-FG-05,,7.96,709.61,Production Order,MO-007059,Available,,5648.4956
43909,2026-01-28,Production Issue,PC-0030,300,300-RM,300-RM-02,,-80.981,142.82,Production Order,MO-007541,Available,,-11565.706419999999
43910,2026-01-28,Production Issue,PC-0053,300,300-RM,300-RM-03,,-21.3978,116.64,Production Order,MO-007541,Available,,-2495.839392
43911,2026-01-28,Production Issue,PC-0076,300,300-RM,300-RM-04,,-42.6319,90.46,Production Order,MO-007541,Available,,-3856.481674
44542,2026-01-28,Production Receipt,ACT-0017,100,100-FG,100-FG-04,,2.97,632.55,Production Order,MO-007648,Available,,1878.6734999999999
47335,2026-01-28,Production Issue,PC-0100,100,100-RM,100-RM-02,,-24.7595,67.55,Production Order,MO-008130,Available,,-1672.504225
