id,receipt_number,po_id,receipt_date,site_code,status,item_id,quantity,unit_price,standard_unit_cost,quality_status
1580,RCV-0001580,1737,2026-02-10,300,Received,RM-0029,256.9688,33.39,34.89,Accepted
3166,RCV-0003166,3482,2026-02-10,300,Received,RM-0034,631.5138,14.37,13.61,Accepted
3309,RCV-0003309,3641,2026-02-10,100,Received,PC-0002,242.9371,48.99,51.19,Accepted
3456,RCV-0003456,3800,2026-02-10,100,Received,RM-0026,580.0569,32.79,32.43,Accepted
6231,RCV-0006231,6852,2026-02-10,100,Received,RM-0065,207.2683,12.78,13.61,Accepted
6374,RCV-0006374,7011,2026-02-10,100,Received,PC-0041,225.9198,76.83,77.37,Accepted
7959,RCV-0007959,8756,2026-02-10,300,Received,PC-0048,309.269,94.16,100.28,Accepted
8104,RCV-0008104,8915,2026-02-10,100,Received,RM-0062,648.3587,11.08,11.16,Accepted
9146,RCV-0009146,10063,2026-02-10,200,Received,PC-0087,1043.2546,135.82,126.46,Accepted
10873,RCV-0010873,11967,2026-02-10,300,Received,RM-0103,377.8817,20.77,19.34,Accepted
11018,RCV-0011018,12126,2026-02-10,200,Received,PC-0084,214.6393,113.72,116.64,Accepted
11162,RCV-0011162,12285,2026-02-10,100,Received,RM-0093,142.199,11.48,11.16,Accepted
932,RCV-0000932,1023,2026-02-11,200,Received,RM-0015,368.2559,22.42,23.43,Accepted
1077,RCV-0001077,1182,2026-02-11,300,Received,RM-0127,73.7841,13.76,13.61,Accepted
1221,RCV-0001221,1341,2026-02-11,100,Received,RM-0006,727.8334,17.11,16.07,Accepted
2808,RCV-0002808,3086,2026-02-11,300,Received,RM-0011,329.9743,20.38,20.16,Accepted
2952,RCV-0002952,3245,2026-02-11,200,Received,RM-0124,75.6345,11.89,11.16,Accepted
3850,RCV-0003850,4234,2026-02-11,300,Received,PC-0027,161.5101,124.89,133.0,Accepted
5724,RCV-0005724,6297,2026-02-11,100,Received,PC-0023,221.8927,119.07,119.91,Accepted
5870,RCV-0005870,6456,2026-02-11,200,Received,RM-0042,73.5286,21.11,20.16,Accepted
6014,RCV-0006014,6615,2026-02-11,300,Received,PC-0012,107.7466,79.55,83.91,Accepted
7601,RCV-0007601,8360,2026-02-11,100,Received,PC-0019,201.7675,111.84,106.82,Accepted
8497,RCV-0008497,9349,2026-02-11,100,Received,PC-0072,522.3952,83.1,77.37,Accepted
8643,RCV-0008643,9508,2026-02-11,200,Received,RM-0081,141.5387,26.04,26.71,Accepted
8787,RCV-0008787,9667,2026-02-11,100,Received,PC-0062,87.0385,45.93,44.64,Accepted
10514,RCV-0010514,11571,2026-02-11,200,Received,RM-0078,133.9887,24.95,24.25,Accepted
10803,RCV-0010803,11889,2026-02-11,200,Received,RM-0069,526.2337,16.62,16.89,Accepted
13284,RCV-0013284,14623,2026-02-11,300,Received,RM-0123,144.7876,34.17,35.71,Accepted
13429,RCV-0013429,14782,2026-02-11,100,Received,RM-0002,606.3585,12.94,12.8,Accepted
13574,RCV-0013574,14941,2026-02-11,300,Received,RM-0112,55.7771,28.45,26.71,Accepted
572,RCV-0000572,627,2026-02-12,300,Received,PC-0090,189.8063,145.14,136.28,Accepted
715,RCV-0000715,786,2026-02-12,100,Received,RM-0101,172.6698,17.11,17.71,Accepted
859,RCV-0000859,945,2026-02-12,300,Received,PC-0081,499.5304,108.96,106.82,Accepted
3345,RCV-0003345,3679,2026-02-12,300,Received,RM-0031,159.5642,11.08,11.16,Accepted
3492,RCV-0003492,3838,2026-02-12,100,Received,RM-0148,128.1218,32.25,30.8,Accepted
3636,RCV-0003636,3997,2026-02-12,300,Received,RM-0022,613.3899,27.64,29.16,Accepted
5365,RCV-0005365,5901,2026-02-12,200,Received,RM-0144,202.5334,26.09,27.52,Accepted
5509,RCV-0005509,6060,2026-02-12,300,Received,RM-0019,425.3068,26.76,26.71,Accepted
5653,RCV-0005653,6219,2026-02-12,100,Received,RM-0134,183.3274,20.42,19.34,Accepted
8139,RCV-0008139,8953,2026-02-12,300,Received,PC-0043,290.3023,86.34,83.91,Accepted
8283,RCV-0008283,9112,2026-02-12,100,Received,RM-0059,108.1762,31.69,34.07,Accepted
8426,RCV-0008426,9271,2026-02-12,100,Received,PC-0034,25.1336,53.59,54.46,Accepted
10155,RCV-0010155,11175,2026-02-12,300,Received,RM-0055,477.7973,30.31,30.8,Accepted
10299,RCV-0010299,11334,2026-02-12,100,Received,PC-0029,200.7136,144.85,139.55,Accepted
12925,RCV-0012925,14227,2026-02-12,300,Received,RM-0095,330.1353,13.63,12.8,Accepted
13069,RCV-0013069,14386,2026-02-12,200,Received,PC-0077,293.5903,90.54,93.73,Accepted
13212,RCV-0013212,14545,2026-02-12,200,Received,RM-0086,262.8433,31.42,30.8,Accepted
211,RCV-0000211,231,2026-02-13,100,Received,PC-0065,186.8925,55.55,54.46,Accepted
357,RCV-0000357,390,2026-02-13,300,Received,RM-0075,185.0818,23.41,21.8,Accepted
2988,RCV-0002988,3283,2026-02-13,200,Received,RM-0008,249.2834,16.79,17.71,Accepted
3130,RCV-0003130,3442,2026-02-13,100,Received,RM-0121,323.0903,34.14,34.07,Accepted
3273,RCV-0003273,3601,2026-02-13,100,Received,PC-0099,59.0453,67.88,64.28,Accepted
5005,RCV-0005005,5505,2026-02-13,100,Received,RM-0117,449.1692,32.52,30.8,Accepted
6049,RCV-0006049,6653,2026-02-13,200,Received,RM-0039,142.0835,17.43,17.71,Accepted
7779,RCV-0007779,8557,2026-02-13,300,Received,PC-0014,435.8337,89.01,90.46,Accepted
7923,RCV-0007923,8716,2026-02-13,200,Received,RM-0036,303.6755,15.83,15.25,Accepted
8068,RCV-0008068,8875,2026-02-13,100,Received,PC-0004,412.9641,54.21,57.73,Accepted
10692,RCV-0010692,11768,2026-02-13,300,Received,RM-0074,53.3172,20.27,20.98,Accepted
10838,RCV-0010838,11927,2026-02-13,200,Received,PC-0054,484.8344,122.31,119.91,Accepted
12564,RCV-0012564,13831,2026-02-13,200,Received,RM-0071,184.069,18.89,18.52,Accepted
12708,RCV-0012708,13990,2026-02-13,300,Received,PC-0050,263.4445,114.72,106.82,Accepted
12852,RCV-0012852,14149,2026-02-13,200,Received,RM-0063,429.8685,11.68,11.98,Accepted
750,RCV-0000750,824,2026-02-14,100,Received,PC-0087,292.8444,126.71,126.46,Accepted
895,RCV-0000895,983,2026-02-14,200,Received,RM-0096,248.4403,14.37,13.61,Accepted
2627,RCV-0002627,2887,2026-02-14,100,Received,PC-0084,400.4847,123.17,116.64,Accepted
2772,RCV-0002772,3046,2026-02-14,300,Received,RM-0092,112.2266,34.17,35.71,Accepted
2915,RCV-0002915,3205,2026-02-14,100,Received,PC-0075,374.0874,88.15,87.19,Accepted
5399,RCV-0005399,5939,2026-02-14,300,Received,RM-0024,102.0985,30.31,30.8,Accepted
5544,RCV-0005544,6098,2026-02-14,200,Received,RM-0140,196.9716,25.17,24.25,Accepted
5688,RCV-0005688,6257,2026-02-14,300,Received,RM-0016,442.2124,22.77,24.25,Accepted
7420,RCV-0007420,8161,2026-02-14,200,Received,RM-0136,162.2443,19.7,20.98,Accepted
7563,RCV-0007563,8320,2026-02-14,300,Received,RM-0013,347.9794,21.65,21.8,Accepted
7709,RCV-0007709,8479,2026-02-14,100,Received,RM-0126,703.75,13.4,12.8,Accepted
10190,RCV-0010190,11213,2026-02-14,100,Received,PC-0037,558.3625,65.57,64.28,Accepted
10334,RCV-0010334,11372,2026-02-14,300,Received,RM-0052,155.2205,30.44,28.34,Accepted
10478,RCV-0010478,11531,2026-02-14,100,Received,PC-0025,247.3241,123.3,126.46,Accepted
12204,RCV-0012204,13435,2026-02-14,100,Received,RM-0049,672.9061,25.24,25.89,Accepted
12347,RCV-0012347,13594,2026-02-14,300,Received,PC-0020,522.4204,113.28,110.09,Accepted
12493,RCV-0012493,13753,2026-02-14,300,Received,RM-0040,803.8461,17.22,18.52,Accepted
247,RCV-0000247,269,2026-02-15,100,Received,RM-0081,238.2032,28.21,26.71,Accepted
392,RCV-0000392,428,2026-02-15,300,Received,PC-0061,362.2922,136.68,142.82,Accepted
536,RCV-0000536,587,2026-02-15,100,Received,RM-0072,780.9896,19.55,19.34,Accepted
2266,RCV-0002266,2491,2026-02-15,100,Received,PC-0058,279.8701,134.46,133.0,Accepted
2410,RCV-0002410,2650,2026-02-15,100,Received,RM-0069,221.1227,17.99,16.89,Accepted
2555,RCV-0002555,2809,2026-02-15,100,Received,PC-0047,341.6726,93.7,97.0,Accepted
5186,RCV-0005186,5702,2026-02-15,200,Received,RM-0112,385.6646,26.52,26.71,Accepted
5329,RCV-0005329,5861,2026-02-15,100,Received,PC-0092,103.2019,149.53,142.82,Accepted
7059,RCV-0007059,7765,2026-02-15,200,Received,RM-0108,69.5395,24.53,23.43,Accepted
7204,RCV-0007204,7924,2026-02-15,100,Received,PC-0089,519.5689,126.08,133.0,Accepted
8246,RCV-0008246,9072,2026-02-15,300,Received,RM-0149,148.4109,32.53,31.61,Accepted
9832,RCV-0009832,10817,2026-02-15,100,Received,PC-0007,234.733,65.86,67.55,Accepted
9974,RCV-0009974,10976,2026-02-15,100,Received,RM-0030,147.2127,36.75,35.71,Accepted
10118,RCV-0010118,11135,2026-02-15,200,Received,RM-0146,221.3978,27.12,29.16,Accepted
11846,RCV-0011846,13039,2026-02-15,300,Received,RM-0026,766.5467,30.16,32.43,Accepted
12888,RCV-0012888,14187,2026-02-15,200,Received,PC-0045,94.8412,91.46,90.46,Accepted
13033,RCV-0013033,14346,2026-02-15,200,Received,RM-0060,265.5478,37.16,34.89,Accepted
31,RCV-0000031,32,2026-02-16,300,Received,PC-0033,71.889,54.52,51.19,Accepted
175,RCV-0000175,191,2026-02-16,100,Received,RM-0050,485.1932,25.8,26.71,Accepted
1906,RCV-0001906,2095,2026-02-16,300,Received,PC-0028,272.9902,131.65,136.28,Accepted
3096,RCV-0003096,3402,2026-02-16,300,Received,PC-0070,307.3397,67.14,70.82,Accepted
4680,RCV-0004680,5147,2026-02-16,100,Received,PC-0077,206.0063,98.14,93.73,Accepted
4823,RCV-0004823,5306,2026-02-16,100,Received,RM-0086,249.6738,29.2,30.8,Accepted
4968,RCV-0004968,5465,2026-02-16,200,Received,PC-0066,168.5435,57.85,57.73,Accepted
7599,RCV-0007599,8358,2026-02-16,100,Received,RM-0133,44.0244,19.06,18.52,Accepted
7744,RCV-0007744,8517,2026-02-16,300,Received,RM-0009,947.6535,17.22,18.52,Accepted
7887,RCV-0007887,8676,2026-02-16,200,Received,RM-0122,316.2248,34.33,34.89,Accepted
9471,RCV-0009471,10421,2026-02-16,100,Received,RM-0128,246.4571,13.42,14.43,Accepted
9760,RCV-0009760,10739,2026-02-16,100,Received,RM-0119,107.5895,33.66,32.43,Accepted
12383,RCV-0012383,13632,2026-02-16,300,Received,RM-0045,349.6021,24.08,22.61,Accepted
12528,RCV-0012528,13791,2026-02-16,200,Received,PC-0016,289.1289,93.7,97.0,Accepted
12673,RCV-0012673,13950,2026-02-16,300,Received,RM-0037,211.5305,16.39,16.07,Accepted
2446,RCV-0002446,2688,2026-02-17,300,Received,PC-0053,252.728,110.57,116.64,Accepted
2591,RCV-0002591,2847,2026-02-17,100,Received,RM-0066,75.8764,14.46,14.43,Accepted
2736,RCV-0002736,3006,2026-02-17,200,Received,PC-0042,159.8057,85.16,80.64,Accepted
4320,RCV-0004320,4751,2026-02-17,100,Received,PC-0050,476.3715,107.03,106.82,Accepted
4464,RCV-0004464,4910,2026-02-17,100,Received,RM-0063,347.097,12.65,11.98,Accepted
4609,RCV-0004609,5069,2026-02-17,100,Received,PC-0039,207.7789,67.77,70.82,Accepted
7239,RCV-0007239,7962,2026-02-17,300,Received,RM-0104,424.5584,19.84,20.16,Accepted
7383,RCV-0007383,8121,2026-02-17,200,Received,PC-0085,281.8022,124.47,119.91,Accepted
9111,RCV-0009111,10025,2026-02-17,200,Received,RM-0101,258.8472,18.38,17.71,Accepted
9256,RCV-0009256,10184,2026-02-17,100,Received,PC-0082,282.8957,103.37,110.09,Accepted
9400,RCV-0009400,10343,2026-02-17,100,Received,RM-0091,46.4985,34.65,34.89,Accepted
12025,RCV-0012025,13236,2026-02-17,100,Received,RM-0023,429.5773,30.58,29.98,Accepted
12168,RCV-0012168,13395,2026-02-17,100,Received,RM-0138,326.8695,24.28,22.61,Accepted
12312,RCV-0012312,13554,2026-02-17,100,Received,RM-0015,479.7553,22.84,23.43,Accepted
2087,RCV-0002087,2292,2026-02-18,300,Received,PC-0024,162.206,130.09,123.19,Accepted
2230,RCV-0002230,2451,2026-02-18,200,Received,RM-0043,617.032,20.08,20.98,Accepted
2375,RCV-0002375,2610,2026-02-18,300,Received,PC-0013,129.8747,88.15,87.19,Accepted
3959,RCV-0003959,4355,2026-02-18,100,Received,PC-0020,178.5202,105.36,110.09,Accepted
4104,RCV-0004104,4514,2026-02-18,200,Received,RM-0040,506.7508,18.72,18.52,Accepted
5148,RCV-0005148,5662,2026-02-18,200,Received,PC-0063,139.6938,44.99,47.91,Accepted
6878,RCV-0006878,7566,2026-02-18,200,Received,RM-0079,651.143,23.54,25.07,Hold
7023,RCV-0007023,7725,2026-02-18,200,Received,PC-0059,490.8451,135.33,136.28,Accepted
7167,RCV-0007167,7884,2026-02-18,200,Received,RM-0070,391.7742,18.54,17.71,Accepted
8752,RCV-0008752,9629,2026-02-18,100,Received,RM-0076,332.8573,22.45,22.61,Accepted
9795,RCV-0009795,10777,2026-02-18,100,Received,RM-0003,529.8865,14.62,13.61,Accepted
9939,RCV-0009939,10936,2026-02-18,300,Received,RM-0113,149.8283,26.83,27.52,Accepted
11663,RCV-0011663,12840,2026-02-18,200,Received,PC-0099,256.142,62.67,64.28,Accepted
11808,RCV-0011808,12999,2026-02-18,200,Received,RM-0110,547.8335,25.8,25.07,Accepted
11953,RCV-0011953,13158,2026-02-18,200,Received,PC-0090,347.7457,126.74,136.28,Accepted
1725,RCV-0001725,1896,2026-02-19,100,Received,RM-0146,587.6143,29.48,29.16,Accepted
1870,RCV-0001870,2055,2026-02-19,300,Received,RM-0020,434.759,29.31,27.52,Accepted
2015,RCV-0002015,2214,2026-02-19,200,Received,RM-0135,288.9839,19.47,20.16,Accepted
4499,RCV-0004499,4948,2026-02-19,100,Received,PC-0045,318.4368,84.94,90.46,Accepted
4644,RCV-0004644,5107,2026-02-19,100,Received,RM-0060,186.802,34.65,34.89,Accepted
4788,RCV-0004788,5266,2026-02-19,100,Received,PC-0036,193.8923,63.87,61.0,Accepted
6518,RCV-0006518,7170,2026-02-19,300,Received,RM-0056,56.6494,33.1,31.61,Accepted
6663,RCV-0006663,7329,2026-02-19,200,Received,PC-0031,404.5059,42.32,44.64,Accepted
6808,RCV-0006808,7488,2026-02-19,300,Received,RM-0047,158.4958,24.3,24.25,Accepted
9291,RCV-0009291,10222,2026-02-19,300,Received,RM-0096,607.6677,13.27,13.61,Accepted
9435,RCV-0009435,10381,2026-02-19,200,Received,PC-0078,187.3751,99.81,97.0,Accepted
9580,RCV-0009580,10540,2026-02-19,200,Received,RM-0087,534.6016,29.4,31.61,Accepted
11305,RCV-0011305,12444,2026-02-19,200,Received,PC-0075,66.4683,81.09,87.19,Accepted
11451,RCV-0011451,12603,2026-02-19,100,Received,RM-0084,302.4596,28.69,29.16,Accepted
11593,RCV-0011593,12762,2026-02-19,300,Received,PC-0064,172.799,53.14,51.19,Accepted
1365,RCV-0001365,1500,2026-02-20,300,Received,RM-0118,479.5067,30.54,31.61,Accepted
1510,RCV-0001510,1659,2026-02-20,100,Received,PC-0097,346.4876,58.88,57.73,Accepted
1653,RCV-0001653,1818,2026-02-20,200,Received,RM-0107,507.9276,24.28,22.61,Accepted
4140,RCV-0004140,4552,2026-02-20,100,Received,PC-0016,340.4122,101.56,97.0,Accepted
4285,RCV-0004285,4711,2026-02-20,200,Received,RM-0037,115.5026,15.23,16.07,Accepted
4428,RCV-0004428,4870,2026-02-20,200,Received,PC-0005,183.6548,61.12,61.0,Accepted
6160,RCV-0006160,6774,2026-02-20,100,Received,RM-0034,860.8593,13.64,13.61,Accepted
6304,RCV-0006304,6933,2026-02-20,300,Received,RM-0150,138.9378,34.25,32.43,Accepted
8931,RCV-0008931,9826,2026-02-20,300,Received,RM-0072,296.8576,17.99,19.34,Accepted
9075,RCV-0009075,9985,2026-02-20,300,Received,PC-0051,206.9166,108.33,110.09,Accepted
9219,RCV-0009219,10144,2026-02-20,200,Received,RM-0064,555.6502,13.29,12.8,Accepted
10947,RCV-0010947,12048,2026-02-20,300,Received,PC-0047,417.5528,100.69,97.0,Accepted
11988,RCV-0011988,13196,2026-02-20,300,Received,RM-0106,349.4156,21.06,21.8,Accepted
2050,RCV-0002050,2252,2026-02-21,300,Received,RM-0017,534.1631,25.12,25.07,Accepted
3779,RCV-0003779,4156,2026-02-21,300,Received,RM-0137,75.3033,21.84,21.8,Accepted
3924,RCV-0003924,4315,2026-02-21,300,Received,RM-0014,465.055,23.88,22.61,Accepted
4068,RCV-0004068,4474,2026-02-21,100,Received,RM-0127,215.551,13.02,13.61,Accepted
6697,RCV-0006697,7367,2026-02-21,300,Received,RM-0053,274.7644,28.69,29.16,Accepted
6842,RCV-0006842,7526,2026-02-21,200,Received,PC-0026,360.3781,134.66,129.73,Accepted
8716,RCV-0008716,9589,2026-02-21,100,Received,PC-0022,407.371,109.52,116.64,Accepted
8860,RCV-0008860,9748,2026-02-21,300,Received,RM-0041,301.1988,19.2,19.34,Accepted
11341,RCV-0011341,12482,2026-02-21,100,Received,RM-0090,722.7212,32.91,34.07,Accepted
11485,RCV-0011485,12641,2026-02-21,100,Received,PC-0071,399.9775,75.57,74.09,Accepted
11628,RCV-0011628,12800,2026-02-21,300,Received,RM-0080,511.7561,27.81,25.89,Accepted
13356,RCV-0013356,14704,2026-02-21,300,Received,PC-0066,507.6509,62.0,57.73,Accepted
13502,RCV-0013502,14863,2026-02-21,200,Received,RM-0077,256.3778,22.84,23.43,Accepted
1401,RCV-0001401,1538,2026-02-22,300,Received,RM-0002,41.3902,12.83,12.8,Accepted
1545,RCV-0001545,1697,2026-02-22,200,Received,RM-0113,95.4907,29.06,27.52,Accepted
1689,RCV-0001689,1856,2026-02-22,300,Received,PC-0093,253.0101,42.72,44.64,Accepted
3419,RCV-0003419,3760,2026-02-22,100,Received,RM-0110,281.4205,23.99,25.07,Accepted
3564,RCV-0003564,3919,2026-02-22,100,Received,PC-0090,361.6588,137.78,136.28,Accepted
3709,RCV-0003709,4078,2026-02-22,100,Received,RM-0100,902.3927,17.99,16.89,Accepted
6195,RCV-0006195,6812,2026-02-22,300,Received,PC-0008,170.047,73.51,70.82,Accepted
6338,RCV-0006338,6971,2026-02-22,100,Received,RM-0031,532.9517,10.48,11.16,Accepted
8211,RCV-0008211,9034,2026-02-22,300,Received,RM-0027,551.1853,33.02,33.25,Accepted
8357,RCV-0008357,9193,2026-02-22,300,Received,RM-0143,261.2629,27.97,26.71,Accepted
8500,RCV-0008500,9352,2026-02-22,100,Received,RM-0019,214.193,25.32,26.71,Accepted
10982,RCV-0010982,12086,2026-02-22,200,Received,RM-0066,713.268,15.5,14.43,Accepted
11127,RCV-0011127,12245,2026-02-22,300,Received,PC-0042,271.8204,78.62,80.64,Accepted
11270,RCV-0011270,12404,2026-02-22,100,Received,RM-0058,532.8909,34.21,33.25,Accepted
12997,RCV-0012997,14308,2026-02-22,200,Received,PC-0039,468.7664,72.87,70.82,Accepted
1041,RCV-0001041,1142,2026-02-23,100,Received,PC-0078,422.5571,92.83,97.0,Accepted
1186,RCV-0001186,1301,2026-02-23,100,Received,RM-0087,198.6332,31.96,31.61,Accepted
1330,RCV-0001330,1460,2026-02-23,200,Received,PC-0067,408.0713,64.97,61.0,Accepted
3061,RCV-0003061,3364,2026-02-23,300,Received,RM-0083,216.3323,30.18,28.34,Accepted
3203,RCV-0003203,3523,2026-02-23,200,Received,PC-0064,839.6821,49.45,51.19,Accepted
4247,RCV-0004247,4671,2026-02-23,300,Received,RM-0123,144.7876,37.39,35.71,Accepted
5834,RCV-0005834,6416,2026-02-23,100,Received,RM-0130,91.1299,15.96,16.07,Accepted
5979,RCV-0005979,6575,2026-02-23,300,Received,RM-0007,468.3612,17.68,16.89,Accepted
6123,RCV-0006123,6734,2026-02-23,100,Received,RM-0120,25.1177,31.52,33.25,Accepted
7853,RCV-0007853,8638,2026-02-23,200,Received,RM-0004,478.7839,13.68,14.43,Accepted
8894,RCV-0008894,9786,2026-02-23,200,Received,PC-0017,277.3005,103.19,100.28,Accepted
9040,RCV-0009040,9945,2026-02-23,300,Received,RM-0038,330.4573,15.71,16.89,Accepted
10621,RCV-0010621,11690,2026-02-23,300,Received,RM-0043,314.7656,21.59,20.98,Accepted
10766,RCV-0010766,11849,2026-02-23,100,Received,PC-0014,531.0486,84.13,90.46,Accepted
10910,RCV-0010910,12008,2026-02-23,300,Received,RM-0035,429.1196,14.2,14.43,Accepted
13537,RCV-0013537,14901,2026-02-23,300,Received,PC-0063,211.5921,48.44,47.91,Accepted
680,RCV-0000680,746,2026-02-24,200,Received,PC-0051,54.0593,117.25,110.09,Accepted
823,RCV-0000823,905,2026-02-24,100,Received,RM-0064,405.3771,12.36,12.8,Accepted
969,RCV-0000969,1064,2026-02-24,100,Received,PC-0040,290.9697,75.57,74.09,Accepted
3598,RCV-0003598,3957,2026-02-24,200,Received,RM-0106,285.6913,22.82,21.8,Accepted
3744,RCV-0003744,4116,2026-02-24,200,Received,PC-0086,52.3323,116.78,123.19,Accepted
3889,RCV-0003889,4275,2026-02-24,300,Received,RM-0095,330.1353,12.83,12.8,Accepted
5473,RCV-0005473,6020,2026-02-24,200,Received,RM-0102,343.0075,17.56,18.52,Accepted
5617,RCV-0005617,6179,2026-02-24,100,Received,PC-0083,453.6299,113.6,113.37,Accepted
5761,RCV-0005761,6338,2026-02-24,100,Received,RM-0092,196.0525,37.71,35.71,Accepted
8391,RCV-0008391,9231,2026-02-24,100,Received,RM-0024,440.25,28.64,30.8,Accepted
8535,RCV-0008535,9390,2026-02-24,300,Received,RM-0139,58.3449,23.06,23.43,Accepted
8680,RCV-0008680,9549,2026-02-24,100,Received,RM-0016,740.7855,25.17,24.25,Accepted
10262,RCV-0010262,11294,2026-02-24,100,Received,RM-0021,381.4962,27.89,28.34,Accepted
10407,RCV-0010407,11453,2026-02-24,300,Received,RM-0135,111.0353,20.93,20.16,Accepted
10552,RCV-0010552,11612,2026-02-24,300,Received,RM-0012,646.8771,19.7,20.98,Accepted
13177,RCV-0013177,14505,2026-02-24,200,Received,PC-0036,230.3747,58.93,61.0,Accepted
13321,RCV-0013321,14664,2026-02-24,300,Received,RM-0051,246.6274,28.07,27.52,Accepted
13466,RCV-0013466,14823,2026-02-24,100,Received,PC-0024,474.1117,132.31,123.19,Accepted
320,RCV-0000320,350,2026-02-25,200,Received,PC-0021,351.234,115.64,113.37,Accepted
464,RCV-0000464,509,2026-02-25,200,Received,RM-0041,304.6676,20.77,19.34,Accepted
609,RCV-0000609,668,2026-02-25,100,Received,PC-0011,496.9139,78.62,80.64,Accepted
3238,RCV-0003238,3561,2026-02-25,200,Received,RM-0080,259.677,25.94,25.89,Accepted
3383,RCV-0003383,3720,2026-02-25,100,Received,PC-0061,549.1204,150.82,142.82,Accepted
3528,RCV-0003528,3879,2026-02-25,200,Received,RM-0071,184.069,17.72,18.52,Accepted
5114,RCV-0005114,5624,2026-02-25,100,Received,RM-0077,617.7586,24.74,23.43,Accepted
5259,RCV-0005259,5783,2026-02-25,300,Received,PC-0056,137.1487,121.02,126.46,Accepted
5402,RCV-0005402,5942,2026-02-25,200,Received,RM-0068,73.1965,16.25,16.07,Accepted
8032,RCV-0008032,8835,2026-02-25,200,Received,PC-0100,473.498,70.12,67.55,Accepted
8175,RCV-0008175,8994,2026-02-25,300,Received,RM-0111,73.8494,24.31,25.89,Accepted
8321,RCV-0008321,9153,2026-02-25,200,Received,PC-0091,227.9717,138.57,139.55,Accepted
9905,RCV-0009905,10898,2026-02-25,200,Received,PC-0097,241.703,54.21,57.73,Accepted
10048,RCV-0010048,11057,2026-02-25,300,Received,RM-0107,143.1404,22.45,22.61,Accepted
11090,RCV-0011090,12205,2026-02-25,200,Received,RM-0032,508.733,12.87,11.98,Accepted
12817,RCV-0012817,14109,2026-02-25,300,Received,PC-0005,146.8096,65.51,61.0,Accepted
12961,RCV-0012961,14268,2026-02-25,100,Received,RM-0029,466.9056,34.02,34.89,Accepted
13106,RCV-0013106,14427,2026-02-25,200,Received,RM-0145,172.196,29.16,28.34,Accepted
105,RCV-0000105,113,2026-02-26,300,Received,RM-0018,467.6659,26.64,25.89,Accepted
1149,RCV-0001149,1261,2026-02-26,100,Received,PC-0037,558.3625,61.52,64.28,Hold
2880,RCV-0002880,3165,2026-02-26,300,Received,RM-0057,505.3175,31.04,32.43,Accepted
3025,RCV-0003025,3324,2026-02-26,100,Received,PC-0033,368.1188,51.75,51.19,Accepted
3167,RCV-0003167,3483,2026-02-26,100,Received,RM-0049,672.9061,27.57,25.89,Accepted
4753,RCV-0004753,5228,2026-02-26,300,Received,RM-0054,227.3346,30.31,29.98,Accepted
5795,RCV-0005795,6376,2026-02-26,200,Received,PC-0079,151.3294,94.16,100.28,Accepted
5943,RCV-0005943,6535,2026-02-26,300,Received,RM-0088,414.9308,32.2,32.43,Accepted
7673,RCV-0007673,8439,2026-02-26,200,Received,PC-0076,199.3999,89.83,90.46,Hold
7817,RCV-0007817,8598,2026-02-26,100,Received,RM-0085,614.0236,31.39,29.98,Accepted
7960,RCV-0007960,8757,2026-02-26,300,Received,PC-0065,174.2603,51.63,54.46,Accepted
10441,RCV-0010441,11491,2026-02-26,100,Received,RM-0018,767.1449,27.81,25.89,Accepted
10586,RCV-0010586,11650,2026-02-26,100,Received,RM-0132,256.1861,17.27,17.71,Accepted
10731,RCV-0010731,11809,2026-02-26,100,Received,RM-0009,185.0056,19.06,18.52,Accepted
12456,RCV-0012456,13713,2026-02-26,200,Received,RM-0127,262.5178,14.0,13.61,Accepted
12601,RCV-0012601,13872,2026-02-26,300,Received,RM-0005,174.2446,14.18,15.25,Accepted
12745,RCV-0012745,14031,2026-02-26,100,Received,RM-0118,463.1864,31.1,31.61,Accepted
499,RCV-0000499,547,2026-02-27,100,Received,PC-0017,202.3515,95.97,100.28,Accepted
644,RCV-0000644,706,2026-02-27,200,Received,RM-0038,332.3719,17.08,16.89,Accepted
788,RCV-0000788,865,2026-02-27,100,Received,PC-0007,234.733,71.94,67.55,Accepted
2519,RCV-0002519,2769,2026-02-27,100,Received,RM-0035,613.6465,15.37,14.43,Accepted
2664,RCV-0002664,2928,2026-02-27,300,Received,PC-0002,463.6058,49.45,51.19,Accepted
2809,RCV-0002809,3087,2026-02-27,300,Received,RM-0026,766.5467,33.08,32.43,Accepted
5293,RCV-0005293,5821,2026-02-27,300,Received,RM-0073,397.3136,20.02,20.16,Accepted
5582,RCV-0005582,6139,2026-02-27,200,Received,RM-0065,139.3481,12.9,13.61,Accepted
7312,RCV-0007312,8043,2026-02-27,100,Received,PC-0049,332.3815,98.17,103.55,Accepted
7457,RCV-0007457,8202,2026-02-27,200,Received,RM-0062,205.4528,11.18,11.16,Accepted
7602,RCV-0007602,8361,2026-02-27,200,Received,PC-0038,101.8795,71.33,67.55,Accepted
10083,RCV-0010083,11095,2026-02-27,100,Received,PC-0094,98.8219,49.3,47.91,Accepted
10227,RCV-0010227,11254,2026-02-27,100,Received,RM-0104,217.6136,18.75,20.16,Accepted
10370,RCV-0010370,11413,2026-02-27,300,Received,PC-0084,585.1024,114.77,116.64,Accepted
12242,RCV-0012242,13476,2026-02-27,200,Received,PC-0081,211.819,110.88,106.82,Accepted
