id,invoice_number,vendor_id,po_id,invoice_date,due_date,status,amount,open_amount,match_status,journal_id
3171,VI-0003171,VEND-0004,3487,2026-06-12,2026-07-27,Open,3143.83,3143.83,Matched,23616
5370,VI-0005370,VEND-0013,5906,2026-06-12,2026-07-27,Open,24859.52,24859.52,Matched,27945
5514,VI-0005514,VEND-0006,6065,2026-06-27,2026-07-27,Open,1660.88,1660.88,Matched,28230
5621,VI-0005621,VEND-0020,6183,2026-05-28,2026-07-27,Open,13438.96,13438.96,Matched,28439
7568,VI-0007568,VEND-0046,8325,2026-06-12,2026-07-27,Open,8403.1,8403.1,Matched,32268
8361,VI-0008361,VEND-0139,9197,2026-06-12,2026-07-27,Open,9049.1,9049.1,Matched,33829
8611,VI-0008611,VEND-0005,9474,2026-05-28,2026-07-27,Open,16081.98,16081.98,Matched,34323
10806,VI-0010806,VEND-0149,11893,2026-05-28,2026-07-27,Open,3472.03,3472.03,Matched,38644
11202,VI-0011202,VEND-0011,12329,2026-05-28,2026-07-27,Open,7507.47,7507.47,Matched,39422
12497,VI-0012497,VEND-0108,13758,2026-06-27,2026-07-27,Open,1678.62,1678.62,Matched,41969
13038,VI-0013038,VEND-0060,14351,2026-06-27,2026-07-27,Open,2027.7,2027.7,Matched,43035
361,VI-0000361,VEND-0096,395,2026-06-28,2026-07-28,Open,8733.94,8733.94,Matched,18087
2415,VI-0002415,VEND-0136,2655,2026-06-13,2026-07-28,Open,22816.27,22816.27,Matched,22128
2813,VI-0002813,VEND-0013,3091,2026-06-13,2026-07-28,Open,2234.1,2234.1,Matched,22910
3207,VI-0003207,VEND-0172,3527,2026-06-13,2026-07-28,Open,10046.17,10046.17,Matched,23687
5406,VI-0005406,VEND-0136,5946,2026-06-13,2026-07-28,Open,6100.45,6100.45,Matched,28016
5549,VI-0005549,VEND-0154,6103,2026-06-13,2026-07-28,Open,24199.8,24199.8,Matched,28299
5657,VI-0005657,VEND-0035,6223,2026-05-29,2026-07-28,Open,34952.98,34952.98,Matched,28510
5947,VI-0005947,VEND-0118,6539,2026-06-13,2026-07-28,Open,3113.36,3113.36,Matched,29080
7209,VI-0007209,VEND-0100,7929,2026-06-13,2026-07-28,Open,5115.44,5115.44,Matched,31563
8001,VI-0008001,VEND-0148,8801,2026-06-13,2026-07-28,Open,15273.83,15273.83,Matched,33119
8395,VI-0008395,VEND-0176,9235,2026-05-29,2026-07-28,Open,3886.16,3886.16,Matched,33896
8539,VI-0008539,VEND-0100,9394,2026-06-13,2026-07-28,Open,6826.84,6826.84,Matched,34182
10052,VI-0010052,VEND-0044,11061,2026-05-29,2026-07-28,Open,18578.96,18578.96,Matched,37160
11382,VI-0011382,VEND-0152,12526,2026-05-29,2026-07-28,Open,9417.59,9417.59,Matched,39779
108,VI-0000108,VEND-0089,117,2026-05-30,2026-07-29,Open,2621.86,2621.86,Matched,17590
397,VI-0000397,VEND-0148,433,2026-06-14,2026-07-29,Open,2521.98,2521.98,Matched,18158
504,VI-0000504,VEND-0068,553,2026-05-30,2026-07-29,Open,7122.85,7122.85,Matched,18369
2056,VI-0002056,VEND-0019,2259,2026-06-14,2026-07-29,Open,9592.11,9592.11,Matched,21421
4901,VI-0004901,VEND-0002,5391,2026-05-30,2026-07-29,Open,18963.27,18963.27,Matched,27022
5190,VI-0005190,VEND-0163,5707,2026-06-14,2026-07-29,Open,60347.34,60347.34,Matched,27592
8179,VI-0008179,VEND-0109,8998,2026-06-14,2026-07-29,Open,11532.71,11532.71,Matched,33471
9979,VI-0009979,VEND-0106,10981,2026-06-14,2026-07-29,Open,7888.75,7888.75,Matched,37016
11022,VI-0011022,VEND-0011,12130,2026-05-30,2026-07-29,Open,5342.97,5342.97,Matched,39070
13216,VI-0013216,VEND-0092,14549,2026-05-30,2026-07-29,Open,16743.5,16743.5,Matched,43385
1081,VI-0001081,VEND-0137,1186,2026-05-31,2026-07-30,Open,55651.53,55651.53,Matched,19505
7027,VI-0007027,VEND-0051,7730,2026-06-30,2026-07-30,Open,3528.33,3528.33,Matched,31205
7676,VI-0007676,VEND-0122,8443,2026-05-31,2026-07-30,Open,1910.41,1910.41,Matched,32480
10266,VI-0010266,VEND-0128,11298,2026-05-31,2026-07-30,Open,16649.73,16649.73,Matched,37581
324,VI-0000324,VEND-0104,354,2026-06-01,2026-07-31,Open,28555.85,28555.85,Matched,18015
719,VI-0000719,VEND-0011,790,2026-06-01,2026-07-31,Open,3688.0,3688.0,Matched,18793
2523,VI-0002523,VEND-0143,2773,2026-06-01,2026-07-31,Open,6733.81,6733.81,Matched,22340
4865,VI-0004865,VEND-0115,5351,2026-06-16,2026-07-31,Open,3401.97,3401.97,Matched,26953
7064,VI-0007064,VEND-0031,7770,2026-06-16,2026-07-31,Open,26423.48,26423.48,Matched,31277
7999,VI-0007999,VEND-0151,8799,2026-06-16,2026-07-31,Open,4596.06,4596.06,Matched,33116
12102,VI-0012102,VEND-0107,13321,2026-06-01,2026-07-31,Open,48464.93,48464.93,Matched,41193
13037,VI-0013037,VEND-0071,14350,2026-06-01,2026-07-31,Open,6921.09,6921.09,Matched,43034
13433,VI-0013433,VEND-0074,14786,2026-06-01,2026-07-31,Open,2945.85,2945.85,Matched,43813
2164,VI-0002164,VEND-0011,2377,2026-06-02,2026-08-01,Open,8205.12,8205.12,Matched,21634
2450,VI-0002450,VEND-0070,2693,2026-06-17,2026-08-01,Open,3787.89,3787.89,Matched,22197
2559,VI-0002559,VEND-0170,2813,2026-06-02,2026-08-01,Open,9672.57,9672.57,Quality Hold,22411
2848,VI-0002848,VEND-0037,3129,2026-06-17,2026-08-01,Open,37952.01,37952.01,Matched,22979
7244,VI-0007244,VEND-0046,7967,2026-06-17,2026-08-01,Open,8827.82,8827.82,Matched,31631
7641,VI-0007641,VEND-0160,8403,2026-06-17,2026-08-01,Open,5041.5,5041.5,Matched,32411
9440,VI-0009440,VEND-0163,10386,2026-06-17,2026-08-01,Open,28094.11,28094.11,Matched,35953
9549,VI-0009549,VEND-0083,10506,2026-06-02,2026-08-01,Open,10898.48,10898.48,Matched,36167
11741,VI-0011741,VEND-0086,12925,2026-06-02,2026-08-01,Open,6803.29,6803.29,Matched,40483
2092,VI-0002092,VEND-0118,2297,2026-06-18,2026-08-02,Open,16640.8,16640.8,Matched,21492
2343,VI-0002343,VEND-0152,2574,2026-06-03,2026-08-02,Open,8856.04,8856.04,Matched,21987
2740,VI-0002740,VEND-0071,3010,2026-06-03,2026-08-02,Open,2753.48,2753.48,Matched,22767
3134,VI-0003134,VEND-0020,3446,2026-06-03,2026-08-02,Open,3661.74,3661.74,Matched,23544
9476,VI-0009476,VEND-0178,10426,2026-06-18,2026-08-02,Open,20203.86,20203.86,Matched,36023
9728,VI-0009728,VEND-0044,10703,2026-06-03,2026-08-02,Open,6064.99,6064.99,Matched,36520
9872,VI-0009872,VEND-0112,10862,2026-06-18,2026-08-02,Open,4673.5,4673.5,Matched,36803
11921,VI-0011921,VEND-0008,13122,2026-06-03,2026-08-02,Open,1455.71,1455.71,Matched,40836
2379,VI-0002379,VEND-0026,2614,2026-06-04,2026-08-03,Open,26568.4,26568.4,Matched,22058
9367,VI-0009367,VEND-0092,10307,2026-06-04,2026-08-03,Open,7713.91,7713.91,Matched,35810
9512,VI-0009512,VEND-0121,10466,2026-06-19,2026-08-03,Open,859.28,859.28,Matched,36094
11704,VI-0011704,VEND-0106,12885,2026-06-19,2026-08-03,Open,34168.4,34168.4,Matched,40412
12351,VI-0012351,VEND-0104,13598,2026-06-04,2026-08-03,Open,26619.61,26619.61,Matched,41683
2414,VI-0002414,VEND-0149,2654,2026-06-05,2026-08-04,Open,7997.65,7997.65,Matched,22127
4217,VI-0004217,VEND-0113,4637,2026-06-05,2026-08-04,Open,5432.05,5432.05,Matched,25678
6560,VI-0006560,VEND-0016,7215,2026-06-20,2026-08-04,Open,17300.42,17300.42,Matched,30287
11886,VI-0011886,VEND-0052,13082,2026-06-20,2026-08-04,Open,32993.39,32993.39,Matched,40768
12137,VI-0012137,VEND-0059,13359,2026-06-05,2026-08-04,Open,11369.92,11369.92,Matched,41262
12532,VI-0012532,VEND-0056,13795,2026-06-05,2026-08-04,Open,132190.79,132190.79,Matched,42038
1407,VI-0001407,VEND-0106,1545,2026-06-21,2026-08-05,Open,1735.01,1735.01,Matched,20147
4144,VI-0004144,VEND-0040,4557,2026-06-21,2026-08-05,Open,6771.95,6771.95,Matched,25534
4396,VI-0004396,VEND-0074,4834,2026-06-06,2026-08-05,Open,2768.58,2768.58,Matched,26032
5802,VI-0005802,VEND-0013,6383,2026-06-21,2026-08-05,Open,8837.87,8837.87,Matched,28794
6991,VI-0006991,VEND-0119,7689,2026-06-06,2026-08-05,Open,6073.8,6073.8,Matched,31135
7387,VI-0007387,VEND-0146,8125,2026-06-06,2026-08-05,Open,6368.71,6368.71,Matched,31912
8936,VI-0008936,VEND-0118,9831,2026-06-21,2026-08-05,Open,19779.29,19779.29,Matched,34962
2234,VI-0002234,VEND-0056,2455,2026-06-07,2026-08-06,Open,4292.81,4292.81,Matched,21773
3784,VI-0003784,VEND-0115,4161,2026-06-22,2026-08-06,Open,19029.82,19029.82,Matched,24826
7026,VI-0007026,VEND-0107,7729,2026-06-07,2026-08-06,Open,18407.83,18407.83,Matched,31204
8575,VI-0008575,VEND-0076,9435,2026-06-22,2026-08-06,Open,3044.19,3044.19,Matched,34252
11418,VI-0011418,VEND-0041,12567,2026-06-07,2026-08-06,Open,30895.74,30895.74,Matched,39849
11812,VI-0011812,VEND-0083,13003,2026-06-07,2026-08-06,Open,1457.75,1457.75,Matched,40623
1874,VI-0001874,VEND-0128,2059,2026-06-08,2026-08-07,Open,8313.84,8313.84,Matched,21065
3424,VI-0003424,VEND-0166,3765,2026-06-23,2026-08-07,Open,22824.97,22824.97,Matched,24116
11059,VI-0011059,VEND-0089,12171,2026-06-08,2026-08-07,Open,19371.7,19371.7,Matched,39142
11454,VI-0011454,VEND-0053,12607,2026-06-08,2026-08-07,Open,24315.33,24315.33,Matched,39920
13002,VI-0013002,VEND-0094,14313,2026-06-23,2026-08-07,Open,7209.74,7209.74,Matched,42965
13253,VI-0013253,VEND-0131,14590,2026-06-08,2026-08-07,Open,23490.64,23490.64,Matched,43457
1801,VI-0001801,VEND-0055,1979,2026-06-24,2026-08-08,Open,12023.69,12023.69,Matched,20922
3314,VI-0003314,VEND-0104,3646,2026-06-09,2026-08-08,Open,25045.22,25045.22,Matched,23898
4648,VI-0004648,VEND-0173,5111,2026-06-09,2026-08-08,Open,868.28,868.28,Matched,26526
6200,VI-0006200,VEND-0169,6817,2026-06-24,2026-08-08,Open,4897.93,4897.93,Matched,29578
8648,VI-0008648,VEND-0068,9513,2026-06-09,2026-08-08,Open,10851.61,10851.61,Matched,34395
10448,VI-0010448,VEND-0019,11498,2026-06-24,2026-08-08,Open,1727.49,1727.49,Matched,37939
10987,VI-0010987,VEND-0151,12091,2026-06-24,2026-08-08,Open,10213.54,10213.54,Matched,39001
11383,VI-0011383,VEND-0154,12527,2026-06-24,2026-08-08,Open,8559.86,8559.86,Matched,39780
13579,VI-0013579,VEND-0163,14946,2026-06-24,2026-08-08,Open,6485.02,6485.02,Matched,44099
756,VI-0000756,VEND-0104,831,2026-06-10,2026-08-09,Open,12087.3,12087.3,Matched,18865
2957,VI-0002957,VEND-0131,3250,2026-06-10,2026-08-09,Open,11397.84,11397.84,Matched,23193
6486,VI-0006486,VEND-0011,7134,2026-06-10,2026-08-09,Open,22395.84,22395.84,Matched,30143
8684,VI-0008684,VEND-0050,9553,2026-06-10,2026-08-09,Open,8601.84,8601.84,Matched,34465
9079,VI-0009079,VEND-0029,9989,2026-06-10,2026-08-09,Open,10940.33,10940.33,Matched,35243
13217,VI-0013217,VEND-0151,14550,2026-06-25,2026-08-09,Open,60429.41,60429.41,Quality Hold,43386
13470,VI-0013470,VEND-0143,14827,2026-06-10,2026-08-09,Open,4530.98,4530.98,Matched,43885
1082,VI-0001082,VEND-0178,1187,2026-06-26,2026-08-10,Open,1868.95,1868.95,Matched,19506
3278,VI-0003278,VEND-0037,3606,2026-06-26,2026-08-10,Open,5441.4,5441.4,Matched,23827
3532,VI-0003532,VEND-0008,3883,2026-06-11,2026-08-10,Open,4962.11,4962.11,Matched,24328
7927,VI-0007927,VEND-0017,8721,2026-06-11,2026-08-10,Open,1385.5,1385.5,Matched,32975
2777,VI-0002777,VEND-0083,3051,2026-06-12,2026-08-11,Open,1371.54,1371.54,Matched,22839
2920,VI-0002920,VEND-0151,3210,2026-06-27,2026-08-11,Open,5099.28,5099.28,Matched,23120
5765,VI-0005765,VEND-0170,6342,2026-06-12,2026-08-11,Open,10632.84,10632.84,Matched,28723
7964,VI-0007964,VEND-0005,8761,2026-06-12,2026-08-11,Open,9054.12,9054.12,Matched,33048
11094,VI-0011094,VEND-0104,12209,2026-06-12,2026-08-11,Open,1552.58,1552.58,Matched,39211
12352,VI-0012352,VEND-0092,13599,2026-06-12,2026-08-11,Open,8096.97,8096.97,Matched,41684
12749,VI-0012749,VEND-0116,14035,2026-06-12,2026-08-11,Open,5557.61,5557.61,Matched,42465
2560,VI-0002560,VEND-0172,2814,2026-06-28,2026-08-12,Open,18530.85,18530.85,Matched,22412
5155,VI-0005155,VEND-0178,5669,2026-06-28,2026-08-12,Open,8903.87,8903.87,Matched,27523
5693,VI-0005693,VEND-0091,6262,2026-06-28,2026-08-12,Open,24225.61,24225.61,Matched,28580
7606,VI-0007606,VEND-0026,8365,2026-06-13,2026-08-12,Open,7881.11,7881.11,Matched,32343
8144,VI-0008144,VEND-0146,8958,2026-06-13,2026-08-12,Open,12798.91,12798.91,Matched,33402
10339,VI-0010339,VEND-0110,11377,2026-06-13,2026-08-12,Open,4567.9,4567.9,Matched,37725
10735,VI-0010735,VEND-0152,11813,2026-06-13,2026-08-12,Open,8483.31,8483.31,Matched,38504
11994,VI-0011994,VEND-0167,13203,2026-06-13,2026-08-12,Open,26257.92,26257.92,Matched,40980
792,VI-0000792,VEND-0128,869,2026-06-14,2026-08-13,Open,23012.09,23012.09,Matched,18936
2451,VI-0002451,VEND-0116,2695,2026-06-14,2026-08-13,Open,7313.49,7313.49,Matched,22198
5333,VI-0005333,VEND-0139,5866,2026-06-29,2026-08-13,Open,9664.78,9664.78,Matched,27872
36,VI-0000036,VEND-0029,37,2026-06-15,2026-08-14,Open,10263.75,10263.75,Matched,17448
432,VI-0000432,VEND-0137,473,2026-06-15,2026-08-14,Open,33872.7,33872.7,Matched,18227
4614,VI-0004614,VEND-0094,5074,2026-06-30,2026-08-14,Open,10834.49,10834.49,Matched,26459
4828,VI-0004828,VEND-0146,5311,2026-06-15,2026-08-14,Open,31056.49,31056.49,Matched,26881
5227,VI-0005227,VEND-0080,5747,2026-06-15,2026-08-14,Open,6862.33,6862.33,Matched,27664
7388,VI-0007388,VEND-0061,8126,2026-06-30,2026-08-14,Open,8617.03,8617.03,Matched,31913
9620,VI-0009620,VEND-0086,10585,2026-06-15,2026-08-14,Open,2654.27,2654.27,Matched,36308
10015,VI-0010015,VEND-0107,11021,2026-06-15,2026-08-14,Open,4813.84,4813.84,Matched,37087
4469,VI-0004469,VEND-0176,4915,2026-06-16,2026-08-15,Open,6119.44,6119.44,Matched,26175
7461,VI-0007461,VEND-0032,8206,2026-06-16,2026-08-15,Open,3045.74,3045.74,Matched,32056
10195,VI-0010195,VEND-0068,11218,2026-06-16,2026-08-15,Open,6093.79,6093.79,Matched,37442
10590,VI-0010590,VEND-0176,11654,2026-06-16,2026-08-15,Open,18693.02,18693.02,Matched,38220
12785,VI-0012785,VEND-0074,14073,2026-06-16,2026-08-15,Open,11521.58,11521.58,Matched,42536
252,VI-0000252,VEND-0068,274,2026-06-17,2026-08-16,Open,20432.99,20432.99,Matched,17874
7100,VI-0007100,VEND-0011,7810,2026-06-17,2026-08-16,Open,15133.13,15133.13,Matched,31347
8901,VI-0008901,VEND-0083,9793,2026-06-17,2026-08-16,Open,1707.46,1707.46,Matched,34894
12030,VI-0012030,VEND-0002,13241,2026-06-17,2026-08-16,Open,8699.54,8699.54,Matched,41051
289,VI-0000289,VEND-0050,314,2026-06-18,2026-08-17,Open,3816.66,3816.66,Matched,17946
2487,VI-0002487,VEND-0020,2733,2026-06-18,2026-08-17,Open,25503.06,25503.06,Matched,22269
6882,VI-0006882,VEND-0029,7571,2026-06-18,2026-08-17,Open,27597.35,27597.35,Matched,30921
12066,VI-0012066,VEND-0029,13281,2026-06-18,2026-08-17,Open,17356.6,17356.6,Matched,41122
1730,VI-0001730,VEND-0026,1901,2026-06-19,2026-08-18,Open,35681.79,35681.79,Matched,20782
9115,VI-0009115,VEND-0071,10030,2026-06-19,2026-08-18,Open,36672.12,36672.12,Matched,35313
1766,VI-0001766,VEND-0149,1941,2026-06-20,2026-08-19,Open,3257.87,3257.87,Matched,20853
4899,VI-0004899,VEND-0113,5389,2026-06-20,2026-08-19,Open,39977.26,39977.26,Matched,27020
8757,VI-0008757,VEND-0170,9634,2026-06-20,2026-08-19,Open,23503.0,23503.0,Matched,34608
9693,VI-0009693,VEND-0056,10663,2026-06-20,2026-08-19,Open,23304.61,23304.61,Matched,36451
10951,VI-0010951,VEND-0005,12053,2026-06-20,2026-08-19,Open,23810.46,23810.46,Matched,38931
1010,VI-0001010,VEND-0044,1109,2026-06-21,2026-08-20,Open,17442.29,17442.29,Matched,19366
1947,VI-0001947,VEND-0110,2138,2026-06-21,2026-08-20,Open,853.63,853.63,Matched,21208
4541,VI-0004541,VEND-0122,4993,2026-06-21,2026-08-20,Open,37253.95,37253.95,Matched,26316
9331,VI-0009331,VEND-0065,10267,2026-06-21,2026-08-20,Open,14452.04,14452.04,Matched,35739
4181,VI-0004181,VEND-0092,4597,2026-06-22,2026-08-21,Open,15745.89,15745.89,Matched,25607
1226,VI-0001226,VEND-0128,1346,2026-06-23,2026-08-22,Open,15620.92,15620.92,Matched,19789
8612,VI-0008612,VEND-0056,9475,2026-06-23,2026-08-22,Open,6915.47,6915.47,Matched,34324
10807,VI-0010807,VEND-0053,11894,2026-06-23,2026-08-22,Open,3426.58,3426.58,Matched,38645
13398,VI-0013398,VEND-0035,14749,2026-06-23,2026-08-22,Open,44253.12,44253.12,Matched,43744
3461,VI-0003461,VEND-0146,3805,2026-06-24,2026-08-23,Open,4840.44,4840.44,Matched,24189
3999,VI-0003999,VEND-0173,4398,2026-06-24,2026-08-23,Open,7575.26,7575.26,Matched,25249
6595,VI-0006595,VEND-0005,7253,2026-06-24,2026-08-23,Open,35627.46,35627.46,Matched,30356
505,VI-0000505,VEND-0083,554,2026-06-25,2026-08-24,Open,11948.73,11948.73,Matched,18370
6235,VI-0006235,VEND-0125,6857,2026-06-25,2026-08-24,Open,8237.0,8237.0,Matched,29647
10626,VI-0010626,VEND-0116,11695,2026-06-25,2026-08-24,Open,17764.08,17764.08,Matched,38290
5875,VI-0005875,VEND-0134,6461,2026-06-26,2026-08-25,Open,4226.9,4226.9,Matched,28938
4973,VI-0004973,VEND-0011,5470,2026-06-30,2026-08-29,Open,6915.4,6915.4,Matched,27163
7749,VI-0007749,VEND-0167,8522,2026-06-30,2026-08-29,Open,5710.36,5710.36,Matched,32623
