id,forecast_version,forecast_month,item_id,site_code,customer_id,quantity,unit_price,status
3339,2026-06-SOP,2026-08,AFT-0029,100,CUST-0186,78.0,664.14,Approved
3340,2026-06-SOP,2026-08,AFT-0030,300,,12.48,526.18,Approved
3341,2026-06-SOP,2026-08,AFT-0031,100,,19.76,484.64,Approved
3342,2026-06-SOP,2026-08,AFT-0032,100,,27.04,950.13,Approved
3343,2026-06-SOP,2026-08,AFT-0033,300,CUST-0238,34.32,1445.9,Approved
3344,2026-06-SOP,2026-08,AFT-0034,100,,41.6,736.99,Approved
3345,2026-06-SOP,2026-08,AFT-0035,100,,48.88,3421.66,Approved
3346,2026-06-SOP,2026-08,AFT-0036,300,,56.16,1440.35,Approved
3347,2026-06-SOP,2026-08,AFT-0037,100,CUST-0050,63.44,4734.4,Approved
3348,2026-06-SOP,2026-08,AFT-0038,100,,70.72,2124.33,Approved
3349,2026-06-SOP,2026-08,AFT-0039,300,,78.0,12219.16,Approved
3350,2026-06-SOP,2026-08,AFT-0040,100,,12.48,822.39,Approved
3351,2026-06-SOP,2026-08,AFT-0041,100,CUST-0102,19.76,1710.34,Approved
3352,2026-06-SOP,2026-08,AFT-0042,300,,27.04,446.63,Approved
3353,2026-06-SOP,2026-08,AFT-0043,100,,34.32,1063.23,Approved
3354,2026-06-SOP,2026-08,AFT-0044,100,,41.6,1541.8,Approved
3355,2026-06-SOP,2026-08,AFT-0045,300,CUST-0154,48.88,1990.34,Approved
3356,2026-06-SOP,2026-08,AFT-0046,100,,56.16,948.77,Approved
3357,2026-06-SOP,2026-08,AFT-0047,100,,63.44,2719.51,Approved
3358,2026-06-SOP,2026-08,AFT-0048,300,,70.72,3814.99,Approved
3359,2026-06-SOP,2026-08,AFT-0049,100,CUST-0206,78.0,1074.55,Approved
3360,2026-06-SOP,2026-08,AFT-0050,100,,12.48,3744.41,Approved
3361,2026-06-SOP,2026-08,AFT-0051,300,,19.76,2067.42,Approved
3362,2026-06-SOP,2026-08,AFT-0052,100,,27.04,493.16,Approved
3363,2026-06-SOP,2026-08,AFT-0053,100,CUST-0018,34.32,692.84,Approved
3364,2026-06-SOP,2026-08,AFT-0054,300,,41.6,403.93,Approved
3365,2026-06-SOP,2026-08,AFT-0055,100,,48.88,413.81,Approved
3366,2026-06-SOP,2026-08,AFT-0056,100,,56.16,576.28,Approved
3367,2026-06-SOP,2026-08,AFT-0057,300,CUST-0070,63.44,937.29,Approved
3368,2026-06-SOP,2026-08,AFT-0058,100,,70.72,382.45,Approved
3369,2026-06-SOP,2026-08,AFT-0059,100,,78.0,422.02,Approved
3370,2026-06-SOP,2026-08,AFT-0060,300,,12.48,545.47,Approved
3371,2026-06-SOP,2026-08,CTL-0001,300,CUST-0122,19.76,3154.04,Approved
3372,2026-06-SOP,2026-08,CTL-0002,300,,27.04,1616.96,Approved
3373,2026-06-SOP,2026-08,CTL-0003,300,,34.32,2642.0,Approved
3374,2026-06-SOP,2026-08,CTL-0004,300,,41.6,2103.44,Approved
3375,2026-06-SOP,2026-08,CTL-0005,300,CUST-0174,48.88,1638.4,Approved
3376,2026-06-SOP,2026-08,CTL-0006,300,,56.16,2513.14,Approved
3377,2026-06-SOP,2026-08,CTL-0007,300,,63.44,3152.81,Approved
3378,2026-06-SOP,2026-08,CTL-0008,300,,70.72,1030.14,Approved
3379,2026-06-SOP,2026-08,CTL-0009,300,CUST-0226,78.0,2155.31,Approved
3380,2026-06-SOP,2026-08,CTL-0010,300,,12.48,4241.04,Approved
3381,2026-06-SOP,2026-08,CTL-0011,300,,19.76,4313.52,Approved
3382,2026-06-SOP,2026-08,CTL-0012,300,,27.04,6896.43,Approved
3383,2026-06-SOP,2026-08,CTL-0013,300,CUST-0038,34.32,421.31,Approved
3384,2026-06-SOP,2026-08,CTL-0014,300,,41.6,537.61,Approved
3385,2026-06-SOP,2026-08,CTL-0015,300,,48.88,732.35,Approved
3386,2026-06-SOP,2026-08,CTL-0016,300,,56.16,401.54,Approved
3387,2026-06-SOP,2026-08,CTL-0017,300,CUST-0090,63.44,367.57,Approved
3388,2026-06-SOP,2026-08,CTL-0018,300,,70.72,1037.97,Approved
3389,2026-06-SOP,2026-08,CTL-0019,300,,78.0,1552.09,Approved
3390,2026-06-SOP,2026-08,CTL-0020,300,,12.48,1073.61,Approved
3391,2026-06-SOP,2026-08,CTL-0021,300,CUST-0142,19.76,1213.21,Approved
3392,2026-06-SOP,2026-08,CTL-0022,300,,27.04,3000.17,Approved
3393,2026-06-SOP,2026-08,CTL-0023,300,,34.32,1828.13,Approved
3394,2026-06-SOP,2026-08,CTL-0024,300,,41.6,1167.46,Approved
3395,2026-06-SOP,2026-08,CTL-0025,300,CUST-0194,48.88,1879.61,Approved
3396,2026-06-SOP,2026-08,CTL-0026,300,,56.16,1606.72,Approved
3397,2026-06-SOP,2026-08,CTL-0027,300,,63.44,1644.02,Approved
3398,2026-06-SOP,2026-08,CTL-0028,300,,70.72,3370.5,Approved
3399,2026-06-SOP,2026-08,CTL-0029,300,CUST-0006,78.0,1081.35,Approved
3400,2026-06-SOP,2026-08,CTL-0030,300,,12.48,4306.68,Approved
3401,2026-06-SOP,2026-08,CTL-0031,300,,19.76,2916.96,Approved
3402,2026-06-SOP,2026-08,CTL-0032,300,,27.04,2951.41,Approved
3403,2026-06-SOP,2026-08,CTL-0033,300,CUST-0058,34.32,5656.23,Approved
3404,2026-06-SOP,2026-08,CTL-0034,300,,41.6,3041.5,Approved
3405,2026-06-SOP,2026-08,CTL-0035,300,,48.88,4406.64,Approved
3406,2026-06-SOP,2026-08,CTL-0036,300,,56.16,5442.41,Approved
3407,2026-06-SOP,2026-08,CTL-0037,300,CUST-0110,63.44,6369.84,Approved
3408,2026-06-SOP,2026-08,CTL-0038,300,,70.72,2429.78,Approved
3409,2026-06-SOP,2026-08,CTL-0039,300,,78.0,2854.21,Approved
3410,2026-06-SOP,2026-08,CTL-0040,300,,12.48,5682.14,Approved
3411,2026-06-SOP,2026-08,DRV-0001,100,CUST-0162,19.76,1684.36,Approved
3412,2026-06-SOP,2026-08,DRV-0002,200,,27.04,3244.03,Approved
3413,2026-06-SOP,2026-08,DRV-0003,100,,34.32,2854.57,Approved
3414,2026-06-SOP,2026-08,DRV-0004,200,,41.6,1126.84,Approved
3415,2026-06-SOP,2026-08,DRV-0005,100,CUST-0214,48.88,1735.42,Approved
3416,2026-06-SOP,2026-08,DRV-0006,200,,56.16,2693.59,Approved
3417,2026-06-SOP,2026-08,DRV-0007,100,,63.44,2086.0,Approved
3418,2026-06-SOP,2026-08,DRV-0008,200,,70.72,406.36,Approved
3419,2026-06-SOP,2026-08,DRV-0009,100,CUST-0026,78.0,435.44,Approved
3420,2026-06-SOP,2026-08,DRV-0010,200,,12.48,528.14,Approved
3421,2026-06-SOP,2026-08,DRV-0011,100,,19.76,1210.87,Approved
3422,2026-06-SOP,2026-08,DRV-0012,200,,27.04,352.63,Approved
3423,2026-06-SOP,2026-08,DRV-0013,100,CUST-0078,34.32,809.45,Approved
3424,2026-06-SOP,2026-08,DRV-0014,200,,41.6,1502.83,Approved
3425,2026-06-SOP,2026-08,DRV-0015,100,,48.88,1927.7,Approved
3426,2026-06-SOP,2026-08,DRV-0016,200,,56.16,545.44,Approved
3427,2026-06-SOP,2026-08,DRV-0017,100,CUST-0130,63.44,1126.14,Approved
3428,2026-06-SOP,2026-08,DRV-0018,200,,70.72,2159.93,Approved
3429,2026-06-SOP,2026-08,DRV-0019,100,,78.0,2096.4,Approved
3430,2026-06-SOP,2026-08,DRV-0020,200,,12.48,1449.68,Approved
3431,2026-06-SOP,2026-08,DRV-0021,100,CUST-0182,19.76,1578.52,Approved
3432,2026-06-SOP,2026-08,DRV-0022,200,,27.04,6560.95,Approved
3433,2026-06-SOP,2026-08,DRV-0023,100,,34.32,2081.07,Approved
3434,2026-06-SOP,2026-08,DRV-0024,200,,41.6,2355.97,Approved
3435,2026-06-SOP,2026-08,DRV-0025,100,CUST-0234,48.88,3295.38,Approved
3436,2026-06-SOP,2026-08,DRV-0026,200,,56.16,953.4,Approved
3437,2026-06-SOP,2026-08,DRV-0027,100,,63.44,1770.83,Approved
3438,2026-06-SOP,2026-08,DRV-0028,200,,70.72,3628.75,Approved
3439,2026-06-SOP,2026-08,DRV-0029,100,CUST-0046,78.0,2526.8,Approved
3440,2026-06-SOP,2026-08,DRV-0030,200,,12.48,639.6,Approved
3441,2026-06-SOP,2026-08,DRV-0031,100,,19.76,2018.83,Approved
3442,2026-06-SOP,2026-08,DRV-0032,200,,27.04,357.16,Approved
3443,2026-06-SOP,2026-08,DRV-0033,100,CUST-0098,34.32,1678.97,Approved
3444,2026-06-SOP,2026-08,DRV-0034,200,,41.6,642.41,Approved
3445,2026-06-SOP,2026-08,DRV-0035,100,,48.88,1390.95,Approved
3446,2026-06-SOP,2026-08,DRV-0036,200,,56.16,2339.36,Approved
3447,2026-06-SOP,2026-08,DRV-0037,100,CUST-0150,63.44,6384.99,Approved
3448,2026-06-SOP,2026-08,DRV-0038,200,,70.72,788.88,Approved
3449,2026-06-SOP,2026-08,DRV-0039,100,,78.0,566.56,Approved
3450,2026-06-SOP,2026-08,DRV-0040,200,,12.48,326.81,Approved
3451,2026-06-SOP,2026-08,DRV-0041,100,CUST-0202,19.76,411.3,Approved
3452,2026-06-SOP,2026-08,DRV-0042,200,,27.04,630.06,Approved
3453,2026-06-SOP,2026-08,DRV-0043,100,,34.32,908.86,Approved
3454,2026-06-SOP,2026-08,DRV-0044,200,,41.6,312.91,Approved
3455,2026-06-SOP,2026-08,DRV-0045,100,CUST-0014,48.88,549.0,Approved
3456,2026-06-SOP,2026-08,DRV-0046,200,,56.16,1290.18,Approved
3457,2026-06-SOP,2026-08,DRV-0047,100,,63.44,5574.81,Approved
3458,2026-06-SOP,2026-08,DRV-0048,200,,70.72,1387.94,Approved
3459,2026-06-SOP,2026-08,DRV-0049,100,CUST-0066,78.0,1845.83,Approved
3460,2026-06-SOP,2026-08,DRV-0050,200,,12.48,4902.03,Approved
3461,2026-06-SOP,2026-08,DRV-0051,100,,19.76,4518.53,Approved
3462,2026-06-SOP,2026-08,DRV-0052,200,,27.04,1881.35,Approved
3463,2026-06-SOP,2026-08,DRV-0053,100,CUST-0118,34.32,3670.49,Approved
3464,2026-06-SOP,2026-08,DRV-0054,200,,41.6,3565.79,Approved
3465,2026-06-SOP,2026-08,DRV-0055,100,,48.88,8182.45,Approved
3466,2026-06-SOP,2026-08,DRV-0056,200,,56.16,4604.88,Approved
3467,2026-06-SOP,2026-08,DRV-0057,100,CUST-0170,63.44,6047.16,Approved
3468,2026-06-SOP,2026-08,DRV-0058,200,,70.72,2895.26,Approved
3469,2026-06-SOP,2026-08,DRV-0059,100,,78.0,5922.14,Approved
3470,2026-06-SOP,2026-08,DRV-0060,200,,12.48,549.66,Approved
3471,2026-06-SOP,2026-08,SYS-0001,100,CUST-0222,19.76,722.81,Approved
3472,2026-06-SOP,2026-08,SYS-0002,300,,27.04,1854.09,Approved
3473,2026-06-SOP,2026-08,SYS-0003,100,,34.32,1215.35,Approved
3474,2026-06-SOP,2026-08,SYS-0004,300,,41.6,424.8,Approved
3475,2026-06-SOP,2026-08,SYS-0005,100,CUST-0034,48.88,421.74,Approved
3476,2026-06-SOP,2026-08,SYS-0006,300,,56.16,632.78,Approved
3477,2026-06-SOP,2026-08,SYS-0007,100,,63.44,1323.63,Approved
3478,2026-06-SOP,2026-08,SYS-0008,300,,70.72,325.39,Approved
3479,2026-06-SOP,2026-08,SYS-0009,100,CUST-0086,78.0,833.44,Approved
3480,2026-06-SOP,2026-08,SYS-0010,300,,12.48,1565.46,Approved
3481,2026-06-SOP,2026-08,SYS-0011,100,,19.76,1594.53,Approved
3482,2026-06-SOP,2026-08,SYS-0012,300,,27.04,777.71,Approved
3483,2026-06-SOP,2026-08,SYS-0013,100,CUST-0138,34.32,1263.45,Approved
3484,2026-06-SOP,2026-08,SYS-0014,300,,41.6,1245.69,Approved
3485,2026-06-SOP,2026-08,SYS-0015,100,,48.88,8212.78,Approved
3486,2026-06-SOP,2026-08,SYS-0016,300,,56.16,3063.95,Approved
3487,2026-06-SOP,2026-08,SYS-0017,100,CUST-0190,63.44,4415.6,Approved
3488,2026-06-SOP,2026-08,SYS-0018,300,,70.72,986.55,Approved
3489,2026-06-SOP,2026-08,SYS-0019,100,,78.0,2568.76,Approved
3490,2026-06-SOP,2026-08,SYS-0020,300,,12.48,5725.59,Approved
3491,2026-06-SOP,2026-08,SYS-0021,100,CUST-0002,19.76,2846.94,Approved
3492,2026-06-SOP,2026-08,SYS-0022,300,,27.04,7410.76,Approved
3493,2026-06-SOP,2026-08,SYS-0023,100,,34.32,3536.2,Approved
3494,2026-06-SOP,2026-08,SYS-0024,300,,41.6,8836.05,Approved
3495,2026-06-SOP,2026-08,SYS-0025,100,CUST-0054,48.88,818.44,Approved
3496,2026-06-SOP,2026-08,SYS-0026,300,,56.16,2002.44,Approved
3497,2026-06-SOP,2026-08,SYS-0027,100,,63.44,1450.07,Approved
3498,2026-06-SOP,2026-08,SYS-0028,300,,70.72,3107.59,Approved
3499,2026-06-SOP,2026-08,SYS-0029,100,CUST-0106,78.0,1731.96,Approved
3500,2026-06-SOP,2026-08,SYS-0030,300,,12.48,5013.39,Approved
3501,2026-06-SOP,2026-09,ACT-0001,100,CUST-0003,31.2,3393.07,Approved
3502,2026-06-SOP,2026-09,ACT-0002,200,,38.48,577.45,Approved
3503,2026-06-SOP,2026-09,ACT-0003,100,,45.76,2938.68,Approved
3504,2026-06-SOP,2026-09,ACT-0004,200,,53.04,302.85,Approved
3505,2026-06-SOP,2026-09,ACT-0005,100,CUST-0055,60.32,1195.71,Approved
3506,2026-06-SOP,2026-09,ACT-0006,200,,67.6,802.09,Approved
3507,2026-06-SOP,2026-09,ACT-0007,100,,74.88,4323.02,Approved
3508,2026-06-SOP,2026-09,ACT-0008,200,,9.36,325.41,Approved
3509,2026-06-SOP,2026-09,ACT-0009,100,CUST-0107,16.64,527.67,Approved
3510,2026-06-SOP,2026-09,ACT-0010,200,,23.92,3284.37,Approved
3511,2026-06-SOP,2026-09,ACT-0011,100,,31.2,621.76,Approved
3512,2026-06-SOP,2026-09,ACT-0012,200,,38.48,470.39,Approved
3513,2026-06-SOP,2026-09,ACT-0013,100,CUST-0159,45.76,571.98,Approved
3514,2026-06-SOP,2026-09,ACT-0014,200,,53.04,850.75,Approved
3515,2026-06-SOP,2026-09,ACT-0015,100,,60.32,1535.5,Approved
3516,2026-06-SOP,2026-09,ACT-0016,200,,67.6,314.86,Approved
3517,2026-06-SOP,2026-09,ACT-0017,100,CUST-0211,74.88,930.22,Approved
3518,2026-06-SOP,2026-09,ACT-0018,200,,9.36,1572.91,Approved
3519,2026-06-SOP,2026-09,ACT-0019,100,,16.64,1892.53,Approved
3520,2026-06-SOP,2026-09,ACT-0020,200,,23.92,963.38,Approved
3521,2026-06-SOP,2026-09,ACT-0021,100,CUST-0023,31.2,1450.19,Approved
3522,2026-06-SOP,2026-09,ACT-0022,200,,38.48,1414.86,Approved
3523,2026-06-SOP,2026-09,ACT-0023,100,,45.76,3351.06,Approved
3524,2026-06-SOP,2026-09,ACT-0024,200,,53.04,2938.87,Approved
3525,2026-06-SOP,2026-09,ACT-0025,100,CUST-0075,60.32,4173.42,Approved
3526,2026-06-SOP,2026-09,ACT-0026,200,,67.6,2506.29,Approved
3527,2026-06-SOP,2026-09,ACT-0027,100,,74.88,4273.51,Approved
3528,2026-06-SOP,2026-09,ACT-0028,200,,9.36,333.73,Approved
3529,2026-06-SOP,2026-09,ACT-0029,100,CUST-0127,16.64,1318.94,Approved
3530,2026-06-SOP,2026-09,ACT-0030,200,,23.92,643.14,Approved
3531,2026-06-SOP,2026-09,ACT-0031,100,,31.2,3710.38,Approved
3532,2026-06-SOP,2026-09,ACT-0032,200,,38.48,347.28,Approved
3533,2026-06-SOP,2026-09,ACT-0033,100,CUST-0179,45.76,2003.29,Approved
3534,2026-06-SOP,2026-09,ACT-0034,200,,53.04,521.08,Approved
3535,2026-06-SOP,2026-09,ACT-0035,100,,60.32,3068.53,Approved
3536,2026-06-SOP,2026-09,ACT-0036,200,,67.6,296.0,Approved
3537,2026-06-SOP,2026-09,ACT-0037,100,CUST-0231,74.88,5494.71,Approved
3538,2026-06-SOP,2026-09,ACT-0038,200,,9.36,622.01,Approved
3539,2026-06-SOP,2026-09,ACT-0039,100,,16.64,1134.13,Approved
3540,2026-06-SOP,2026-09,ACT-0040,200,,23.92,302.76,Approved
3541,2026-06-SOP,2026-09,ACT-0041,100,CUST-0043,31.2,682.35,Approved
3542,2026-06-SOP,2026-09,ACT-0042,200,,38.48,1005.42,Approved
3543,2026-06-SOP,2026-09,ACT-0043,100,,45.76,713.94,Approved
3544,2026-06-SOP,2026-09,ACT-0044,200,,53.04,277.0,Approved
3545,2026-06-SOP,2026-09,ACT-0045,100,CUST-0095,60.32,458.79,Approved
3546,2026-06-SOP,2026-09,ACT-0046,200,,67.6,811.03,Approved
3547,2026-06-SOP,2026-09,ACT-0047,100,,74.88,1161.02,Approved
3548,2026-06-SOP,2026-09,ACT-0048,200,,9.36,589.86,Approved
3549,2026-06-SOP,2026-09,ACT-0049,100,CUST-0147,16.64,1297.33,Approved
3550,2026-06-SOP,2026-09,ACT-0050,200,,23.92,1523.79,Approved
3551,2026-06-SOP,2026-09,ACT-0051,100,,31.2,6594.64,Approved
3552,2026-06-SOP,2026-09,ACT-0052,200,,38.48,950.81,Approved
3553,2026-06-SOP,2026-09,ACT-0053,100,CUST-0199,45.76,683.13,Approved
3554,2026-06-SOP,2026-09,ACT-0054,200,,53.04,5794.82,Approved
3555,2026-06-SOP,2026-09,ACT-0055,100,,60.32,3284.38,Approved
3556,2026-06-SOP,2026-09,ACT-0056,200,,67.6,966.53,Approved
3557,2026-06-SOP,2026-09,ACT-0057,100,CUST-0011,74.88,3745.03,Approved
3558,2026-06-SOP,2026-09,ACT-0058,200,,9.36,522.61,Approved
3559,2026-06-SOP,2026-09,ACT-0059,100,,16.64,1265.87,Approved
3560,2026-06-SOP,2026-09,ACT-0060,200,,23.92,325.39,Approved
3561,2026-06-SOP,2026-09,AFT-0001,100,CUST-0063,31.2,2613.91,Approved
3562,2026-06-SOP,2026-09,AFT-0002,100,,38.48,2515.69,Approved
3563,2026-06-SOP,2026-09,AFT-0003,300,,45.76,7053.19,Approved
3564,2026-06-SOP,2026-09,AFT-0004,100,,53.04,3062.37,Approved
3565,2026-06-SOP,2026-09,AFT-0005,100,CUST-0115,60.32,3383.96,Approved
3566,2026-06-SOP,2026-09,AFT-0006,300,,67.6,8463.22,Approved
3567,2026-06-SOP,2026-09,AFT-0007,100,,74.88,441.75,Approved
3568,2026-06-SOP,2026-09,AFT-0008,100,,9.36,367.12,Approved
3569,2026-06-SOP,2026-09,AFT-0009,300,CUST-0167,16.64,958.09,Approved
3570,2026-06-SOP,2026-09,AFT-0010,100,,23.92,346.63,Approved
3571,2026-06-SOP,2026-09,AFT-0011,100,,31.2,656.8,Approved
3572,2026-06-SOP,2026-09,AFT-0012,300,,38.48,1455.78,Approved
3573,2026-06-SOP,2026-09,AFT-0013,100,CUST-0219,45.76,4333.25,Approved
3574,2026-06-SOP,2026-09,AFT-0014,100,,53.04,1397.01,Approved
3575,2026-06-SOP,2026-09,AFT-0015,300,,60.32,1703.35,Approved
3576,2026-06-SOP,2026-09,AFT-0016,100,,67.6,2602.48,Approved
3577,2026-06-SOP,2026-09,AFT-0017,100,CUST-0031,74.88,2665.45,Approved
3578,2026-06-SOP,2026-09,AFT-0018,300,,9.36,833.83,Approved
3579,2026-06-SOP,2026-09,AFT-0019,100,,16.64,1115.51,Approved
3580,2026-06-SOP,2026-09,AFT-0020,100,,23.92,1152.62,Approved
3581,2026-06-SOP,2026-09,AFT-0021,300,CUST-0083,31.2,589.88,Approved
3582,2026-06-SOP,2026-09,AFT-0022,100,,38.48,341.47,Approved
3583,2026-06-SOP,2026-09,AFT-0023,100,,45.76,420.28,Approved
3584,2026-06-SOP,2026-09,AFT-0024,300,,53.04,913.31,Approved
3585,2026-06-SOP,2026-09,AFT-0025,100,CUST-0135,60.32,679.8,Approved
3586,2026-06-SOP,2026-09,AFT-0026,100,,67.6,281.97,Approved
3587,2026-06-SOP,2026-09,AFT-0027,300,,74.88,482.44,Approved
3588,2026-06-SOP,2026-09,AFT-0028,100,,9.36,522.03,Approved
3589,2026-06-SOP,2026-09,AFT-0029,100,CUST-0187,16.64,664.14,Approved
3590,2026-06-SOP,2026-09,AFT-0030,300,,23.92,526.18,Approved
3591,2026-06-SOP,2026-09,AFT-0031,100,,31.2,484.64,Approved
3592,2026-06-SOP,2026-09,AFT-0032,100,,38.48,950.13,Approved
3593,2026-06-SOP,2026-09,AFT-0033,300,CUST-0239,45.76,1445.9,Approved
3594,2026-06-SOP,2026-09,AFT-0034,100,,53.04,736.99,Approved
3595,2026-06-SOP,2026-09,AFT-0035,100,,60.32,3421.66,Approved
3596,2026-06-SOP,2026-09,AFT-0036,300,,67.6,1440.35,Approved
3597,2026-06-SOP,2026-09,AFT-0037,100,CUST-0051,74.88,4734.4,Approved
3598,2026-06-SOP,2026-09,AFT-0038,100,,9.36,2124.33,Approved
3599,2026-06-SOP,2026-09,AFT-0039,300,,16.64,12219.16,Approved
3600,2026-06-SOP,2026-09,AFT-0040,100,,23.92,822.39,Approved
3601,2026-06-SOP,2026-09,AFT-0041,100,CUST-0103,31.2,1710.34,Approved
3602,2026-06-SOP,2026-09,AFT-0042,300,,38.48,446.63,Approved
3603,2026-06-SOP,2026-09,AFT-0043,100,,45.76,1063.23,Approved
3604,2026-06-SOP,2026-09,AFT-0044,100,,53.04,1541.8,Approved
3605,2026-06-SOP,2026-09,AFT-0045,300,CUST-0155,60.32,1990.34,Approved
3606,2026-06-SOP,2026-09,AFT-0046,100,,67.6,948.77,Approved
3607,2026-06-SOP,2026-09,AFT-0047,100,,74.88,2719.51,Approved
3608,2026-06-SOP,2026-09,AFT-0048,300,,9.36,3814.99,Approved
3609,2026-06-SOP,2026-09,AFT-0049,100,CUST-0207,16.64,1074.55,Approved
3610,2026-06-SOP,2026-09,AFT-0050,100,,23.92,3744.41,Approved
3611,2026-06-SOP,2026-09,AFT-0051,300,,31.2,2067.42,Approved
3612,2026-06-SOP,2026-09,AFT-0052,100,,38.48,493.16,Approved
3613,2026-06-SOP,2026-09,AFT-0053,100,CUST-0019,45.76,692.84,Approved
3614,2026-06-SOP,2026-09,AFT-0054,300,,53.04,403.93,Approved
3615,2026-06-SOP,2026-09,AFT-0055,100,,60.32,413.81,Approved
3616,2026-06-SOP,2026-09,AFT-0056,100,,67.6,576.28,Approved
3617,2026-06-SOP,2026-09,AFT-0057,300,CUST-0071,74.88,937.29,Approved
3618,2026-06-SOP,2026-09,AFT-0058,100,,9.36,382.45,Approved
3619,2026-06-SOP,2026-09,AFT-0059,100,,16.64,422.02,Approved
3620,2026-06-SOP,2026-09,AFT-0060,300,,23.92,545.47,Approved
3621,2026-06-SOP,2026-09,CTL-0001,300,CUST-0123,31.2,3154.04,Approved
3622,2026-06-SOP,2026-09,CTL-0002,300,,38.48,1616.96,Approved
3623,2026-06-SOP,2026-09,CTL-0003,300,,45.76,2642.0,Approved
3624,2026-06-SOP,2026-09,CTL-0004,300,,53.04,2103.44,Approved
3625,2026-06-SOP,2026-09,CTL-0005,300,CUST-0175,60.32,1638.4,Approved
3626,2026-06-SOP,2026-09,CTL-0006,300,,67.6,2513.14,Approved
3627,2026-06-SOP,2026-09,CTL-0007,300,,74.88,3152.81,Approved
3628,2026-06-SOP,2026-09,CTL-0008,300,,9.36,1030.14,Approved
3629,2026-06-SOP,2026-09,CTL-0009,300,CUST-0227,16.64,2155.31,Approved
3630,2026-06-SOP,2026-09,CTL-0010,300,,23.92,4241.04,Approved
3631,2026-06-SOP,2026-09,CTL-0011,300,,31.2,4313.52,Approved
3632,2026-06-SOP,2026-09,CTL-0012,300,,38.48,6896.43,Approved
3633,2026-06-SOP,2026-09,CTL-0013,300,CUST-0039,45.76,421.31,Approved
3634,2026-06-SOP,2026-09,CTL-0014,300,,53.04,537.61,Approved
3635,2026-06-SOP,2026-09,CTL-0015,300,,60.32,732.35,Approved
3636,2026-06-SOP,2026-09,CTL-0016,300,,67.6,401.54,Approved
3637,2026-06-SOP,2026-09,CTL-0017,300,CUST-0091,74.88,367.57,Approved
3638,2026-06-SOP,2026-09,CTL-0018,300,,9.36,1037.97,Approved
3639,2026-06-SOP,2026-09,CTL-0019,300,,16.64,1552.09,Approved
3640,2026-06-SOP,2026-09,CTL-0020,300,,23.92,1073.61,Approved
3641,2026-06-SOP,2026-09,CTL-0021,300,CUST-0143,31.2,1213.21,Approved
3642,2026-06-SOP,2026-09,CTL-0022,300,,38.48,3000.17,Approved
3643,2026-06-SOP,2026-09,CTL-0023,300,,45.76,1828.13,Approved
3644,2026-06-SOP,2026-09,CTL-0024,300,,53.04,1167.46,Approved
3645,2026-06-SOP,2026-09,CTL-0025,300,CUST-0195,60.32,1879.61,Approved
3646,2026-06-SOP,2026-09,CTL-0026,300,,67.6,1606.72,Approved
3647,2026-06-SOP,2026-09,CTL-0027,300,,74.88,1644.02,Approved
3648,2026-06-SOP,2026-09,CTL-0028,300,,9.36,3370.5,Approved
3649,2026-06-SOP,2026-09,CTL-0029,300,CUST-0007,16.64,1081.35,Approved
3650,2026-06-SOP,2026-09,CTL-0030,300,,23.92,4306.68,Approved
3651,2026-06-SOP,2026-09,CTL-0031,300,,31.2,2916.96,Approved
3652,2026-06-SOP,2026-09,CTL-0032,300,,38.48,2951.41,Approved
3653,2026-06-SOP,2026-09,CTL-0033,300,CUST-0059,45.76,5656.23,Approved
3654,2026-06-SOP,2026-09,CTL-0034,300,,53.04,3041.5,Approved
3655,2026-06-SOP,2026-09,CTL-0035,300,,60.32,4406.64,Approved
3656,2026-06-SOP,2026-09,CTL-0036,300,,67.6,5442.41,Approved
3657,2026-06-SOP,2026-09,CTL-0037,300,CUST-0111,74.88,6369.84,Approved
3658,2026-06-SOP,2026-09,CTL-0038,300,,9.36,2429.78,Approved
3659,2026-06-SOP,2026-09,CTL-0039,300,,16.64,2854.21,Approved
3660,2026-06-SOP,2026-09,CTL-0040,300,,23.92,5682.14,Approved
3661,2026-06-SOP,2026-09,DRV-0001,100,CUST-0163,31.2,1684.36,Approved
3662,2026-06-SOP,2026-09,DRV-0002,200,,38.48,3244.03,Approved
3663,2026-06-SOP,2026-09,DRV-0003,100,,45.76,2854.57,Approved
3664,2026-06-SOP,2026-09,DRV-0004,200,,53.04,1126.84,Approved
3665,2026-06-SOP,2026-09,DRV-0005,100,CUST-0215,60.32,1735.42,Approved
3666,2026-06-SOP,2026-09,DRV-0006,200,,67.6,2693.59,Approved
3667,2026-06-SOP,2026-09,DRV-0007,100,,74.88,2086.0,Approved
3668,2026-06-SOP,2026-09,DRV-0008,200,,9.36,406.36,Approved
3669,2026-06-SOP,2026-09,DRV-0009,100,CUST-0027,16.64,435.44,Approved
3670,2026-06-SOP,2026-09,DRV-0010,200,,23.92,528.14,Approved
3671,2026-06-SOP,2026-09,DRV-0011,100,,31.2,1210.87,Approved
3672,2026-06-SOP,2026-09,DRV-0012,200,,38.48,352.63,Approved
3673,2026-06-SOP,2026-09,DRV-0013,100,CUST-0079,45.76,809.45,Approved
3674,2026-06-SOP,2026-09,DRV-0014,200,,53.04,1502.83,Approved
3675,2026-06-SOP,2026-09,DRV-0015,100,,60.32,1927.7,Approved
3676,2026-06-SOP,2026-09,DRV-0016,200,,67.6,545.44,Approved
3677,2026-06-SOP,2026-09,DRV-0017,100,CUST-0131,74.88,1126.14,Approved
