id,routing_id,operation_number,work_center_code,setup_hours,run_hours_per_unit,queue_hours,outside_processing,yield_percent
449,100,20,WC-200-01,0.31,0.315,5.0,0,0.979
450,100,30,WC-200-03,0.31,0.34,1.0,0,0.985
451,101,10,WC-100-08,0.39,0.315,3.0,1,0.982
452,101,20,WC-100-02,0.39,0.34,5.0,0,0.979
453,101,30,WC-100-04,0.39,0.04,1.0,0,0.985
454,101,40,WC-100-06,0.39,0.065,3.0,0,0.982
455,102,10,WC-200-01,0.47,0.34,3.0,0,0.982
456,102,20,WC-200-03,0.47,0.04,5.0,0,0.979
457,102,30,WC-200-05,0.47,0.065,1.0,0,0.985
458,102,40,WC-200-07,0.47,0.09,3.0,0,0.982
459,102,50,WC-200-01,0.47,0.115,5.0,0,0.979
460,103,10,WC-100-02,0.55,0.04,3.0,0,0.982
461,103,20,WC-100-04,0.55,0.065,5.0,0,0.979
462,103,30,WC-100-06,0.55,0.09,1.0,0,0.985
463,103,40,WC-100-08,0.55,0.115,3.0,1,0.982
464,103,50,WC-100-02,0.55,0.14,5.0,0,0.979
465,103,60,WC-100-04,0.55,0.165,1.0,0,0.985
466,104,10,WC-200-03,0.63,0.065,3.0,0,0.982
467,104,20,WC-200-05,0.63,0.09,5.0,0,0.979
468,104,30,WC-200-07,0.63,0.115,1.0,0,0.985
469,105,10,WC-100-04,0.15,0.09,3.0,0,0.982
470,105,20,WC-100-06,0.15,0.115,5.0,0,0.979
471,105,30,WC-100-08,0.15,0.14,1.0,1,0.985
472,105,40,WC-100-02,0.15,0.165,3.0,0,0.982
473,106,10,WC-200-05,0.23,0.115,3.0,0,0.982
474,106,20,WC-200-07,0.23,0.14,5.0,0,0.979
475,106,30,WC-200-01,0.23,0.165,1.0,0,0.985
476,106,40,WC-200-03,0.23,0.19,3.0,0,0.982
477,106,50,WC-200-05,0.23,0.215,5.0,0,0.979
478,107,10,WC-100-06,0.31,0.14,3.0,0,0.982
479,107,20,WC-100-08,0.31,0.165,5.0,1,0.979
480,107,30,WC-100-02,0.31,0.19,1.0,0,0.985
481,107,40,WC-100-04,0.31,0.215,3.0,0,0.982
482,107,50,WC-100-06,0.31,0.24,5.0,0,0.979
483,107,60,WC-100-08,0.31,0.265,1.0,1,0.985
484,108,10,WC-200-07,0.39,0.165,3.0,0,0.982
485,108,20,WC-200-01,0.39,0.19,5.0,0,0.979
486,108,30,WC-200-03,0.39,0.215,1.0,0,0.985
487,109,10,WC-100-08,0.47,0.19,3.0,1,0.982
488,109,20,WC-100-02,0.47,0.215,5.0,0,0.979
489,109,30,WC-100-04,0.47,0.24,1.0,0,0.985
490,109,40,WC-100-06,0.47,0.265,3.0,0,0.982
491,110,10,WC-200-01,0.55,0.215,3.0,0,0.982
492,110,20,WC-200-03,0.55,0.24,5.0,0,0.979
493,110,30,WC-200-05,0.55,0.265,1.0,0,0.985
494,110,40,WC-200-07,0.55,0.29,3.0,0,0.982
495,110,50,WC-200-01,0.55,0.315,5.0,0,0.979
496,111,10,WC-100-02,0.63,0.24,3.0,0,0.982
497,111,20,WC-100-04,0.63,0.265,5.0,0,0.979
498,111,30,WC-100-06,0.63,0.29,1.0,0,0.985
499,111,40,WC-100-08,0.63,0.315,3.0,1,0.982
500,111,50,WC-100-02,0.63,0.34,5.0,0,0.979
501,111,60,WC-100-04,0.63,0.04,1.0,0,0.985
502,112,10,WC-200-03,0.15,0.265,3.0,0,0.982
503,112,20,WC-200-05,0.15,0.29,5.0,0,0.979
504,112,30,WC-200-07,0.15,0.315,1.0,0,0.985
505,113,10,WC-100-04,0.23,0.29,3.0,0,0.982
506,113,20,WC-100-06,0.23,0.315,5.0,0,0.979
507,113,30,WC-100-08,0.23,0.34,1.0,1,0.985
508,113,40,WC-100-02,0.23,0.04,3.0,0,0.982
509,114,10,WC-200-05,0.31,0.315,3.0,0,0.982
510,114,20,WC-200-07,0.31,0.34,5.0,0,0.979
511,114,30,WC-200-01,0.31,0.04,1.0,0,0.985
512,114,40,WC-200-03,0.31,0.065,3.0,0,0.982
513,114,50,WC-200-05,0.31,0.09,5.0,0,0.979
514,115,10,WC-100-06,0.39,0.34,3.0,0,0.982
515,115,20,WC-100-08,0.39,0.04,5.0,1,0.979
516,115,30,WC-100-02,0.39,0.065,1.0,0,0.985
517,115,40,WC-100-04,0.39,0.09,3.0,0,0.982
518,115,50,WC-100-06,0.39,0.115,5.0,0,0.979
519,115,60,WC-100-08,0.39,0.14,1.0,1,0.985
520,116,10,WC-200-07,0.47,0.04,3.0,0,0.982
521,116,20,WC-200-01,0.47,0.065,5.0,0,0.979
522,116,30,WC-200-03,0.47,0.09,1.0,0,0.985
523,117,10,WC-100-08,0.55,0.065,3.0,1,0.982
524,117,20,WC-100-02,0.55,0.09,5.0,0,0.979
525,117,30,WC-100-04,0.55,0.115,1.0,0,0.985
526,117,40,WC-100-06,0.55,0.14,3.0,0,0.982
527,118,10,WC-200-01,0.63,0.09,3.0,0,0.982
528,118,20,WC-200-03,0.63,0.115,5.0,0,0.979
529,118,30,WC-200-05,0.63,0.14,1.0,0,0.985
530,118,40,WC-200-07,0.63,0.165,3.0,0,0.982
531,118,50,WC-200-01,0.63,0.19,5.0,0,0.979
532,119,10,WC-100-02,0.15,0.115,3.0,0,0.982
533,119,20,WC-100-04,0.15,0.14,5.0,0,0.979
534,119,30,WC-100-06,0.15,0.165,1.0,0,0.985
535,119,40,WC-100-08,0.15,0.19,3.0,1,0.982
536,119,50,WC-100-02,0.15,0.215,5.0,0,0.979
537,119,60,WC-100-04,0.15,0.24,1.0,0,0.985
538,120,10,WC-200-03,0.23,0.14,3.0,0,0.982
539,120,20,WC-200-05,0.23,0.165,5.0,0,0.979
540,120,30,WC-200-07,0.23,0.19,1.0,0,0.985
541,121,10,WC-100-04,0.31,0.165,3.0,0,0.982
542,121,20,WC-100-06,0.31,0.19,5.0,0,0.979
543,121,30,WC-100-08,0.31,0.215,1.0,1,0.985
544,121,40,WC-100-02,0.31,0.24,3.0,0,0.982
545,122,10,WC-200-05,0.39,0.19,3.0,0,0.982
546,122,20,WC-200-07,0.39,0.215,5.0,0,0.979
547,122,30,WC-200-01,0.39,0.24,1.0,0,0.985
548,122,40,WC-200-03,0.39,0.265,3.0,0,0.982
549,122,50,WC-200-05,0.39,0.29,5.0,0,0.979
550,123,10,WC-100-06,0.47,0.215,3.0,0,0.982
551,123,20,WC-100-08,0.47,0.24,5.0,1,0.979
552,123,30,WC-100-02,0.47,0.265,1.0,0,0.985
553,123,40,WC-100-04,0.47,0.29,3.0,0,0.982
554,123,50,WC-100-06,0.47,0.315,5.0,0,0.979
555,123,60,WC-100-08,0.47,0.34,1.0,1,0.985
556,124,10,WC-200-07,0.55,0.24,3.0,0,0.982
557,124,20,WC-200-01,0.55,0.265,5.0,0,0.979
558,124,30,WC-200-03,0.55,0.29,1.0,0,0.985
559,125,10,WC-100-08,0.63,0.265,3.0,1,0.982
560,125,20,WC-100-02,0.63,0.29,5.0,0,0.979
561,125,30,WC-100-04,0.63,0.315,1.0,0,0.985
562,125,40,WC-100-06,0.63,0.34,3.0,0,0.982
563,126,10,WC-200-01,0.15,0.29,3.0,0,0.982
564,126,20,WC-200-03,0.15,0.315,5.0,0,0.979
565,126,30,WC-200-05,0.15,0.34,1.0,0,0.985
566,126,40,WC-200-07,0.15,0.04,3.0,0,0.982
567,126,50,WC-200-01,0.15,0.065,5.0,0,0.979
568,127,10,WC-100-02,0.23,0.315,3.0,0,0.982
569,127,20,WC-100-04,0.23,0.34,5.0,0,0.979
570,127,30,WC-100-06,0.23,0.04,1.0,0,0.985
571,127,40,WC-100-08,0.23,0.065,3.0,1,0.982
572,127,50,WC-100-02,0.23,0.09,5.0,0,0.979
573,127,60,WC-100-04,0.23,0.115,1.0,0,0.985
574,128,10,WC-200-03,0.31,0.34,3.0,0,0.982
575,128,20,WC-200-05,0.31,0.04,5.0,0,0.979
576,128,30,WC-200-07,0.31,0.065,1.0,0,0.985
577,129,10,WC-100-04,0.39,0.04,3.0,0,0.982
578,129,20,WC-100-06,0.39,0.065,5.0,0,0.979
579,129,30,WC-100-08,0.39,0.09,1.0,1,0.985
580,129,40,WC-100-02,0.39,0.115,3.0,0,0.982
581,130,10,WC-200-05,0.47,0.065,3.0,0,0.982
582,130,20,WC-200-07,0.47,0.09,5.0,0,0.979
583,130,30,WC-200-01,0.47,0.115,1.0,0,0.985
584,130,40,WC-200-03,0.47,0.14,3.0,0,0.982
585,130,50,WC-200-05,0.47,0.165,5.0,0,0.979
586,131,10,WC-100-06,0.55,0.09,3.0,0,0.982
587,131,20,WC-100-08,0.55,0.115,5.0,1,0.979
588,131,30,WC-100-02,0.55,0.14,1.0,0,0.985
589,131,40,WC-100-04,0.55,0.165,3.0,0,0.982
590,131,50,WC-100-06,0.55,0.19,5.0,0,0.979
591,131,60,WC-100-08,0.55,0.215,1.0,1,0.985
592,132,10,WC-200-07,0.63,0.115,3.0,0,0.982
593,132,20,WC-200-01,0.63,0.14,5.0,0,0.979
594,132,30,WC-200-03,0.63,0.165,1.0,0,0.985
595,133,10,WC-100-08,0.15,0.14,3.0,1,0.982
596,133,20,WC-100-02,0.15,0.165,5.0,0,0.979
597,133,30,WC-100-04,0.15,0.19,1.0,0,0.985
598,133,40,WC-100-06,0.15,0.215,3.0,0,0.982
599,134,10,WC-200-01,0.23,0.165,3.0,0,0.982
600,134,20,WC-200-03,0.23,0.19,5.0,0,0.979
601,134,30,WC-200-05,0.23,0.215,1.0,0,0.985
602,134,40,WC-200-07,0.23,0.24,3.0,0,0.982
603,134,50,WC-200-01,0.23,0.265,5.0,0,0.979
604,135,10,WC-100-02,0.31,0.19,3.0,0,0.982
605,135,20,WC-100-04,0.31,0.215,5.0,0,0.979
606,135,30,WC-100-06,0.31,0.24,1.0,0,0.985
607,135,40,WC-100-08,0.31,0.265,3.0,1,0.982
608,135,50,WC-100-02,0.31,0.29,5.0,0,0.979
609,135,60,WC-100-04,0.31,0.315,1.0,0,0.985
610,136,10,WC-200-03,0.39,0.215,3.0,0,0.982
611,136,20,WC-200-05,0.39,0.24,5.0,0,0.979
612,136,30,WC-200-07,0.39,0.265,1.0,0,0.985
613,137,10,WC-100-04,0.47,0.24,3.0,0,0.982
614,137,20,WC-100-06,0.47,0.265,5.0,0,0.979
615,137,30,WC-100-08,0.47,0.29,1.0,1,0.985
616,137,40,WC-100-02,0.47,0.315,3.0,0,0.982
617,138,10,WC-200-05,0.55,0.265,3.0,0,0.982
618,138,20,WC-200-07,0.55,0.29,5.0,0,0.979
619,138,30,WC-200-01,0.55,0.315,1.0,0,0.985
620,138,40,WC-200-03,0.55,0.34,3.0,0,0.982
621,138,50,WC-200-05,0.55,0.04,5.0,0,0.979
622,139,10,WC-100-06,0.63,0.29,3.0,0,0.982
623,139,20,WC-100-08,0.63,0.315,5.0,1,0.979
624,139,30,WC-100-02,0.63,0.34,1.0,0,0.985
625,139,40,WC-100-04,0.63,0.04,3.0,0,0.982
626,139,50,WC-100-06,0.63,0.065,5.0,0,0.979
627,139,60,WC-100-08,0.63,0.09,1.0,1,0.985
628,140,10,WC-200-07,0.15,0.315,3.0,0,0.982
629,140,20,WC-200-01,0.15,0.34,5.0,0,0.979
630,140,30,WC-200-03,0.15,0.04,1.0,0,0.985
631,141,10,WC-100-08,0.23,0.34,3.0,1,0.982
632,141,20,WC-100-02,0.23,0.04,5.0,0,0.979
633,141,30,WC-100-04,0.23,0.065,1.0,0,0.985
634,141,40,WC-100-06,0.23,0.09,3.0,0,0.982
635,142,10,WC-200-01,0.31,0.04,3.0,0,0.982
636,142,20,WC-200-03,0.31,0.065,5.0,0,0.979
637,142,30,WC-200-05,0.31,0.09,1.0,0,0.985
638,142,40,WC-200-07,0.31,0.115,3.0,0,0.982
639,142,50,WC-200-01,0.31,0.14,5.0,0,0.979
640,143,10,WC-100-02,0.39,0.065,3.0,0,0.982
641,143,20,WC-100-04,0.39,0.09,5.0,0,0.979
642,143,30,WC-100-06,0.39,0.115,1.0,0,0.985
643,143,40,WC-100-08,0.39,0.14,3.0,1,0.982
644,143,50,WC-100-02,0.39,0.165,5.0,0,0.979
645,143,60,WC-100-04,0.39,0.19,1.0,0,0.985
646,144,10,WC-200-03,0.47,0.09,3.0,0,0.982
647,144,20,WC-200-05,0.47,0.115,5.0,0,0.979
648,144,30,WC-200-07,0.47,0.14,1.0,0,0.985
649,145,10,WC-100-04,0.55,0.115,3.0,0,0.982
650,145,20,WC-100-06,0.55,0.14,5.0,0,0.979
651,145,30,WC-100-08,0.55,0.165,1.0,1,0.985
652,145,40,WC-100-02,0.55,0.19,3.0,0,0.982
653,146,10,WC-200-05,0.63,0.14,3.0,0,0.982
654,146,20,WC-200-07,0.63,0.165,5.0,0,0.979
655,146,30,WC-200-01,0.63,0.19,1.0,0,0.985
656,146,40,WC-200-03,0.63,0.215,3.0,0,0.982
657,146,50,WC-200-05,0.63,0.24,5.0,0,0.979
658,147,10,WC-100-06,0.15,0.165,3.0,0,0.982
659,147,20,WC-100-08,0.15,0.19,5.0,1,0.979
660,147,30,WC-100-02,0.15,0.215,1.0,0,0.985
661,147,40,WC-100-04,0.15,0.24,3.0,0,0.982
662,147,50,WC-100-06,0.15,0.265,5.0,0,0.979
663,147,60,WC-100-08,0.15,0.29,1.0,1,0.985
664,148,10,WC-200-07,0.23,0.19,3.0,0,0.982
665,148,20,WC-200-01,0.23,0.215,5.0,0,0.979
666,148,30,WC-200-03,0.23,0.24,1.0,0,0.985
667,149,10,WC-100-08,0.31,0.215,3.0,1,0.982
668,149,20,WC-100-02,0.31,0.24,5.0,0,0.979
669,149,30,WC-100-04,0.31,0.265,1.0,0,0.985
670,149,40,WC-100-06,0.31,0.29,3.0,0,0.982
671,150,10,WC-200-01,0.39,0.24,3.0,0,0.982
672,150,20,WC-200-03,0.39,0.265,5.0,0,0.979
673,150,30,WC-200-05,0.39,0.29,1.0,0,0.985
674,150,40,WC-200-07,0.39,0.315,3.0,0,0.982
675,150,50,WC-200-01,0.39,0.34,5.0,0,0.979
676,151,10,WC-100-02,0.47,0.265,3.0,0,0.982
677,151,20,WC-100-04,0.47,0.29,5.0,0,0.979
678,151,30,WC-100-06,0.47,0.315,1.0,0,0.985
679,151,40,WC-100-08,0.47,0.34,3.0,1,0.982
680,151,50,WC-100-02,0.47,0.04,5.0,0,0.979
681,151,60,WC-100-04,0.47,0.065,1.0,0,0.985
682,152,10,WC-200-03,0.55,0.29,3.0,0,0.982
683,152,20,WC-200-05,0.55,0.315,5.0,0,0.979
684,152,30,WC-200-07,0.55,0.34,1.0,0,0.985
685,153,10,WC-100-04,0.63,0.315,3.0,0,0.982
686,153,20,WC-100-06,0.63,0.34,5.0,0,0.979
687,153,30,WC-100-08,0.63,0.04,1.0,1,0.985
688,153,40,WC-100-02,0.63,0.065,3.0,0,0.982
689,154,10,WC-200-05,0.15,0.34,3.0,0,0.982
690,154,20,WC-200-07,0.15,0.04,5.0,0,0.979
691,154,30,WC-200-01,0.15,0.065,1.0,0,0.985
692,154,40,WC-200-03,0.15,0.09,3.0,0,0.982
693,154,50,WC-200-05,0.15,0.115,5.0,0,0.979
694,155,10,WC-100-06,0.23,0.04,3.0,0,0.982
695,155,20,WC-100-08,0.23,0.065,5.0,1,0.979
696,155,30,WC-100-02,0.23,0.09,1.0,0,0.985
697,155,40,WC-100-04,0.23,0.115,3.0,0,0.982
698,155,50,WC-100-06,0.23,0.14,5.0,0,0.979
699,155,60,WC-100-08,0.23,0.165,1.0,1,0.985
700,156,10,WC-200-07,0.31,0.065,3.0,0,0.982
701,156,20,WC-200-01,0.31,0.09,5.0,0,0.979
702,156,30,WC-200-03,0.31,0.115,1.0,0,0.985
703,157,10,WC-100-08,0.39,0.09,3.0,1,0.982
704,157,20,WC-100-02,0.39,0.115,5.0,0,0.979
705,157,30,WC-100-04,0.39,0.14,1.0,0,0.985
706,157,40,WC-100-06,0.39,0.165,3.0,0,0.982
707,158,10,WC-200-01,0.47,0.115,3.0,0,0.982
708,158,20,WC-200-03,0.47,0.14,5.0,0,0.979
709,158,30,WC-200-05,0.47,0.165,1.0,0,0.985
710,158,40,WC-200-07,0.47,0.19,3.0,0,0.982
711,158,50,WC-200-01,0.47,0.215,5.0,0,0.979
712,159,10,WC-100-02,0.55,0.14,3.0,0,0.982
713,159,20,WC-100-04,0.55,0.165,5.0,0,0.979
714,159,30,WC-100-06,0.55,0.19,1.0,0,0.985
715,159,40,WC-100-08,0.55,0.215,3.0,1,0.982
716,159,50,WC-100-02,0.55,0.24,5.0,0,0.979
717,159,60,WC-100-04,0.55,0.265,1.0,0,0.985
718,160,10,WC-200-03,0.63,0.165,3.0,0,0.982
719,160,20,WC-200-05,0.63,0.19,5.0,0,0.979
720,160,30,WC-200-07,0.63,0.215,1.0,0,0.985
721,161,10,WC-100-04,0.15,0.19,3.0,0,0.982
722,161,20,WC-100-06,0.15,0.215,5.0,0,0.979
723,161,30,WC-100-08,0.15,0.24,1.0,1,0.985
724,161,40,WC-100-02,0.15,0.265,3.0,0,0.982
725,162,10,WC-200-05,0.23,0.215,3.0,0,0.982
726,162,20,WC-200-07,0.23,0.24,5.0,0,0.979
727,162,30,WC-200-01,0.23,0.265,1.0,0,0.985
728,162,40,WC-200-03,0.23,0.29,3.0,0,0.982
729,162,50,WC-200-05,0.23,0.315,5.0,0,0.979
730,163,10,WC-100-06,0.31,0.24,3.0,0,0.982
731,163,20,WC-100-08,0.31,0.265,5.0,1,0.979
732,163,30,WC-100-02,0.31,0.29,1.0,0,0.985
733,163,40,WC-100-04,0.31,0.315,3.0,0,0.982
734,163,50,WC-100-06,0.31,0.34,5.0,0,0.979
735,163,60,WC-100-08,0.31,0.04,1.0,1,0.985
736,164,10,WC-200-07,0.39,0.265,3.0,0,0.982
737,164,20,WC-200-01,0.39,0.29,5.0,0,0.979
738,164,30,WC-200-03,0.39,0.315,1.0,0,0.985
739,165,10,WC-100-08,0.47,0.29,3.0,1,0.982
740,165,20,WC-100-02,0.47,0.315,5.0,0,0.979
741,165,30,WC-100-04,0.47,0.34,1.0,0,0.985
742,165,40,WC-100-06,0.47,0.04,3.0,0,0.982
743,166,10,WC-200-01,0.55,0.315,3.0,0,0.982
744,166,20,WC-200-03,0.55,0.34,5.0,0,0.979
745,166,30,WC-200-05,0.55,0.04,1.0,0,0.985
746,166,40,WC-200-07,0.55,0.065,3.0,0,0.982
747,166,50,WC-200-01,0.55,0.09,5.0,0,0.979
748,167,10,WC-100-02,0.63,0.34,3.0,0,0.982
749,167,20,WC-100-04,0.63,0.04,5.0,0,0.979
750,167,30,WC-100-06,0.63,0.065,1.0,0,0.985
751,167,40,WC-100-08,0.63,0.09,3.0,1,0.982
752,167,50,WC-100-02,0.63,0.115,5.0,0,0.979
753,167,60,WC-100-04,0.63,0.14,1.0,0,0.985
754,168,10,WC-200-03,0.15,0.04,3.0,0,0.982
755,168,20,WC-200-05,0.15,0.065,5.0,0,0.979
756,168,30,WC-200-07,0.15,0.09,1.0,0,0.985
757,169,10,WC-100-04,0.23,0.065,3.0,0,0.982
758,169,20,WC-100-06,0.23,0.09,5.0,0,0.979
759,169,30,WC-100-08,0.23,0.115,1.0,1,0.985
760,169,40,WC-100-02,0.23,0.14,3.0,0,0.982
761,170,10,WC-200-05,0.31,0.09,3.0,0,0.982
762,170,20,WC-200-07,0.31,0.115,5.0,0,0.979
763,170,30,WC-200-01,0.31,0.14,1.0,0,0.985
764,170,40,WC-200-03,0.31,0.165,3.0,0,0.982
765,170,50,WC-200-05,0.31,0.19,5.0,0,0.979
766,171,10,WC-100-06,0.39,0.115,3.0,0,0.982
767,171,20,WC-100-08,0.39,0.14,5.0,1,0.979
768,171,30,WC-100-02,0.39,0.165,1.0,0,0.985
769,171,40,WC-100-04,0.39,0.19,3.0,0,0.982
770,171,50,WC-100-06,0.39,0.215,5.0,0,0.979
771,171,60,WC-100-08,0.39,0.24,1.0,1,0.985
772,172,10,WC-200-07,0.47,0.14,3.0,0,0.982
773,172,20,WC-200-01,0.47,0.165,5.0,0,0.979
774,172,30,WC-200-03,0.47,0.19,1.0,0,0.985
775,173,10,WC-100-08,0.55,0.165,3.0,1,0.982
776,173,20,WC-100-02,0.55,0.19,5.0,0,0.979
777,173,30,WC-100-04,0.55,0.215,1.0,0,0.985
778,173,40,WC-100-06,0.55,0.24,3.0,0,0.982
779,174,10,WC-200-01,0.63,0.19,3.0,0,0.982
780,174,20,WC-200-03,0.63,0.215,5.0,0,0.979
781,174,30,WC-200-05,0.63,0.24,1.0,0,0.985
782,174,40,WC-200-07,0.63,0.265,3.0,0,0.982
783,174,50,WC-200-01,0.63,0.29,5.0,0,0.979
784,175,10,WC-100-02,0.15,0.215,3.0,0,0.982
785,175,20,WC-100-04,0.15,0.24,5.0,0,0.979
786,175,30,WC-100-06,0.15,0.265,1.0,0,0.985
787,175,40,WC-100-08,0.15,0.29,3.0,1,0.982
788,175,50,WC-100-02,0.15,0.315,5.0,0,0.979
789,175,60,WC-100-04,0.15,0.34,1.0,0,0.985
790,176,10,WC-200-03,0.23,0.24,3.0,0,0.982
791,176,20,WC-200-05,0.23,0.265,5.0,0,0.979
792,176,30,WC-200-07,0.23,0.29,1.0,0,0.985
793,177,10,WC-100-04,0.31,0.265,3.0,0,0.982
794,177,20,WC-100-06,0.31,0.29,5.0,0,0.979
795,177,30,WC-100-08,0.31,0.315,1.0,1,0.985
796,177,40,WC-100-02,0.31,0.34,3.0,0,0.982
797,178,10,WC-200-05,0.39,0.29,3.0,0,0.982
798,178,20,WC-200-07,0.39,0.315,5.0,0,0.979
799,178,30,WC-200-01,0.39,0.34,1.0,0,0.985
800,178,40,WC-200-03,0.39,0.04,3.0,0,0.982
801,178,50,WC-200-05,0.39,0.065,5.0,0,0.979
802,179,10,WC-100-06,0.47,0.315,3.0,0,0.982
803,179,20,WC-100-08,0.47,0.34,5.0,1,0.979
804,179,30,WC-100-02,0.47,0.04,1.0,0,0.985
805,179,40,WC-100-04,0.47,0.065,3.0,0,0.982
806,179,50,WC-100-06,0.47,0.09,5.0,0,0.979
807,179,60,WC-100-08,0.47,0.115,1.0,1,0.985
808,180,10,WC-200-07,0.55,0.34,3.0,0,0.982
809,180,20,WC-200-01,0.55,0.04,5.0,0,0.979
810,180,30,WC-200-03,0.55,0.065,1.0,0,0.985
811,181,10,WC-100-08,0.63,0.04,3.0,1,0.982
812,181,20,WC-100-02,0.63,0.065,5.0,0,0.979
813,181,30,WC-100-04,0.63,0.09,1.0,0,0.985
814,181,40,WC-100-06,0.63,0.115,3.0,0,0.982
815,182,10,WC-200-01,0.15,0.065,3.0,0,0.982
816,182,20,WC-200-03,0.15,0.09,5.0,0,0.979
817,182,30,WC-200-05,0.15,0.115,1.0,0,0.985
818,182,40,WC-200-07,0.15,0.14,3.0,0,0.982
819,182,50,WC-200-01,0.15,0.165,5.0,0,0.979
820,183,10,WC-100-02,0.23,0.09,3.0,0,0.982
821,183,20,WC-100-04,0.23,0.115,5.0,0,0.979
822,183,30,WC-100-06,0.23,0.14,1.0,0,0.985
823,183,40,WC-100-08,0.23,0.165,3.0,1,0.982
824,183,50,WC-100-02,0.23,0.19,5.0,0,0.979
825,183,60,WC-100-04,0.23,0.215,1.0,0,0.985
826,184,10,WC-200-03,0.31,0.115,3.0,0,0.982
827,184,20,WC-200-05,0.31,0.14,5.0,0,0.979
828,184,30,WC-200-07,0.31,0.165,1.0,0,0.985
829,185,10,WC-100-04,0.39,0.14,3.0,0,0.982
830,185,20,WC-100-06,0.39,0.165,5.0,0,0.979
831,185,30,WC-100-08,0.39,0.19,1.0,1,0.985
832,185,40,WC-100-02,0.39,0.215,3.0,0,0.982
833,186,10,WC-200-05,0.47,0.165,3.0,0,0.982
834,186,20,WC-200-07,0.47,0.19,5.0,0,0.979
835,186,30,WC-200-01,0.47,0.215,1.0,0,0.985
836,186,40,WC-200-03,0.47,0.24,3.0,0,0.982
837,186,50,WC-200-05,0.47,0.265,5.0,0,0.979
838,187,10,WC-100-06,0.55,0.19,3.0,0,0.982
839,187,20,WC-100-08,0.55,0.215,5.0,1,0.979
840,187,30,WC-100-02,0.55,0.24,1.0,0,0.985
841,187,40,WC-100-04,0.55,0.265,3.0,0,0.982
842,187,50,WC-100-06,0.55,0.29,5.0,0,0.979
843,187,60,WC-100-08,0.55,0.315,1.0,1,0.985
844,188,10,WC-200-07,0.63,0.215,3.0,0,0.982
845,188,20,WC-200-01,0.63,0.24,5.0,0,0.979
846,188,30,WC-200-03,0.63,0.265,1.0,0,0.985
847,189,10,WC-100-08,0.15,0.24,3.0,1,0.982
848,189,20,WC-100-02,0.15,0.265,5.0,0,0.979
849,189,30,WC-100-04,0.15,0.29,1.0,0,0.985
850,189,40,WC-100-06,0.15,0.315,3.0,0,0.982
851,190,10,WC-200-01,0.23,0.265,3.0,0,0.982
852,190,20,WC-200-03,0.23,0.29,5.0,0,0.979
853,190,30,WC-200-05,0.23,0.315,1.0,0,0.985
854,190,40,WC-200-07,0.23,0.34,3.0,0,0.982
855,190,50,WC-200-01,0.23,0.04,5.0,0,0.979
856,191,10,WC-100-02,0.31,0.29,3.0,0,0.982
857,191,20,WC-100-04,0.31,0.315,5.0,0,0.979
858,191,30,WC-100-06,0.31,0.34,1.0,0,0.985
859,191,40,WC-100-08,0.31,0.04,3.0,1,0.982
860,191,50,WC-100-02,0.31,0.065,5.0,0,0.979
861,191,60,WC-100-04,0.31,0.09,1.0,0,0.985
862,192,10,WC-200-03,0.39,0.315,3.0,0,0.982
863,192,20,WC-200-05,0.39,0.34,5.0,0,0.979
864,192,30,WC-200-07,0.39,0.04,1.0,0,0.985
865,193,10,WC-100-04,0.47,0.34,3.0,0,0.982
866,193,20,WC-100-06,0.47,0.04,5.0,0,0.979
867,193,30,WC-100-08,0.47,0.065,1.0,1,0.985
868,193,40,WC-100-02,0.47,0.09,3.0,0,0.982
869,194,10,WC-200-05,0.55,0.04,3.0,0,0.982
870,194,20,WC-200-07,0.55,0.065,5.0,0,0.979
871,194,30,WC-200-01,0.55,0.09,1.0,0,0.985
872,194,40,WC-200-03,0.55,0.115,3.0,0,0.982
873,194,50,WC-200-05,0.55,0.14,5.0,0,0.979
874,195,10,WC-100-06,0.63,0.065,3.0,0,0.982
875,195,20,WC-100-08,0.63,0.09,5.0,1,0.979
876,195,30,WC-100-02,0.63,0.115,1.0,0,0.985
877,195,40,WC-100-04,0.63,0.14,3.0,0,0.982
878,195,50,WC-100-06,0.63,0.165,5.0,0,0.979
879,195,60,WC-100-08,0.63,0.19,1.0,1,0.985
880,196,10,WC-200-07,0.15,0.09,3.0,0,0.982
881,196,20,WC-200-01,0.15,0.115,5.0,0,0.979
882,196,30,WC-200-03,0.15,0.14,1.0,0,0.985
883,197,10,WC-100-08,0.23,0.115,3.0,1,0.982
884,197,20,WC-100-02,0.23,0.14,5.0,0,0.979
885,197,30,WC-100-04,0.23,0.165,1.0,0,0.985
886,197,40,WC-100-06,0.23,0.19,3.0,0,0.982
887,198,10,WC-200-01,0.31,0.14,3.0,0,0.982
888,198,20,WC-200-03,0.31,0.165,5.0,0,0.979
889,198,30,WC-200-05,0.31,0.19,1.0,0,0.985
890,198,40,WC-200-07,0.31,0.215,3.0,0,0.982
891,198,50,WC-200-01,0.31,0.24,5.0,0,0.979
892,199,10,WC-100-02,0.39,0.165,3.0,0,0.982
893,199,20,WC-100-04,0.39,0.19,5.0,0,0.979
894,199,30,WC-100-06,0.39,0.215,1.0,0,0.985
895,199,40,WC-100-08,0.39,0.24,3.0,1,0.982
896,199,50,WC-100-02,0.39,0.265,5.0,0,0.979
897,199,60,WC-100-04,0.39,0.29,1.0,0,0.985
