id,po_number,vendor_id,site_code,order_date,expected_date,buyer_employee_id,status,currency,line_number,item_id,order_quantity,received_quantity,unit_price
14591,PO-014591,VEND-0143,100,2026-06-08,2026-07-01,EMP-0571,Open,USD,10,RM-0094,592.765,0.0,11.68
14629,PO-014629,VEND-0154,300,2026-05-01,2026-07-01,EMP-0609,Open,USD,10,PC-0081,499.5304,0.0,108.0
991,PO-000991,VEND-0078,200,2026-06-24,2026-07-02,EMP-0591,Open,USD,10,PC-0089,255.5024,0.0,129.68
1029,PO-001029,VEND-0106,100,2026-05-17,2026-07-02,EMP-0569,Open,USD,10,RM-0105,350.1442,0.0,21.21
2338,PO-002338,VEND-0096,100,2026-05-28,2026-07-02,EMP-0618,Open,USD,10,PC-0035,297.3253,0.0,58.37
3647,PO-003647,VEND-0092,100,2026-06-08,2026-07-02,EMP-0607,Open,USD,10,RM-0007,446.3601,0.0,17.08
4956,PO-004956,VEND-0178,300,2026-06-19,2026-07-02,EMP-0596,Open,USD,10,RM-0069,59.7553,0.0,17.08
4994,PO-004994,VEND-0163,300,2026-05-12,2026-07-02,EMP-0574,Open,USD,10,PC-0054,56.5143,0.0,125.55
6303,PO-006303,VEND-0120,200,2026-05-23,2026-07-02,EMP-0563,Open,USD,10,RM-0023,240.2729,0.0,31.39
7612,PO-007612,VEND-0039,300,2026-06-03,2026-07-02,EMP-0612,Open,USD,10,RM-0086,666.0621,0.0,32.25
8921,PO-008921,VEND-0170,200,2026-06-14,2026-07-02,EMP-0601,Open,USD,10,PC-0013,478.373,0.0,91.29
8959,PO-008959,VEND-0161,100,2026-05-07,2026-07-02,EMP-0579,Open,USD,10,RM-0040,367.2486,0.0,17.22
10230,PO-010230,VEND-0151,300,2026-06-25,2026-07-02,EMP-0590,Open,USD,10,PC-0089,323.9556,0.0,139.25
10268,PO-010268,VEND-0119,100,2026-05-18,2026-07-02,EMP-0568,Open,USD,10,RM-0106,99.4164,0.0,20.27
11577,PO-011577,VEND-0096,300,2026-05-29,2026-07-02,EMP-0617,Open,USD,10,PC-0035,228.6254,0.0,53.69
12886,PO-012886,VEND-0092,200,2026-06-09,2026-07-02,EMP-0606,Open,USD,10,RM-0007,157.5636,0.0,15.71
12924,PO-012924,VEND-0006,200,2026-05-02,2026-07-02,EMP-0584,Open,USD,10,RM-0125,374.1331,0.0,11.57
14195,PO-014195,VEND-0036,100,2026-06-20,2026-07-02,EMP-0595,Open,USD,10,RM-0070,438.7767,0.0,16.47
14233,PO-014233,VEND-0176,100,2026-05-13,2026-07-02,EMP-0573,Open,USD,10,PC-0055,169.1643,0.0,119.0
633,PO-000633,VEND-0128,300,2026-05-29,2026-07-03,EMP-0593,Open,USD,10,RM-0079,102.8785,0.0,24.22
1942,PO-001942,VEND-0053,300,2026-06-09,2026-07-03,EMP-0582,Open,USD,10,PC-0004,57.6866,0.0,55.77
3251,PO-003251,VEND-0167,200,2026-06-20,2026-07-03,EMP-0571,Open,USD,10,PC-0082,231.7966,0.0,106.35
3289,PO-003289,VEND-0002,200,2026-05-13,2026-07-03,EMP-0609,Open,USD,10,RM-0097,566.008,0.0,14.46
4598,PO-004598,VEND-0146,300,2026-05-24,2026-07-03,EMP-0598,Open,USD,10,PC-0025,448.6888,0.0,126.71
5907,PO-005907,VEND-0028,300,2026-06-04,2026-07-03,EMP-0587,Open,USD,10,PC-0099,279.4329,0.0,64.41
7216,PO-007216,VEND-0100,300,2026-06-15,2026-07-03,EMP-0576,Open,USD,10,RM-0063,437.2219,0.0,12.0
7254,PO-007254,VEND-0059,200,2026-05-08,2026-07-03,EMP-0614,Open,USD,10,PC-0046,145.849,0.0,97.29
8525,PO-008525,VEND-0126,100,2026-06-26,2026-07-03,EMP-0565,Open,USD,10,RM-0135,220.2519,0.0,20.2
8563,PO-008563,VEND-0042,200,2026-05-19,2026-07-03,EMP-0603,Open,USD,10,RM-0017,205.5824,0.0,26.02
9872,PO-009872,VEND-0141,100,2026-05-30,2026-07-03,EMP-0592,Open,USD,10,RM-0080,600.2317,0.0,26.87
11181,PO-011181,VEND-0066,100,2026-06-10,2026-07-03,EMP-0581,Open,USD,10,PC-0005,374.7698,0.0,63.32
11219,PO-011219,VEND-0070,300,2026-05-03,2026-07-03,EMP-0619,Open,USD,10,RM-0033,225.0211,0.0,13.75
12490,PO-012490,VEND-0011,300,2026-06-21,2026-07-03,EMP-0570,Open,USD,10,PC-0082,230.2061,0.0,114.27
12528,PO-012528,VEND-0015,100,2026-05-14,2026-07-03,EMP-0608,Open,USD,10,RM-0098,849.6308,0.0,16.38
13837,PO-013837,VEND-0159,100,2026-05-25,2026-07-03,EMP-0597,Open,USD,10,PC-0026,199.4299,0.0,139.33
237,PO-000237,VEND-0022,100,2026-06-10,2026-07-04,EMP-0617,Open,USD,10,RM-0057,406.2007,0.0,34.83
1546,PO-001546,VEND-0019,200,2026-06-21,2026-07-04,EMP-0606,Open,USD,10,RM-0126,137.1021,0.0,13.75
1584,PO-001584,VEND-0131,100,2026-05-14,2026-07-04,EMP-0584,Open,USD,10,RM-0010,722.3533,0.0,18.51
2893,PO-002893,VEND-0050,100,2026-05-25,2026-07-04,EMP-0573,Open,USD,10,RM-0073,415.5437,0.0,19.29
4202,PO-004202,VEND-0099,300,2026-06-05,2026-07-04,EMP-0562,Open,USD,10,RM-0146,297.7041,0.0,27.91
5511,PO-005511,VEND-0076,300,2026-06-16,2026-07-04,EMP-0611,Open,USD,10,PC-0075,264.6118,0.0,83.44
5549,PO-005549,VEND-0091,200,2026-05-09,2026-07-04,EMP-0589,Open,USD,10,RM-0090,83.6838,0.0,33.83
6820,PO-006820,VEND-0101,100,2026-06-27,2026-07-04,EMP-0600,Open,USD,10,RM-0041,222.1223,0.0,18.51
6858,PO-006858,VEND-0029,300,2026-05-20,2026-07-04,EMP-0578,Open,USD,10,PC-0016,71.0984,0.0,96.32
8167,PO-008167,VEND-0130,100,2026-05-31,2026-07-04,EMP-0567,Open,USD,10,PC-0093,172.4629,0.0,44.33
9476,PO-009476,VEND-0022,200,2026-06-11,2026-07-04,EMP-0616,Open,USD,10,RM-0057,186.8055,0.0,32.2
9514,PO-009514,VEND-0135,300,2026-05-04,2026-07-04,EMP-0594,Open,USD,10,PC-0038,484.2462,0.0,69.51
10785,PO-010785,VEND-0166,300,2026-06-22,2026-07-04,EMP-0605,Open,USD,10,RM-0126,320.3276,0.0,12.71
10823,PO-010823,VEND-0131,200,2026-05-15,2026-07-04,EMP-0583,Open,USD,10,RM-0010,355.3822,0.0,19.9
12132,PO-012132,VEND-0050,200,2026-05-26,2026-07-04,EMP-0572,Open,USD,10,RM-0073,188.9435,0.0,20.74
13441,PO-013441,VEND-0112,100,2026-06-06,2026-07-04,EMP-0561,Open,USD,10,RM-0147,53.8349,0.0,30.85
14750,PO-014750,VEND-0051,100,2026-06-17,2026-07-04,EMP-0610,Open,USD,10,PC-0076,215.1244,0.0,93.08
14788,PO-014788,VEND-0091,300,2026-05-10,2026-07-04,EMP-0588,Open,USD,10,RM-0090,283.6439,0.0,36.28
1188,PO-001188,VEND-0026,300,2026-05-26,2026-07-05,EMP-0608,Open,USD,10,PC-0085,261.9311,0.0,127.7
2497,PO-002497,VEND-0111,300,2026-06-06,2026-07-05,EMP-0597,Open,USD,10,RM-0050,578.3134,0.0,28.45
3806,PO-003806,VEND-0108,200,2026-06-17,2026-07-05,EMP-0586,Open,USD,10,RM-0119,53.0873,0.0,34.54
3844,PO-003844,VEND-0040,300,2026-05-10,2026-07-05,EMP-0564,Open,USD,10,RM-0003,521.8889,0.0,12.9
5115,PO-005115,VEND-0076,100,2026-06-28,2026-07-05,EMP-0575,Open,USD,10,PC-0048,300.8991,0.0,106.8
5153,PO-005153,VEND-0139,300,2026-05-21,2026-07-05,EMP-0613,Open,USD,10,RM-0066,190.7082,0.0,13.68
6462,PO-006462,VEND-0175,200,2026-06-01,2026-07-05,EMP-0602,Open,USD,10,RM-0138,480.2937,0.0,21.43
7771,PO-007771,VEND-0152,100,2026-06-12,2026-07-05,EMP-0591,Open,USD,10,PC-0067,499.9286,0.0,57.83
7809,PO-007809,VEND-0180,200,2026-05-05,2026-07-05,EMP-0569,Open,USD,10,RM-0083,453.5331,0.0,27.89
9080,PO-009080,VEND-0141,300,2026-06-23,2026-07-05,EMP-0580,Open,USD,10,RM-0034,631.5138,0.0,12.9
9118,PO-009118,VEND-0118,200,2026-05-16,2026-07-05,EMP-0618,Open,USD,10,PC-0009,227.0195,0.0,72.9
10427,PO-010427,VEND-0039,100,2026-05-27,2026-07-05,EMP-0607,Open,USD,10,PC-0086,118.8444,0.0,121.22
11736,PO-011736,VEND-0124,100,2026-06-07,2026-07-05,EMP-0596,Open,USD,10,RM-0051,647.7133,0.0,27.08
13045,PO-013045,VEND-0026,300,2026-06-18,2026-07-05,EMP-0585,Open,USD,10,RM-0119,512.1971,0.0,31.91
13083,PO-013083,VEND-0053,100,2026-05-11,2026-07-05,EMP-0563,Open,USD,10,RM-0004,294.4915,0.0,14.72
14392,PO-014392,VEND-0152,100,2026-05-22,2026-07-05,EMP-0612,Open,USD,10,RM-0067,584.9434,0.0,15.56
792,PO-000792,VEND-0048,300,2026-06-07,2026-07-06,EMP-0572,Open,USD,10,PC-0059,265.3339,0.0,139.01
2101,PO-002101,VEND-0005,100,2026-06-18,2026-07-06,EMP-0561,Open,USD,10,RM-0028,751.3556,0.0,34.75
2139,PO-002139,VEND-0151,100,2026-05-11,2026-07-06,EMP-0599,Open,USD,10,RM-0150,325.9986,0.0,34.25
3410,PO-003410,VEND-0051,200,2026-06-29,2026-07-06,EMP-0610,Open,USD,10,RM-0091,144.9798,0.0,35.59
3448,PO-003448,VEND-0115,300,2026-05-22,2026-07-06,EMP-0588,Open,USD,10,PC-0078,208.8433,0.0,102.43
4757,PO-004757,VEND-0033,100,2026-06-02,2026-07-06,EMP-0577,Open,USD,10,RM-0044,801.1119,0.0,23.02
6066,PO-006066,VEND-0171,300,2026-06-13,2026-07-06,EMP-0566,Open,USD,10,RM-0110,185.1124,0.0,26.47
6104,PO-006104,VEND-0169,300,2026-05-06,2026-07-06,EMP-0604,Open,USD,10,PC-0096,336.6097,0.0,51.14
7375,PO-007375,VEND-0116,300,2026-06-24,2026-07-06,EMP-0615,Open,USD,10,PC-0039,136.412,0.0,74.79
7413,PO-007413,VEND-0061,300,2026-05-17,2026-07-06,EMP-0593,Open,USD,10,RM-0060,326.4921,0.0,32.76
8722,PO-008722,VEND-0084,100,2026-05-28,2026-07-06,EMP-0582,Open,USD,10,RM-0131,314.8822,0.0,15.86
10031,PO-010031,VEND-0061,100,2026-06-08,2026-07-06,EMP-0571,Open,USD,10,PC-0060,642.9783,0.0,131.04
11340,PO-011340,VEND-0001,200,2026-06-19,2026-07-06,EMP-0560,Open,USD,10,RM-0028,484.1053,0.0,31.99
11378,PO-011378,VEND-0151,200,2026-05-12,2026-07-06,EMP-0598,Open,USD,10,RM-0150,75.8671,0.0,31.62
12687,PO-012687,VEND-0128,100,2026-05-23,2026-07-06,EMP-0587,Open,USD,10,PC-0079,242.0542,0.0,97.77
13996,PO-013996,VEND-0033,200,2026-06-03,2026-07-06,EMP-0576,Open,USD,10,RM-0044,242.4213,0.0,21.26
396,PO-000396,VEND-0044,300,2026-06-19,2026-07-07,EMP-0596,Open,USD,10,PC-0031,214.2234,0.0,43.52
434,PO-000434,VEND-0163,100,2026-05-12,2026-07-07,EMP-0574,Open,USD,10,RM-0054,872.4878,0.0,30.31
1705,PO-001705,VEND-0026,300,2026-06-30,2026-07-07,EMP-0585,Open,USD,10,RM-0004,894.6533,0.0,14.07
1743,PO-001743,VEND-0160,100,2026-05-23,2026-07-07,EMP-0563,Open,USD,10,RM-0123,463.2093,0.0,36.1
3052,PO-003052,VEND-0137,100,2026-06-03,2026-07-07,EMP-0612,Open,USD,10,PC-0052,468.8419,0.0,114.62
4361,PO-004361,VEND-0094,200,2026-06-14,2026-07-07,EMP-0601,Open,USD,10,RM-0021,236.8509,0.0,28.65
4399,PO-004399,VEND-0060,100,2026-05-07,2026-07-07,EMP-0579,Open,USD,10,RM-0143,79.331,0.0,27.97
5670,PO-005670,VEND-0091,200,2026-06-25,2026-07-07,EMP-0590,Open,USD,10,RM-0084,176.0249,0.0,29.48
5708,PO-005708,VEND-0024,300,2026-05-18,2026-07-07,EMP-0568,Open,USD,10,PC-0071,219.2335,0.0,77.57
7017,PO-007017,VEND-0135,100,2026-05-29,2026-07-07,EMP-0617,Open,USD,10,RM-0038,471.9768,0.0,17.68
8326,PO-008326,VEND-0080,200,2026-06-09,2026-07-07,EMP-0606,Open,USD,10,RM-0103,68.4981,0.0,20.25
9635,PO-009635,VEND-0156,100,2026-06-20,2026-07-07,EMP-0595,Open,USD,10,PC-0032,322.0296,0.0,50.16
9673,PO-009673,VEND-0163,200,2026-05-13,2026-07-07,EMP-0573,Open,USD,10,RM-0054,436.6254,0.0,27.88
10982,PO-010982,VEND-0160,200,2026-05-24,2026-07-07,EMP-0562,Open,USD,10,RM-0123,169.4731,0.0,33.21
12291,PO-012291,VEND-0137,200,2026-06-04,2026-07-07,EMP-0611,Open,USD,10,PC-0052,282.9327,0.0,105.43
13600,PO-013600,VEND-0041,300,2026-06-15,2026-07-07,EMP-0600,Open,USD,10,RM-0021,25.1177,0.0,26.36
13638,PO-013638,VEND-0060,200,2026-05-08,2026-07-07,EMP-0578,Open,USD,10,RM-0143,731.3373,0.0,25.8
14909,PO-014909,VEND-0013,300,2026-06-26,2026-07-07,EMP-0589,Open,USD,10,RM-0084,72.5592,0.0,27.12
14947,PO-014947,VEND-0037,100,2026-05-19,2026-07-07,EMP-0567,Open,USD,10,PC-0072,522.3952,0.0,74.74
38,PO-000038,VEND-0044,200,2026-05-24,2026-07-08,EMP-0598,Open,USD,10,RM-0031,334.511,0.0,10.78
1347,PO-001347,VEND-0143,300,2026-06-04,2026-07-08,EMP-0587,Open,USD,10,RM-0094,42.875,0.0,11.57
2656,PO-002656,VEND-0107,200,2026-06-15,2026-07-08,EMP-0576,Open,USD,10,PC-0022,31.5564,0.0,112.67
2694,PO-002694,VEND-0072,100,2026-05-08,2026-07-08,EMP-0614,Open,USD,10,RM-0047,305.0683,0.0,24.3
3965,PO-003965,VEND-0066,300,2026-06-26,2026-07-08,EMP-0565,Open,USD,10,PC-0097,145.1103,0.0,55.77
4003,PO-004003,VEND-0043,300,2026-05-19,2026-07-08,EMP-0603,Open,USD,10,RM-0114,571.9653,0.0,28.4
5312,PO-005312,VEND-0020,100,2026-05-30,2026-07-08,EMP-0592,Open,USD,10,PC-0043,42.0406,0.0,84.08
6621,PO-006621,VEND-0016,200,2026-06-10,2026-07-08,EMP-0581,Open,USD,10,RM-0015,368.2559,0.0,23.48
7930,PO-007930,VEND-0131,100,2026-06-21,2026-07-08,EMP-0570,Open,USD,10,RM-0078,116.804,0.0,24.3
7968,PO-007968,VEND-0113,100,2026-05-14,2026-07-08,EMP-0608,Open,USD,10,PC-0064,30.8541,0.0,53.14
9277,PO-009277,VEND-0044,300,2026-05-25,2026-07-08,EMP-0597,Open,USD,10,RM-0031,159.5642,0.0,11.58
10586,PO-010586,VEND-0156,100,2026-06-05,2026-07-08,EMP-0586,Open,USD,10,RM-0095,281.2527,0.0,13.29
11895,PO-011895,VEND-0016,100,2026-06-16,2026-07-08,EMP-0575,Open,USD,10,PC-0023,221.8927,0.0,124.47
11933,PO-011933,VEND-0072,200,2026-05-09,2026-07-08,EMP-0613,Open,USD,10,RM-0047,269.9306,0.0,26.04
13204,PO-013204,VEND-0015,100,2026-06-27,2026-07-08,EMP-0564,Open,USD,10,PC-0098,658.9347,0.0,63.32
13242,PO-013242,VEND-0056,100,2026-05-20,2026-07-08,EMP-0602,Open,USD,10,RM-0115,331.1719,0.0,31.32
14551,PO-014551,VEND-0020,300,2026-05-31,2026-07-08,EMP-0591,Open,USD,10,PC-0043,290.3023,0.0,90.12
951,PO-000951,VEND-0011,300,2026-06-16,2026-07-09,EMP-0611,Open,USD,10,RM-0070,245.0986,0.0,19.02
989,PO-000989,VEND-0009,100,2026-05-09,2026-07-09,EMP-0589,Open,USD,10,PC-0056,586.9088,0.0,121.02
2260,PO-002260,VEND-0041,100,2026-06-27,2026-07-09,EMP-0600,Open,USD,10,RM-0144,292.5042,0.0,29.56
2298,PO-002298,VEND-0133,200,2026-05-20,2026-07-09,EMP-0578,Open,USD,10,RM-0024,103.0032,0.0,29.48
3607,PO-003607,VEND-0052,300,2026-05-31,2026-07-09,EMP-0567,Open,USD,10,RM-0087,347.4182,0.0,30.25
4916,PO-004916,VEND-0003,200,2026-06-11,2026-07-09,EMP-0616,Open,USD,10,PC-0014,76.0803,0.0,86.57
6225,PO-006225,VEND-0106,300,2026-06-22,2026-07-09,EMP-0605,Open,USD,10,PC-0090,189.8063,0.0,130.42
6263,PO-006263,VEND-0132,100,2026-05-15,2026-07-09,EMP-0583,Open,USD,10,RM-0107,209.41,0.0,22.45
7572,PO-007572,VEND-0109,300,2026-05-26,2026-07-09,EMP-0572,Open,USD,10,PC-0036,198.0812,0.0,60.57
8881,PO-008881,VEND-0105,200,2026-06-06,2026-07-09,EMP-0561,Open,USD,10,RM-0008,249.2834,0.0,17.59
10190,PO-010190,VEND-0171,100,2026-06-17,2026-07-09,EMP-0610,Open,USD,10,RM-0071,555.8953,0.0,18.39
10228,PO-010228,VEND-0009,200,2026-05-10,2026-07-09,EMP-0588,Open,USD,10,PC-0056,78.9301,0.0,130.13
11499,PO-011499,VEND-0073,200,2026-06-28,2026-07-09,EMP-0599,Open,USD,10,RM-0144,202.5334,0.0,27.33
11537,PO-011537,VEND-0133,300,2026-05-21,2026-07-09,EMP-0577,Open,USD,10,RM-0024,102.0985,0.0,31.69
12846,PO-012846,VEND-0065,100,2026-06-01,2026-07-09,EMP-0566,Open,USD,10,RM-0088,78.4546,0.0,33.37
14155,PO-014155,VEND-0056,300,2026-06-12,2026-07-09,EMP-0615,Open,USD,10,PC-0014,435.8337,0.0,93.08
555,PO-000555,VEND-0016,100,2026-06-28,2026-07-10,EMP-0575,Open,USD,10,RM-0048,370.5698,0.0,25.8
593,PO-000593,VEND-0172,100,2026-05-21,2026-07-10,EMP-0613,Open,USD,10,PC-0027,498.9002,0.0,141.65
1902,PO-001902,VEND-0014,100,2026-06-01,2026-07-10,EMP-0602,Open,USD,10,RM-0001,185.5389,0.0,12.76
3211,PO-003211,VEND-0113,300,2026-06-12,2026-07-10,EMP-0591,Open,USD,10,RM-0064,438.5344,0.0,13.63
4520,PO-004520,VEND-0081,100,2026-06-23,2026-07-10,EMP-0580,Open,USD,10,RM-0136,402.0942,0.0,22.34
4558,PO-004558,VEND-0055,200,2026-05-16,2026-07-10,EMP-0618,Open,USD,10,RM-0018,485.7123,0.0,24.54
5867,PO-005867,VEND-0154,100,2026-05-27,2026-07-10,EMP-0607,Open,USD,10,RM-0081,238.2032,0.0,25.32
7176,PO-007176,VEND-0079,100,2026-06-07,2026-07-10,EMP-0596,Open,USD,10,PC-0006,93.5147,0.0,60.94
8485,PO-008485,VEND-0146,100,2026-06-18,2026-07-10,EMP-0585,Open,USD,10,PC-0084,400.4847,0.0,110.57
8523,PO-008523,VEND-0028,200,2026-05-11,2026-07-10,EMP-0563,Open,USD,10,RM-0099,192.6047,0.0,15.81
9794,PO-009794,VEND-0085,300,2026-06-29,2026-07-10,EMP-0574,Open,USD,10,RM-0048,141.8241,0.0,23.77
9832,PO-009832,VEND-0172,300,2026-05-22,2026-07-10,EMP-0612,Open,USD,10,PC-0027,161.5101,0.0,130.87
11141,PO-011141,VEND-0014,300,2026-06-02,2026-07-10,EMP-0601,Open,USD,10,RM-0001,32.3304,0.0,11.79
12450,PO-012450,VEND-0031,100,2026-06-13,2026-07-10,EMP-0590,Open,USD,10,RM-0065,207.2683,0.0,13.39
13759,PO-013759,VEND-0149,200,2026-06-24,2026-07-10,EMP-0579,Open,USD,10,RM-0136,162.2443,0.0,20.64
13797,PO-013797,VEND-0055,300,2026-05-17,2026-07-10,EMP-0617,Open,USD,10,RM-0018,467.6659,0.0,26.41
197,PO-000197,VEND-0112,300,2026-06-02,2026-07-11,EMP-0577,Open,USD,10,RM-0147,466.3011,0.0,30.58
1506,PO-001506,VEND-0089,300,2026-06-13,2026-07-11,EMP-0566,Open,USD,10,PC-0076,448.9405,0.0,92.27
2815,PO-002815,VEND-0056,100,2026-06-24,2026-07-11,EMP-0615,Open,USD,10,RM-0042,320.6988,0.0,20.56
2853,PO-002853,VEND-0055,200,2026-05-17,2026-07-11,EMP-0593,Open,USD,10,PC-0018,564.3004,0.0,109.35
4162,PO-004162,VEND-0143,300,2026-05-28,2026-07-11,EMP-0582,Open,USD,10,PC-0094,615.3777,0.0,50.59
5471,PO-005471,VEND-0035,300,2026-06-08,2026-07-11,EMP-0571,Open,USD,10,RM-0058,766.5025,0.0,35.11
6780,PO-006780,VEND-0121,300,2026-06-19,2026-07-11,EMP-0560,Open,USD,10,RM-0127,73.7841,0.0,14.37
6818,PO-006818,VEND-0144,300,2026-05-12,2026-07-11,EMP-0598,Open,USD,10,RM-0011,329.9743,0.0,18.93
8089,PO-008089,VEND-0035,100,2026-06-30,2026-07-11,EMP-0609,Open,USD,10,PC-0058,279.8701,0.0,140.45
8127,PO-008127,VEND-0063,200,2026-05-23,2026-07-11,EMP-0587,Open,USD,10,RM-0074,489.3968,0.0,19.7
9436,PO-009436,VEND-0125,100,2026-06-03,2026-07-11,EMP-0576,Open,USD,10,RM-0148,128.1218,0.0,28.92
10745,PO-010745,VEND-0006,100,2026-06-14,2026-07-11,EMP-0565,Open,USD,10,PC-0077,206.0063,0.0,88.01
12054,PO-012054,VEND-0007,200,2026-06-25,2026-07-11,EMP-0614,Open,USD,10,RM-0042,73.5286,0.0,18.93
12092,PO-012092,VEND-0068,100,2026-05-18,2026-07-11,EMP-0592,Open,USD,10,PC-0019,201.7675,0.0,104.15
13401,PO-013401,VEND-0156,100,2026-05-29,2026-07-11,EMP-0581,Open,USD,10,PC-0095,275.2117,0.0,49.91
14710,PO-014710,VEND-0071,100,2026-06-09,2026-07-11,EMP-0570,Open,USD,10,RM-0059,108.1762,0.0,33.22
1110,PO-001110,VEND-0031,200,2026-06-25,2026-07-12,EMP-0590,Open,USD,10,PC-0049,541.7876,0.0,100.96
1148,PO-001148,VEND-0152,300,2026-05-18,2026-07-12,EMP-0568,Open,USD,10,RM-0067,184.3143,0.0,15.42
2457,PO-002457,VEND-0021,100,2026-05-29,2026-07-12,EMP-0617,Open,USD,10,RM-0140,221.7525,0.0,24.52
3766,PO-003766,VEND-0165,200,2026-06-09,2026-07-12,EMP-0606,Open,USD,10,PC-0068,161.3313,0.0,64.99
5075,PO-005075,VEND-0096,100,2026-06-20,2026-07-12,EMP-0595,Open,USD,10,RM-0036,25.0824,0.0,15.42
5113,PO-005113,VEND-0131,300,2026-05-13,2026-07-12,EMP-0573,Open,USD,10,PC-0010,408.0588,0.0,81.01
6422,PO-006422,VEND-0052,100,2026-05-24,2026-07-12,EMP-0562,Open,USD,10,PC-0087,292.8444,0.0,132.4
7731,PO-007731,VEND-0137,100,2026-06-04,2026-07-12,EMP-0611,Open,USD,10,RM-0052,731.8184,0.0,29.67
9040,PO-009040,VEND-0161,100,2026-06-15,2026-07-12,EMP-0600,Open,USD,10,RM-0121,323.0903,0.0,35.67
10349,PO-010349,VEND-0111,100,2026-06-26,2026-07-12,EMP-0589,Open,USD,10,PC-0050,476.3715,0.0,111.84
10387,PO-010387,VEND-0165,100,2026-05-19,2026-07-12,EMP-0567,Open,USD,10,RM-0068,397.8418,0.0,14.95
11696,PO-011696,VEND-0021,200,2026-05-30,2026-07-12,EMP-0616,Open,USD,10,RM-0140,196.9716,0.0,22.55
13005,PO-013005,VEND-0046,100,2026-06-10,2026-07-12,EMP-0605,Open,USD,10,PC-0069,26.2014,0.0,62.82
14314,PO-014314,VEND-0109,200,2026-06-21,2026-07-12,EMP-0594,Open,USD,10,RM-0036,303.6755,0.0,14.18
14352,PO-014352,VEND-0144,100,2026-05-14,2026-07-12,EMP-0572,Open,USD,10,PC-0011,496.9139,0.0,77.9
752,PO-000752,VEND-0046,100,2026-05-30,2026-07-13,EMP-0592,Open,USD,10,RM-0045,287.9167,0.0,21.84
2061,PO-002061,VEND-0017,100,2026-06-10,2026-07-13,EMP-0581,Open,USD,10,RM-0112,347.3408,0.0,25.8
3370,PO-003370,VEND-0071,300,2026-06-21,2026-07-13,EMP-0570,Open,USD,10,PC-0040,145.2442,0.0,71.57
3408,PO-003408,VEND-0074,300,2026-05-14,2026-07-13,EMP-0608,Open,USD,10,RM-0061,282.8889,0.0,35.78
4717,PO-004717,VEND-0097,300,2026-05-25,2026-07-13,EMP-0597,Open,USD,10,RM-0132,378.6079,0.0,17.75
6026,PO-006026,VEND-0074,300,2026-06-05,2026-07-13,EMP-0586,Open,USD,10,PC-0061,362.2922,0.0,143.11
7335,PO-007335,VEND-0136,300,2026-06-16,2026-07-13,EMP-0575,Open,USD,10,RM-0029,256.9688,0.0,34.96
8644,PO-008644,VEND-0117,300,2026-06-27,2026-07-13,EMP-0564,Open,USD,10,RM-0092,112.2266,0.0,35.78
8682,PO-008682,VEND-0141,200,2026-05-20,2026-07-13,EMP-0602,Open,USD,10,PC-0080,51.5927,0.0,107.48
9991,PO-009991,VEND-0046,200,2026-05-31,2026-07-13,EMP-0591,Open,USD,10,RM-0045,262.3029,0.0,23.47
11300,PO-011300,VEND-0021,200,2026-06-11,2026-07-13,EMP-0580,Open,USD,10,RM-0112,385.6646,0.0,27.72
12609,PO-012609,VEND-0174,100,2026-06-22,2026-07-13,EMP-0569,Open,USD,10,PC-0041,225.9198,0.0,80.31
12647,PO-012647,VEND-0087,100,2026-05-15,2026-07-13,EMP-0607,Open,USD,10,RM-0062,648.3587,0.0,11.99
13956,PO-013956,VEND-0110,100,2026-05-26,2026-07-13,EMP-0596,Open,USD,10,RM-0133,44.0244,0.0,19.89
356,PO-000356,VEND-0107,200,2026-06-11,2026-07-14,EMP-0616,Open,USD,10,RM-0022,438.3227,0.0,31.32
1665,PO-001665,VEND-0046,200,2026-06-22,2026-07-14,EMP-0605,Open,USD,10,RM-0085,275.1974,0.0,32.2
1703,PO-001703,VEND-0050,100,2026-05-15,2026-07-14,EMP-0583,Open,USD,10,PC-0073,588.7639,0.0,77.17
3012,PO-003012,VEND-0148,100,2026-05-26,2026-07-14,EMP-0572,Open,USD,10,RM-0039,792.2917,0.0,16.95
4321,PO-004321,VEND-0093,200,2026-06-06,2026-07-14,EMP-0561,Open,USD,10,RM-0104,214.4259,0.0,19.29
5630,PO-005630,VEND-0111,300,2026-06-17,2026-07-14,EMP-0610,Open,USD,10,PC-0033,71.889,0.0,48.99
6939,PO-006939,VEND-0079,100,2026-06-28,2026-07-14,EMP-0599,Open,USD,10,RM-0006,727.8334,0.0,15.38
6977,PO-006977,VEND-0173,200,2026-05-21,2026-07-14,EMP-0577,Open,USD,10,RM-0124,75.6345,0.0,11.08
8286,PO-008286,VEND-0150,300,2026-06-01,2026-07-14,EMP-0566,Open,USD,10,PC-0053,252.728,0.0,115.82
9595,PO-009595,VEND-0176,300,2026-06-12,2026-07-14,EMP-0615,Open,USD,10,RM-0022,613.3899,0.0,28.96
10904,PO-010904,VEND-0039,100,2026-06-23,2026-07-14,EMP-0604,Open,USD,10,RM-0086,249.6738,0.0,30.58
10942,PO-010942,VEND-0050,300,2026-05-16,2026-07-14,EMP-0582,Open,USD,10,PC-0073,415.4218,0.0,82.98
12251,PO-012251,VEND-0148,200,2026-05-27,2026-07-14,EMP-0571,Open,USD,10,RM-0039,142.0835,0.0,18.22
